"1splitHere46","13660431splitHere46","java.lang.NullPointerException"
"2086splitHere46","13703195splitHere46","Settings settings = new Settings();<newline46mondego>settings.setStatementType(StatementType.STATIC_STATEMENT);<newline46mondego>Factory create = new Factory(connection, dialect, settings);<newline46mondego>// [...]<newline46mondego>"
"2087splitHere46","13703195splitHere46","Query query =<newline46mondego>create.select(Factory.field(<doubleQuotes46>table_name<doubleQuotes46>))<newline46mondego>      .from(<doubleQuotes46>tables t<doubleQuotes46>)<newline46mondego>      .where(<doubleQuotes46>t.table_schema LIKE '<doubleQuotes46> + schemaName + <doubleQuotes46>'<doubleQuotes46>)<newline46mondego>      .limit(Factory.inline(10))<newline46mondego>      .offset(Factory.inline(2));<newline46mondego><newline46mondego>String sql = query.getSQL();<newline46mondego>List<Object> bindValues = query.getBindValues();<newline46mondego>"
"2088splitHere46","13703195splitHere46","schemaName"
"2089splitHere46","13703195splitHere46","create.select(Factory.field(<doubleQuotes46>table_name<doubleQuotes46>))<newline46mondego>      .from(<doubleQuotes46>tables t<doubleQuotes46>)<newline46mondego>      .where(<doubleQuotes46>t.table_schema LIKE ?<doubleQuotes46>, schemaName)<newline46mondego>"
"2090splitHere46","13703264splitHere46","BufferedReader"
"2091splitHere46","13703264splitHere46","BufferedWriter"
"2092splitHere46","13703264splitHere46","ExpectJ expectinator = new ExpectJ(5);<newline46mondego>Spawn shell = expectinator.spawn(<doubleQuotes46>cmd /c cd C:\\Users\\naman\\Desktop & java CalculateSum<doubleQuotes46>);<newline46mondego><newline46mondego>// Talk to it<newline46mondego>shell.expect(<doubleQuotes46>Enter 1 st value<doubleQuotes46>);<newline46mondego>shell.send(<doubleQuotes46>10\n<doubleQuotes46>);<newline46mondego>shell.expect(<doubleQuotes46>Enter second value<doubleQuotes46>);<newline46mondego>shell.send(<doubleQuotes46>30\n<doubleQuotes46>);<newline46mondego>"
"2093splitHere46","13703279splitHere46","String regex = <doubleQuotes46>\<doubleQuotes46>[^\<doubleQuotes46>]+\<doubleQuotes46>|[^,]+<doubleQuotes46>;<newline46mondego>Pattern p = Pattern.compile(regex);<newline46mondego>Matcher m = p.matcher(thisLine);<newline46mondego>while(m.find()) {<newline46mondego>    System.out.println(thisLine.substring(m.start(),m.end()));<newline46mondego>    // I suppose you could construct an array here rather than just printing it<newline46mondego>}<newline46mondego>"
"2094splitHere46","13703279splitHere46","AA90<newline46mondego>ABC LTD.<newline46mondego>2.71E+11<newline46mondego>ASSY/LAM`E'CE-MSSL-RINDER<newline46mondego><doubleQuotes46>VisualCrack,B.H,Damage,Burr<doubleQuotes46><newline46mondego>330<newline46mondego>"
"2095splitHere46","13703279splitHere46","String regex = <doubleQuotes46>\<doubleQuotes46>.*\<doubleQuotes46>|[^,]+<doubleQuotes46>;<newline46mondego>"
"2096splitHere46","13703279splitHere46","AA90<newline46mondego>ABC LTD.<newline46mondego>2.71E+11<newline46mondego>ASSY/LAM`E'CE-MSSL-RINDER<newline46mondego><doubleQuotes46>VisualCrack,B.H,<doubleQuotes46>Damage<doubleQuotes46>,Burr<doubleQuotes46><newline46mondego>330<newline46mondego>"
"2097splitHere46","13703351splitHere46","unmanagedBase <<= baseDirectory { base => base / <doubleQuotes46>custom_lib<doubleQuotes46> }"
"2098splitHere46","13703379splitHere46","String className = new Throwable().getStackTrace()[3].getClassName();<newline46mondego>"
"2099splitHere46","13703379splitHere46","Class class = sun.reflect.Reflection.getCallerClass(int stackDepth);<newline46mondego>"
"2100splitHere46","13703414splitHere46","switch(state) {<newline46mondego>        case TelephonyManager.CALL_STATE_IDLE:<newline46mondego>                Log.d(<doubleQuotes46>Call<doubleQuotes46>,<doubleQuotes46>Outgoing Call finished<doubleQuotes46>);<newline46mondego>        break;<newline46mondego>        case TelephonyManager.CALL_STATE_OFFHOOK:<newline46mondego>                Log.d(<doubleQuotes46>Call<doubleQuotes46>,<doubleQuotes46>Outgoing Call Starting<doubleQuotes46>);<newline46mondego>        break;<newline46mondego>    }<newline46mondego>"
"2101splitHere46","13703825splitHere46","JRadioButtonMenuItem"
"2102splitHere46","13703825splitHere46","JMenuItem"
"2103splitHere46","13703825splitHere46","JRadioButton"
"2104splitHere46","13703825splitHere46","JMenuItem"
"2105splitHere46","13703825splitHere46","JMenuItem"
"2106splitHere46","13703825splitHere46","JRadioButton"
"2107splitHere46","13703825splitHere46","AbstractButton"
"2108splitHere46","13703825splitHere46","ButtonModel"
"2109splitHere46","13703825splitHere46","JRadioButtonMenuItem"
"2110splitHere46","13703825splitHere46","ToggleButtonModel"
"2111splitHere46","13703825splitHere46","JRadioButton"
"2112splitHere46","13703825splitHere46","JRadioButtonMenutItem"
"2113splitHere46","13703825splitHere46","BasicRadioButtonMenuItemUI"
"2114splitHere46","13703825splitHere46","BasicMenuItemUI"
"2115splitHere46","13703825splitHere46","BasicRadioButtonMenuItemUI"
"2116splitHere46","13703855splitHere46","cascade"
"2117splitHere46","13703855splitHere46","@ManyToOne"
"2118splitHere46","13703855splitHere46","address"
"2119splitHere46","13703855splitHere46","School"
"2120splitHere46","13703855splitHere46","CascadeType.ALL"
"2121splitHere46","13703920splitHere46","for(int a=i+2;a<=node.indexOf(<doubleQuotes46>),<doubleQuotes46>);a++)<newline46mondego>"
"2122splitHere46","13703920splitHere46","<doubleQuotes46>),<doubleQuotes46>"
"2123splitHere46","13703920splitHere46","indexOf"
"2124splitHere46","13703920splitHere46","update_i"
"2125splitHere46","13703920splitHere46","i"
"2126splitHere46","13703920splitHere46","1"
"2127splitHere46","13703920splitHere46",","
"2128splitHere46","13704077splitHere46","f"
"2129splitHere46","13704077splitHere46","float f = 3.14f; //Compiles<newline46mondego>float f = 3.14;   //Doesn't compile, because you're trying to put a double literal in a float without a cast.<newline46mondego>"
"2130splitHere46","13704077splitHere46","float f = (float)3.14;<newline46mondego>"
"2131splitHere46","13704077splitHere46","d"
"2132splitHere46","13704077splitHere46","double d = 3.14d;<newline46mondego>"
"2133splitHere46","13704210splitHere46","ViewGroup listrow = (ViewGroup)inflater.inflate(R.layout.listitemrow, listView, false);<newline46mondego>"
"2134splitHere46","13704210splitHere46","getView"
"2135splitHere46","13704210splitHere46","public class ListAdapter extends ArrayAdapter<Item> {<newline46mondego><newline46mondego> public ListAdapter(Context context, int textViewResourceId) {<newline46mondego>super(context, textViewResourceId);<newline46mondego>// TODO Auto-generated constructor stub<newline46mondego>}<newline46mondego><newline46mondego>private List<Item> items;<newline46mondego><newline46mondego>public ListAdapter(Context context, int resource, List<Item> items) {<newline46mondego><newline46mondego>super(context, resource, items);<newline46mondego><newline46mondego>this.items = items;<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>@Override<newline46mondego>public View getView(int position, View convertView, ViewGroup parent) {<newline46mondego><newline46mondego>View v = convertView;<newline46mondego><newline46mondego>if (v == null) {<newline46mondego><newline46mondego>    LayoutInflater vi;<newline46mondego>    vi = LayoutInflater.from(getContext());<newline46mondego>    v = vi.inflate(R.layout.listitemrow, listView, false);<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego> ...<newline46mondego>return v;<newline46mondego><newline46mondego>}<newline46mondego>}<newline46mondego>"
"2136splitHere46","13704219splitHere46","yourString = yourString.replaceAll(<doubleQuotes46>\\n<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>);<newline46mondego>"
"2137splitHere46","13704219splitHere46","<doubleQuotes46>\\n<doubleQuotes46>"
"2138splitHere46","13704219splitHere46","<doubleQuotes46>\\n<doubleQuotes46>"
"2139splitHere46","13704219splitHere46","\n"
"2140splitHere46","13704242splitHere46","object"
"2141splitHere46","13704242splitHere46","myMethod()"
"2142splitHere46","13704242splitHere46","public class MyClass{  <newline46mondego><newline46mondego>   public void myMethod(){<newline46mondego>      MyType object = aMethod(arg);  //local variable instead of field ;)<newline46mondego>   }<newline46mondego><newline46mondego>}<newline46mondego>"
"2143splitHere46","13704265splitHere46","// print in base 8 (or octal)<newline46mondego>String text = new BigInteger(1, bytes).toString(8);<newline46mondego>"
"2144splitHere46","13704265splitHere46","byte[] bytes = new BigInteger(text, 8).toByteArray();<newline46mondego>if (bytes.length > 1 && bytes[0] == 0) {<newline46mondego>    // remove the first byte<newline46mondego>}<newline46mondego>"
"2145splitHere46","13704274splitHere46","split()"
"2146splitHere46","13704274splitHere46","priceString.split(<doubleQuotes46>[.]<doubleQuotes46>);"
"2147splitHere46","13704308splitHere46","public Response bar(@Context UriInfo info) {<newline46mondego>   URI absoluteURI=info.getBaseUriBuilder().path(<doubleQuotes46>/wibble<doubleQuotes46>).build();<newline46mondego>   return Response.created(absoluteURI).build();<newline46mondego>}<newline46mondego>"
"2148splitHere46","13704556splitHere46","StandardAnalyzer"
"2149splitHere46","13704556splitHere46","StandardTokenizer"
"2150splitHere46","13704556splitHere46","doc1.txt"
"2151splitHere46","13704556splitHere46","doc1"
"2152splitHere46","13704556splitHere46","txt"
"2153splitHere46","13704556splitHere46","KeywordAnalyzer"
"2154splitHere46","13704556splitHere46","StandardAnalyzer"
"2155splitHere46","13704556splitHere46","{<doubleQuotes46>doc1<doubleQuotes46>, <doubleQuotes46>txt<doubleQuotes46>}"
"2156splitHere46","13704556splitHere46","KeywordAnalyzer"
"2157splitHere46","13704556splitHere46","doc1.txt"
"2158splitHere46","13704556splitHere46","String foo = <doubleQuotes46>foo:doc1.txt<doubleQuotes46>;<newline46mondego>    StandardAnalyzer sa = new StandardAnalyzer(Version.LUCENE_34);<newline46mondego>    TokenStream tokenStream = sa.tokenStream(<doubleQuotes46>foo<doubleQuotes46>, new StringReader(foo));<newline46mondego>    while (tokenStream.incrementToken()) {<newline46mondego>        System.out.println(tokenStream.getAttribute(TermAttribute.class).term());<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>-------------<doubleQuotes46>);<newline46mondego><newline46mondego>    KeywordAnalyzer ka = new KeywordAnalyzer();<newline46mondego>    TokenStream tokenStream2 = ka.tokenStream(<doubleQuotes46>foo<doubleQuotes46>, new StringReader(foo));<newline46mondego>    while (tokenStream2.incrementToken()) {<newline46mondego>        System.out.println(tokenStream2.getAttribute(TermAttribute.class).term());<newline46mondego>    }<newline46mondego>"
"2159splitHere46","13704695splitHere46","static String content = <doubleQuotes46>a {non} b {1} c {1}<doubleQuotes46>;<newline46mondego>static String inline = <doubleQuotes46>\\{[0-9]\\}<doubleQuotes46>;<newline46mondego><newline46mondego>public static void getMatchIndices()<newline46mondego>{<newline46mondego>    Pattern pattern = Pattern.compile(inline);<newline46mondego>    Matcher matcher = pattern.matcher(content);<newline46mondego><newline46mondego>    int pos = 0;<newline46mondego>    while (matcher.find(pos)) {<newline46mondego>        int found = matcher.start();<newline46mondego>        System.out.println(found);<newline46mondego>        pos = found +1;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2160splitHere46","13704880splitHere46","node.replace(<doubleQuotes46>(<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>).replace(<doubleQuotes46>)<doubleQuotes46>,<doubleQuotes46><doubleQuotes46>).split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>"
"2161splitHere46","13704880splitHere46","node.substring(1,node.length()-1).split(<doubleQuotes46>,<doubleQuotes46>);<newline46mondego>"
"2162splitHere46","13704962splitHere46","readOnly = true"
"2163splitHere46","13704962splitHere46","@Transactional"
"2164splitHere46","13704999splitHere46","Semaphore s = new Semaphore(40);<newline46mondego>...<newline46mondego>s.acquire();<newline46mondego>try {<newline46mondego>    dispatcher.dispatchRpcRequest(); // Or whatever your remote call looks like<newline46mondego>} finally {<newline46mondego>    s.release();<newline46mondego>}<newline46mondego>"
"2165splitHere46","13705194splitHere46","return FluentIterable.from(allAccounts).transform(new Function<Account,String>(){<newline46mondego>    public String apply(Account account){return account.getName();}<newline46mondego>}).toImmutableList()<newline46mondego>"
"2166splitHere46","13705461splitHere46","byte b = 100 ;<newline46mondego>"
"2167splitHere46","13705461splitHere46","100"
"2168splitHere46","13705461splitHere46","byte"
"2169splitHere46","13705461splitHere46","int i = 100 ; <newline46mondego>// i = i + 100;  // It's allowed to add this statement later on, <newline46mondego>                 // if `i` is not declared final. And hence, the next assignment<newline46mondego>                 // will clearly fail at runtime. So, compiler saves you from it<newline46mondego>byte b = i ; <newline46mondego>"
"2170splitHere46","13705461splitHere46","i"
"2171splitHere46","13705461splitHere46","final"
"2172splitHere46","13705461splitHere46","compile time"
"2173splitHere46","13705461splitHere46","i"
"2174splitHere46","13705461splitHere46","initialization of i"
"2175splitHere46","13705461splitHere46","assignment of i to byte"
"2176splitHere46","13705461splitHere46","i"
"2177splitHere46","13705461splitHere46","byte"
"2178splitHere46","13705461splitHere46","crash"
"2179splitHere46","13705461splitHere46","int i"
"2180splitHere46","13705461splitHere46","final"
"2181splitHere46","13705461splitHere46","int i = 100 ;    // replace 100 with 130, and you will be surprised that it works<newline46mondego>byte b = (byte)i ; <newline46mondego>"
"2182splitHere46","13705461splitHere46","130"
"2183splitHere46","13705461splitHere46","byte"
"2184splitHere46","13705461splitHere46","compiler"
"2185splitHere46","13705461splitHere46","compiler"
"2186splitHere46","13705461splitHere46","byte b = 128;<newline46mondego>"
"2187splitHere46","13705461splitHere46","128"
"2188splitHere46","13705461splitHere46","byte"
"2189splitHere46","13705461splitHere46","compiler"
"2190splitHere46","13705479splitHere46","protected void initHref(RequestHelper requestHelper)<newline46mondego>"
"2191splitHere46","13705835splitHere46","TransactionAttributeType.REQUIRED"
"2192splitHere46","13705835splitHere46","methodA"
"2193splitHere46","13705835splitHere46","methodA"
"2194splitHere46","13705835splitHere46","TransactionAttributeType.REQUIRES_NEW"
"2195splitHere46","13705849splitHere46","sonar.exclusions"
"2196splitHere46","13705849splitHere46","<properties> <newline46mondego>  <sonar.exclusions>**/*generated*</sonar.exclusions><newline46mondego></properties><newline46mondego>"
"2197splitHere46","13705950splitHere46","setUndecorated(true)"
"2198splitHere46","13705950splitHere46","DO_NOTHING_ON_CLOSE"
"2199splitHere46","13705971splitHere46","em.unwrap(Session.class).executeQuery(((JpaQuery)query).getDatabaseQuery())<newline46mondego>"
"2200splitHere46","13706361splitHere46","public class Node<newline46mondego>    {<newline46mondego>    Node next;<newline46mondego>    String data;<newline46mondego>    LinkedList<String> history;<newline46mondego><newline46mondego>    public Node (String data)<newline46mondego>    {<newline46mondego>        this.data = data;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2201splitHere46","13706361splitHere46","public class DataItem<newline46mondego>    {<newline46mondego>    String data;<newline46mondego>    LinkedList<String> history = new LinkedList<>();<newline46mondego><newline46mondego>    public DataItem (String data)<newline46mondego>    {<newline46mondego>        this.data = data;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setData (String data)<newline46mondego>    {<newline46mondego>        this.history.add(0, this.data);<newline46mondego>        this.data = data;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2202splitHere46","13706434splitHere46","Class.forName(<doubleQuotes46>com.mysql.jdbc.Driver<doubleQuotes46>).newInstance();<newline46mondego>"
"2203splitHere46","13706434splitHere46","mysql-connector.jar"
"2204splitHere46","13706475splitHere46","DateFormat.setLenient(false)"
"2205splitHere46","13706475splitHere46","lenient"
"2206splitHere46","13706475splitHere46","try {<newline46mondego>        dateFormat.setLenient(false);<newline46mondego>        dateFormat.parse(date);<newline46mondego>        return true;<newline46mondego>    } catch (ParseException e) {<newline46mondego>        e.printStackTrace();<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"2207splitHere46","13706518splitHere46","myString.equals(<doubleQuotes46><doubleQuotes46>)"
"2208splitHere46","13706518splitHere46","myString == <doubleQuotes46><doubleQuotes46>"
"2209splitHere46","13706518splitHere46","myString.isEmpty()"
"2210splitHere46","13706518splitHere46","myString.trim()"
"2211splitHere46","13706518splitHere46","public void readFile(BufferedReader br) {<newline46mondego>  boolean inDefinition = false;<newline46mondego>  while(br.ready()) {<newline46mondego>    String next = br.readLine().trim();<newline46mondego>    if(next.isEmpty()) {<newline46mondego>      inDefinition = false;<newline46mondego>      continue;<newline46mondego>    }<newline46mondego>    if(!inDefinition) {<newline46mondego>      handleWord(next);<newline46mondego>      inDefinition = true;<newline46mondego>    } else {<newline46mondego>      handleDefinition(next);<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2212splitHere46","13706626splitHere46","<display:table name=<doubleQuotes46>myList<doubleQuotes46> pagesize=<doubleQuotes46>50<doubleQuotes46> id=<doubleQuotes46>row<doubleQuotes46>><newline46mondego>    <display:column title=<doubleQuotes46>Item<doubleQuotes46>><newline46mondego>        <s:set name=<doubleQuotes46>endDt<doubleQuotes46> value=<doubleQuotes46>#attr.row.endDt<doubleQuotes46>/><newline46mondego>        <s:set name=<doubleQuotes46>now<doubleQuotes46> value=<doubleQuotes46>now<doubleQuotes46> /><newline46mondego>        <s:if test=<doubleQuotes46>%{#endDt.compareTo(#now) > 0}<doubleQuotes46>><newline46mondego>           <span>w00 h00!</span><newline46mondego>        </s:if><newline46mondego>    </display:column><newline46mondego></display:table><newline46mondego>"
"2213splitHere46","13706642splitHere46","Context2d"
"2214splitHere46","13706642splitHere46","JavaScriptObject"
"2215splitHere46","13706642splitHere46","MyContext"
"2216splitHere46","13706642splitHere46","cast()"
"2217splitHere46","13706642splitHere46","MyContext ctx = canvas.getContext2d().cast();<newline46mondego>"
"2218splitHere46","13706657splitHere46","public static boolean diagonals(char[][] b, int row, int col, int l) {<newline46mondego><newline46mondego>            int counter = 1; // because we start from the current position<newline46mondego>            char charAtPosition = b[row][col];<newline46mondego>            int numRows = b.length;<newline46mondego>            int numCols = b[0].length;<newline46mondego>            int topleft = 0;<newline46mondego>            int topright = 0;<newline46mondego>            int bottomleft = 0;<newline46mondego>            int bottomright = 0;<newline46mondego>            for (int i=row-1,j=col-1;i>=0 && j>=0;i--,j--) {<newline46mondego>                if (b[i][j]==charAtPosition) {<newline46mondego>                    topleft++;<newline46mondego>                } else {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>            for (int i=row-1,j=col+1;i>=0 && j<=numCols;i--,j++) {<newline46mondego>                if (b[i][j]==charAtPosition) {<newline46mondego>                    topright++;<newline46mondego>                } else {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>            for (int i=row+1,j=col-1;i<=numRows && j>=0;i++,j--) {<newline46mondego>                if (b[i][j]==charAtPosition) {<newline46mondego>                    bottomleft++;<newline46mondego>                } else {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>            for (int i=row+1,j=col+1;i<=numRows && j<=numCols;i++,j++) {<newline46mondego>                if (b[i][j]==charAtPosition) {<newline46mondego>                    bottomright++;<newline46mondego>                } else {<newline46mondego>                    break;<newline46mondego>                }<newline46mondego>            }<newline46mondego>            return topleft + bottomright + 1 >= l || topright + bottomleft + 1 >= l; //in this case l is 5<newline46mondego>    }<newline46mondego>"
"2219splitHere46","13706735splitHere46","// Using the 'try with resource' construct<newline46mondego>    try (Reader r = new FileReader(...)) {<newline46mondego>        // use the reader<newline46mondego>    } catch (IOException ex) {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>"
"2220splitHere46","13706735splitHere46","// Using classic try/catch/finally<newline46mondego>    Reader r = null;<newline46mondego>    try {<newline46mondego>        r = new FileReader(...);<newline46mondego>        // use the reader<newline46mondego>    } catch (IOException ex) {<newline46mondego>        // ...<newline46mondego>    } finally {<newline46mondego>        if (r != null) {<newline46mondego>            try {<newline46mondego>                r.close();<newline46mondego>            } catch (IOException ex) {<newline46mondego>                // ignore<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>"
"2221splitHere46","13706735splitHere46","ulimit"
"2222splitHere46","13706764splitHere46","public interface RemoteDatabase extends Remote {<newline46mondego>    public void insertData(String data) throws RemoteException;<newline46mondego>}<newline46mondego><newline46mondego>public class RemoteDatabaseImpl implements RemoteDatabase {<newline46mondego>    @Override<newline46mondego>    public void insertData(String data) throws RemoteException {<newline46mondego>        // whatever<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Database implements Serializable {<newline46mondego>    private final RemoteDatabase remote;<newline46mondego>    private final String property;<newline46mondego><newline46mondego>    public Database(RemoteDatabase remote, String property) {<newline46mondego>        this.remote = remote;<newline46mondego>        this.property = property;<newline46mondego>    }<newline46mondego><newline46mondego>    public String getProperty() {<newline46mondego>        return property;<newline46mondego>    }<newline46mondego><newline46mondego>    public void insertData(String data) throws RemoteException {<newline46mondego>        remote.insertData(data);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2223splitHere46","13706764splitHere46","Database"
"2224splitHere46","13706764splitHere46","RemoteDatabaseImpl"
"2225splitHere46","13706764splitHere46","public interface RemoteDatabase extends Remote {<newline46mondego>    public String getProperty() throws RemoteException;<newline46mondego>    public void insertData(String data) throws RemoteException;<newline46mondego>}<newline46mondego><newline46mondego>public class RemoteDatabaseImpl implements RemoteDatabase {<newline46mondego>    @Override<newline46mondego>    public void insertData(String data) throws RemoteException {<newline46mondego>        // whatever<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getProperty() {<newline46mondego>        return <doubleQuotes46>whatever<doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>    public Database toLocal() throws NoSuchObjectException {<newline46mondego>        return new Database((RemoteDatabase) PortableRemoteObject.toStub(this), getProperty());<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public class Database implements RemoteDatabase, Serializable {<newline46mondego>    private final RemoteDatabase remote;<newline46mondego>    private final String property;<newline46mondego><newline46mondego>    public Database(RemoteDatabase remote, String property) {<newline46mondego>        this.remote = remote;<newline46mondego>        this.property = property;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public String getProperty() {<newline46mondego>        return property;<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public void insertData(String data) throws RemoteException {<newline46mondego>        remote.insertData(data);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2226splitHere46","13706895splitHere46","The process is suspended when this connector attaches and resumed when this connector detaches.<newline46mondego>"
"2227splitHere46","13706951splitHere46","import java.util.concurrent.atomic.AtomicInteger<newline46mondego><newline46mondego>import net.sf.ehcache.Cache<newline46mondego>import net.sf.ehcache.CacheManager<newline46mondego>import net.sf.ehcache.store.MemoryStoreEvictionPolicy<newline46mondego><newline46mondego>import org.springframework.beans.factory.DisposableBean<newline46mondego>import org.springframework.beans.factory.InitializingBean<newline46mondego><newline46mondego>class MyService implements InitializingBean, DisposableBean {<newline46mondego><newline46mondego>   private static AtomicInteger counter = new AtomicInteger()<newline46mondego><newline46mondego>   private Cache cache<newline46mondego>   private String cacheName<newline46mondego><newline46mondego>   static scope = 'session'<newline46mondego><newline46mondego>   void afterPropertiesSet() {<newline46mondego><newline46mondego>      int maxElementsInMemory = 10000<newline46mondego>      int maxElementsOnDisk = 10000000<newline46mondego>      MemoryStoreEvictionPolicy memoryStoreEvictionPolicy = MemoryStoreEvictionPolicy.LRU<newline46mondego>      boolean overflowToDisk = true<newline46mondego>      boolean eternal = false<newline46mondego>      int timeToLive = 5000 // 120<newline46mondego>      int timeToIdle = 5000 // 120<newline46mondego>      boolean diskPersistent = false<newline46mondego>      int diskExpiryThreadIntervalSeconds = 120<newline46mondego>      int diskSpoolBufferSize = 0<newline46mondego><newline46mondego>      cacheName = 'myservice-cache-' + counter.incrementAndGet()<newline46mondego><newline46mondego>      cache = new Cache(cacheName, maxElementsInMemory, memoryStoreEvictionPolicy,<newline46mondego>                  overflowToDisk, null, eternal, timeToLive, timeToIdle,<newline46mondego>                  diskPersistent, diskExpiryThreadIntervalSeconds, null,<newline46mondego>                  null, maxElementsOnDisk, diskSpoolBufferSize)<newline46mondego><newline46mondego>      CacheManager.getInstance().addCache cache<newline46mondego>   }<newline46mondego><newline46mondego>   void destroy() {<newline46mondego>      cache.removeAll()<newline46mondego>      CacheManager.getInstance().removeCache(cacheName)<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"2228splitHere46","13706951splitHere46","InitializingBean"
"2229splitHere46","13706951splitHere46","DisposableBean"
"2230splitHere46","13706951splitHere46","EhCacheFactoryBean"
"2231splitHere46","13707075splitHere46","java -Denv=Sit ...<newline46mondego>"
"2232splitHere46","13707075splitHere46","<context:property-placeholder location=<doubleQuotes46>classpath:/config/Inf${env}.properties<doubleQuotes46> /><newline46mondego>"
"2233splitHere46","13707097splitHere46","<configuration>"
"2234splitHere46","13707097splitHere46","<compiler>C:\Program Files (x86)\Java\jdk1.6.0_37\bin\javac.exe</compiler><newline46mondego>"
"2235splitHere46","13707097splitHere46","<plugin><newline46mondego>            <groupId>org.codehaus.mojo</groupId><newline46mondego>            <artifactId>xmlbeans-maven-plugin</artifactId><newline46mondego>            <version>2.3.3</version><newline46mondego>            <executions><newline46mondego>                <execution><newline46mondego>                    <goals><newline46mondego>                        <goal>xmlbeans</goal><newline46mondego>                    </goals><newline46mondego>                </execution><newline46mondego>            </executions><newline46mondego>            <inherited>true</inherited><newline46mondego>            <configuration><newline46mondego>                <schemaDirectory>${basedir}/src/main/xsd</schemaDirectory><newline46mondego>                <compiler>C:\Program Files (x86)\Java\jdk1.6.0_37\bin\javac.exe</compiler><newline46mondego>            </configuration><newline46mondego>        </plugin><newline46mondego>"
"2236splitHere46","13707097splitHere46","Window -> Preferences -> Java -> installed JREs"
"2237splitHere46","13707097splitHere46","C:\Program Files (x86)\Java\jdk1.6.0_37"
"2238splitHere46","13707241splitHere46","B<TListItemsType, TContainderType extends A<TListItemsType>>"
"2239splitHere46","13707241splitHere46","B"
"2240splitHere46","13707241splitHere46","TListItemsType"
"2241splitHere46","13707241splitHere46","TContainderType"
"2242splitHere46","13707241splitHere46","TListItemsType"
"2243splitHere46","13707241splitHere46","DoWork()"
"2244splitHere46","13707241splitHere46","B"
"2245splitHere46","13707241splitHere46","DoWork()"
"2246splitHere46","13707241splitHere46","public class B<TWorkItemType, TContainderType extends A<TWorkItemType>><newline46mondego>{<newline46mondego>    //...<newline46mondego><newline46mondego>    public void DoWork()<newline46mondego>    {<newline46mondego>        for (TWorkItemType item : temp.getList())<newline46mondego>        {<newline46mondego>            System.out.println(item);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2247splitHere46","13707241splitHere46","B"
"2248splitHere46","13707241splitHere46","A"
"2249splitHere46","13707241splitHere46","TListItemsType"
"2250splitHere46","13707241splitHere46","A"
"2251splitHere46","13707241splitHere46","List<E>"
"2252splitHere46","13707241splitHere46","Enum<E>"
"2253splitHere46","13707241splitHere46","<E>"
"2254splitHere46","13707278splitHere46","<workingDirectory>${basedir}/myapp/target/classes</workingDirectory><newline46mondego>"
"2255splitHere46","13707278splitHere46","<configuration>"
"2256splitHere46","13707290splitHere46","Exception in thread <doubleQuotes46>AWT-EventQueue-0<doubleQuotes46> java.lang.NullPointerException<newline46mondego>    at View.LectureReport.fillDBWeek(LectureReport.java:49)<newline46mondego>    at View.LectureReport$2.actionPerformed(LectureReport.java:96)<newline46mondego>"
"2257splitHere46","13707290splitHere46","fillDBWeek"
"2258splitHere46","13707290splitHere46","tableModel"
"2259splitHere46","13707290splitHere46","table"
"2260splitHere46","13707290splitHere46","popuSDataWeek"
"2261splitHere46","13707290splitHere46","connection"
"2262splitHere46","13707393splitHere46","public class MyComboBox extends JComboBox <newline46mondego>{<newline46mondego>    @Override<newline46mondego>    public void setModel(ComboBoxModel aModel) {<newline46mondego>        super.setModel(aModel);<newline46mondego>        fireActionEvent();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2263splitHere46","13707564splitHere46","Process"
"2264splitHere46","13707564splitHere46","Runtime#exec"
"2265splitHere46","13707564splitHere46","Process"
