"1splitHere46","11049972splitHere46","public static int count(List list) {<newline46mondego>  int sum = 0;<newline46mondego>  for(Object o: list) {<newline46mondego>     sum += o instanceof List ? count((List) o) : 1;<newline46mondego>  }<newline46mondego>  return sum;<newline46mondego>}<newline46mondego>"
"788splitHere46","11069827splitHere46","sample"
"789splitHere46","11069827splitHere46","Pattern.DOTALL"
"790splitHere46","11069875splitHere46","interface Factory< T > {<newline46mondego>    T make();<newline46mondego>}<newline46mondego><newline46mondego>public class CarFactory implements Factory< Car > {<newline46mondego>    Car make();<newline46mondego>}<newline46mondego><newline46mondego>public class PlaneFactory implements Factory< Plane > {<newline46mondego>    Plane make();<newline46mondego>}<newline46mondego><newline46mondego>public class UniversalVehicleFactory {<newline46mondego>    public < T extends Vehicle > T make( Factory< T > factory ) {<newline46mondego>        return factory.make();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"791splitHere46","11070012splitHere46","Scanner sc = new Scanner (System.in);<newline46mondego>     int variable = 0;<newline46mondego>     boolean valid = true;<newline46mondego>"
"792splitHere46","11070012splitHere46","if (variable >= 0 && valid){<newline46mondego>       }<newline46mondego>"
"793splitHere46","11070012splitHere46","Scanner.nextInt();<newline46mondego>"
"794splitHere46","11070012splitHere46","Scanner sc = new Scanner(System.in);<newline46mondego> int i = sc.nextInt();<newline46mondego>"
"795splitHere46","11070041splitHere46","A"
"796splitHere46","11070041splitHere46","n"
"797splitHere46","11070041splitHere46","interface A"
"798splitHere46","11070041splitHere46","interface A {<newline46mondego>    public static final String n = <doubleQuotes46>interface A<doubleQuotes46>; //constant static varible<newline46mondego>}<newline46mondego>"
"799splitHere46","11070041splitHere46","final"
"800splitHere46","11070041splitHere46","System.out.println(B.n);<newline46mondego>"
"801splitHere46","11070048splitHere46","min"
"802splitHere46","11070048splitHere46","<c:set var=<doubleQuotes46>min<doubleQuotes46> value=<doubleQuotes46>${seconds div 60}<doubleQuotes46> /><newline46mondego>"
"803splitHere46","11070456splitHere46","RadioButton o = (RadioButton) rgEqualizer.getChildAt(1);<newline46mondego>        o.setChecked(true);<newline46mondego>"
"804splitHere46","11070566splitHere46","A(x1, y1)      B(x2, y1)<newline46mondego><newline46mondego>    C(x, y)<newline46mondego><newline46mondego>D(x1, y2)      E(x2, y2)<newline46mondego>"
"805splitHere46","11070566splitHere46","if(((x >= x1) && (x <= x2)) && ((y >= y1) && (y <= y2)){<newline46mondego>   System.println.out(<doubleQuotes46>Point C is within the rectangle<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"806splitHere46","11070597splitHere46","jTextField2.addKeyListener(new java.awt.event.KeyAdapter() {<newline46mondego>        public void keyReleased(java.awt.event.KeyEvent evt) {<newline46mondego>            showPopup(evt);<newline46mondego>        }<newline46mondego>    });<newline46mondego> void showPopup(java.awt.event.KeyEvent evt) {<newline46mondego><newline46mondego>       JPopupMenu popup = new JPopupMenu();<newline46mondego>        popup.setLightWeightPopupEnabled(false);<newline46mondego>        popup.setBorder(BorderFactory.createLineBorder(Color.black));<newline46mondego>        popup.setLayout(new BorderLayout());<newline46mondego>        popup.setSize(this.getPreferredSize());<newline46mondego>        popup.setPreferredSize(this.getPreferredSize());<newline46mondego>        popup.pack();<newline46mondego>        popup.setOpaque(false);<newline46mondego>        // create panel that contains the search result <newline46mondego>        popup.add(BorderLayout.CENTER, <YOUR PANEL WITH THE RESULT>);<newline46mondego>        popup.setPreferredSize(new Dimension(jTextField2.getWidth(),250));<newline46mondego>        <SEARCH PANEL>.setPreferredSize(new Dimension(jTextField2.getWidth(),250));<newline46mondego>        popup.show(jTextField2, 0, jTextField2.getHeight());<newline46mondego>      }<newline46mondego>"
"807splitHere46","11070600splitHere46","(let [fun 12]<newline46mondego>     (load-string <doubleQuotes46>(+ 1 fun)<doubleQuotes46>))<newline46mondego>"
"808splitHere46","11070732splitHere46","Socket"
"809splitHere46","11070732splitHere46","new Socket()"
"810splitHere46","11070732splitHere46","Socket.connect(SocketAddress, timeout)"
"811splitHere46","11070858splitHere46","aaload"
"812splitHere46","11070858splitHere46","PersistentList"
"813splitHere46","11070858splitHere46","indexOf"
"814splitHere46","11070858splitHere46","read"
"815splitHere46","11070858splitHere46","public int indexOf(Object value) {<newline46mondego>    read();<newline46mondego>    return list.indexOf(value);<newline46mondego>}<newline46mondego>"
"816splitHere46","11070858splitHere46","read"
"817splitHere46","11070886splitHere46","public static final"
"818splitHere46","11070926splitHere46","Formatter"
"819splitHere46","11070926splitHere46","InputVerifier"
"820splitHere46","11070926splitHere46","String Text;"
"821splitHere46","11070926splitHere46","String text;"
"822splitHere46","11070995splitHere46","Service"
"823splitHere46","11070995splitHere46","Service"
"824splitHere46","11071079splitHere46","Context.listBindings()"
"825splitHere46","11071079splitHere46","Context.list(),"
"826splitHere46","11071079splitHere46","NamingEnumeration<Binding> contentsEnum = ctx.listBindings(n2);<newline46mondego><newline46mondego>String[] attName = {<doubleQuotes46>cn<doubleQuotes46>};<newline46mondego><newline46mondego>while ( contentsEnum.hasNext() ) {<newline46mondego>    Binding binding = contentsEnum.next();<newline46mondego>    Object o = binding.getObject();<newline46mondego>    // etc, whatever you were intending to do with the result of lookup(), which is now in 'o'.<newline46mondego>}<newline46mondego>"
"827splitHere46","11071092splitHere46","android-sdk-windows\platform-tools\dx.bat"
"828splitHere46","11071096splitHere46","xhtml"
"829splitHere46","11071096splitHere46","struts.ui.theme=simple<newline46mondego>"
"830splitHere46","11071096splitHere46","<constant name=<doubleQuotes46>struts.ui.theme<doubleQuotes46> value=<doubleQuotes46>simple<doubleQuotes46> /><newline46mondego>"
"831splitHere46","11071096splitHere46","theme"
"832splitHere46","11071096splitHere46","<s:set name=<doubleQuotes46>theme<doubleQuotes46> value=<doubleQuotes46>'simple'<doubleQuotes46> scope=<doubleQuotes46>page<doubleQuotes46> /"
"833splitHere46","11071096splitHere46","<s:set name=<doubleQuotes46>theme<doubleQuotes46> value=<doubleQuotes46>%{myTheme}<doubleQuotes46> scope=<doubleQuotes46>page<doubleQuotes46> /><newline46mondego>"
"834splitHere46","11071180splitHere46","Collections.sort()"
"835splitHere46","11071273splitHere46","JTextField f1 = new JTextField(<doubleQuotes46>-5<doubleQuotes46>);<newline46mondego><newline46mondego>//xaxis1 = Integer.parseInt(f1);<newline46mondego>"
"836splitHere46","11071273splitHere46","JTextField f1 = new JTextField(<doubleQuotes46>-5<doubleQuotes46>);<newline46mondego>String text = f1.getText();<newline46mondego>int xaxis1 = Integer.parseInt(text);<newline46mondego>"
"837splitHere46","11071273splitHere46","TextField"
"838splitHere46","11071273splitHere46","Integer"
"839splitHere46","11071308splitHere46","Project|Properties"
"840splitHere46","11071308splitHere46","Java Build Path"
"841splitHere46","11071308splitHere46","Remove"
"842splitHere46","11071308splitHere46","Add Library"
"843splitHere46","11071308splitHere46","JRE System Library"
"844splitHere46","11071308splitHere46","Workspace default JRE"
"845splitHere46","11071308splitHere46","Window|Preferences"
"846splitHere46","11071308splitHere46","Java|Installed JREs|Execution Environments"
"847splitHere46","11071416splitHere46","private boolean alive = true;<newline46mondego><newline46mondego>public boolean isAlive() { return alive; }<newline46mondego>public void setAlive(boolean alive) { this.alive = alive; }<newline46mondego>"
"848splitHere46","11071416splitHere46","private int hp; // change!<newline46mondego><newline46mondego>public boolean isAlive() { return hp > 0; } // old signature <newline46mondego> //method looks the same, no change in client code<newline46mondego>public void setAlive(boolean alive) { this.hp = alive ? 100 : 0; }<newline46mondego>"
"849splitHere46","11071416splitHere46","x=10"
"850splitHere46","11071471splitHere46","FlowLayout"
"851splitHere46","11071471splitHere46","PreferredSize"
"852splitHere46","11071471splitHere46","JComponent"
"853splitHere46","11071471splitHere46","JComponents"
"854splitHere46","11071471splitHere46","Dimension"
"855splitHere46","11071471splitHere46","getMinimumSize"
"856splitHere46","11071471splitHere46","getMinimumSize"
"857splitHere46","11071471splitHere46","import java.awt.*;<newline46mondego>import javax.swing.*;<newline46mondego><newline46mondego>public class CustomComponent extends JFrame {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    public CustomComponent() {<newline46mondego>        setTitle(<doubleQuotes46>Custom Component Test / BorderLayout<doubleQuotes46>);<newline46mondego>        setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        setLayout(new FlowLayout());<newline46mondego>    }<newline46mondego><newline46mondego>    public void display() {<newline46mondego>        add(new CustomComponents0(), BorderLayout.NORTH);<newline46mondego>        add(new CustomComponents0(), BorderLayout.CENTER);<newline46mondego>        add(new CustomComponents0(), BorderLayout.SOUTH);<newline46mondego>        add(new CustomComponents0(), BorderLayout.EAST);<newline46mondego>        pack();<newline46mondego>        // enforces the minimum size of both frame and component<newline46mondego>        setMinimumSize(getMinimumSize());<newline46mondego>        setPreferredSize(getPreferredSize());<newline46mondego>        setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        Runnable r = new Runnable() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego>                CustomComponent main = new CustomComponent();<newline46mondego>                main.display();<newline46mondego>            }<newline46mondego>        };<newline46mondego>        javax.swing.SwingUtilities.invokeLater(r);<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>class CustomComponents0 extends JLabel {<newline46mondego><newline46mondego>    private static final long serialVersionUID = 1L;<newline46mondego><newline46mondego>    /*@Override<newline46mondego>    public Dimension getMinimumSize() {<newline46mondego>    return new Dimension(200, 100);<newline46mondego>    }<newline46mondego><newline46mondego>    @Override<newline46mondego>    public Dimension getPreferredSize() {<newline46mondego>    return new Dimension(300, 200);<newline46mondego>    }*/<newline46mondego>    @Override<newline46mondego>    public void paintComponent(Graphics g) {<newline46mondego>        int margin = 10;<newline46mondego>        Dimension dim = getSize();<newline46mondego>        super.paintComponent(g);<newline46mondego>        g.setColor(Color.red);<newline46mondego>        g.fillRect(margin, margin, dim.width - margin * 2, dim.height - margin * 2);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"858splitHere46","11071471splitHere46","GridLayou"
"859splitHere46","11071471splitHere46","JComponents"
"860splitHere46","11071471splitHere46","JComponent"
"861splitHere46","11071471splitHere46","Dimnesion"
"862splitHere46","11071471splitHere46","PreferredSize"
"863splitHere46","11071471splitHere46","GridLayout"
"864splitHere46","11071471splitHere46","pack()"
"865splitHere46","11071471splitHere46","JFrame#setSize()"
"866splitHere46","11071471splitHere46","FLowLayout"
"867splitHere46","11071754splitHere46","int"
"868splitHere46","11071754splitHere46","hashCode"
"869splitHere46","11071754splitHere46","equals"
"870splitHere46","11071754splitHere46","hashcode"
"871splitHere46","11071798splitHere46","ClassA"
"872splitHere46","11071798splitHere46","ClassB"
"873splitHere46","11071798splitHere46","ClassB"
"874splitHere46","11071798splitHere46","ClassA"
"875splitHere46","11071798splitHere46","interface SomeContract {<newline46mondego>    void someBehavior();<newline46mondego>}<newline46mondego>"
"876splitHere46","11071798splitHere46","ClassB"
"877splitHere46","11071798splitHere46","class ClassB implements SomeContract {<newline46mondego>{<newline46mondego>    ClassB(String configFile)<newline46mondego>    {<newline46mondego>        // Set up configs.<newline46mondego>    }<newline46mondego><newline46mondego>    void someBehavior() {<newline46mondego>        // ...<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"878splitHere46","11071798splitHere46","public class ClassA<newline46mondego>{<newline46mondego>    private SomeContract implementation;<newline46mondego>    public ClassA(SomeContract implementation)<newline46mondego>    {<newline46mondego>        this.implementation = implementation;<newline46mondego>    }<newline46mondego><newline46mondego>    // ...<newline46mondego>}<newline46mondego>"
"879splitHere46","11071798splitHere46","ClassB"
"880splitHere46","11071839splitHere46","catch"
"881splitHere46","11071839splitHere46","finally"
"882splitHere46","11071839splitHere46","finally"
"883splitHere46","11071839splitHere46","finally"
"884splitHere46","11071866splitHere46","This method will block until a character is available,<newline46mondego>an I/O error occurs, or the end of the stream is reached.<newline46mondego>"
"885splitHere46","11071867splitHere46","public void onCreateOptionsMenu(Menu menu){<newline46mondego>    ....<newline46mondego>    actionProvider.setOnShareTargetSelectedListener(this);<newline46mondego>    ....<newline46mondego><newline46mondego><newline46mondego> @Override <newline46mondego> public boolean onShareTargetSelected(ShareActionProvider source, <newline46mondego>         Intent intent) { <newline46mondego><newline46mondego>     context.startActivity(intent); <newline46mondego><newline46mondego>     // started activity ourself to prevent search history <newline46mondego>     return true; <newline46mondego> } <newline46mondego>"
"886splitHere46","11071911splitHere46",".p7b"
"887splitHere46","11071911splitHere46",".p12"
"888splitHere46","11071911splitHere46",".pfx"
"889splitHere46","11071978splitHere46","replaceAll(...)"
"890splitHere46","11071978splitHere46","at"
"891splitHere46","11071978splitHere46","String input = <doubleQuotes46>at Pat's attic a fat cat catcher at patted at<doubleQuotes46>;<newline46mondego>String expected = <doubleQuotes46>Pat's attic a fat cat catcher patted<doubleQuotes46>;<newline46mondego><newline46mondego>System.out.println(input.replaceAll(<doubleQuotes46>\\bat\\b\\s*<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>).trim());<newline46mondego>System.out.println(expected.trim());<newline46mondego>"
"892splitHere46","11071978splitHere46","Pat's attic a fat cat catcher patted<newline46mondego>Pat's attic a fat cat catcher patted<newline46mondego>"
"893splitHere46","11071994splitHere46","@Test<newline46mondego>public void testStore() throws ItemNotStoredException {<newline46mondego>    // Arrange<newline46mondego>    ISomeDependency serviceDependency = // create a mock dependency<newline46mondego>    IItemsService itemSvc = new ItemsService(someDependency);<newline46mondego><newline46mondego>    // Act<newline46mondego>    bool result = itemSrvc.storeItem(items);<newline46mondego><newline46mondego>    // Assert<newline46mondego>    Assert.assertTrue(result);<newline46mondego>    // assert that your dependency was used properly if appropriate<newline46mondego>}<newline46mondego>"
"894splitHere46","11072099splitHere46","public class AndroidProjectActivity extends Activity {<newline46mondego>    private Handler mHandler;<newline46mondego>    private TextView mTextView;<newline46mondego>    private Runnable mCountUpdater = new Runnable() {<newline46mondego>        private int mCount = 0;<newline46mondego>        run() {<newline46mondego>           if(mCount > 9)<newline46mondego>               return;<newline46mondego>           mTextView.setText(String.valueOF(mCount+48));<newline46mondego>           mCount++;<newline46mondego>           // Reschedule ourselves.<newline46mondego>           mHandler.postDelayed(this, 5000);<newline46mondego>        }<newline46mondego>    }<newline46mondego>    public void onCreate(Bundle savedInstanceState){<newline46mondego>        super.onCreate(savedInstanceState);<newline46mondego>        // Cleaner to load a view from a layout..<newline46mondego>        TextView tv = new TextView(this);<newline46mondego>        setContentView(tv);<newline46mondego>        mTextView = tv;<newline46mondego>        // Create handler on UI thread.<newline46mondego>        mHandler = new Handler();<newline46mondego>        mHandler.post(mCountUpdater);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"895splitHere46","11072169splitHere46","msgId.characterSet = 1208;"
"896splitHere46","11072228splitHere46","cipher.init(Cipher.ENCRYPT_MODE, keySpec);<newline46mondego>"
"897splitHere46","11072228splitHere46","cipher.init(Cipher.DECRYPT_MODE, keySpec);<newline46mondego>"
"898splitHere46","11072260splitHere46",":"
"899splitHere46","11072260splitHere46",";"
"900splitHere46","11072260splitHere46","/"
"901splitHere46","11072260splitHere46","\"
"902splitHere46","11072260splitHere46","java -cp Projecto.jar:./jcommon-1.0.17.jar:./jfreechart-1.0.14.jar Geral.Client<newline46mondego>"
"903splitHere46","11072274splitHere46","AsyncTask"
"904splitHere46","11072274splitHere46","Thread"
"905splitHere46","11072363splitHere46","/"
"906splitHere46","11072363splitHere46","web.xml"
"907splitHere46","11072363splitHere46","DefaultServlet"
"908splitHere46","11072363splitHere46","<welcome-file>"
"909splitHere46","11072363splitHere46","<welcome-file-list><newline46mondego>    <welcome-file>index</welcome-file><newline46mondego></welcome-file-list><newline46mondego>"
"910splitHere46","11072363splitHere46","<servlet-mapping><newline46mondego>    <servlet-name>Index</servlet-name><newline46mondego>    <url-pattern>/index</url-pattern><newline46mondego></servlet-mapping><newline46mondego>"
"911splitHere46","11072388splitHere46","public void smoothing(){<newline46mondego>     filter = new float[] { 1.0f/121.0f,  2.0f/121.0f,   3.0f/121.0f,   2.0f/121.0f,   1.0f/121.0f,<newline46mondego>                            2.0f/121.0f,  7.0f/121.0f,  11.0f/121.0f,   7.0f/121.0f,   2.0f/121.0f,<newline46mondego>                            3.0f/121.0f, 11.0f/121.0f,  17.0f/121.0f,  11.0f/121.0f,   3.0f/121.0f,<newline46mondego>                            2.0f/121.0f,  7.0f/121.0f,  11.0f/121.0f,   7.0f/121.0f,   2.0f/121.0f,<newline46mondego>                            1.0f/121.0f,  2.0f/121.0f,   3.0f/121.0f,   2.0f/121.0f,   1.0f/121.0f};<newline46mondego>    kernelWidth = 5;<newline46mondego>    kernelHeight = 5;<newline46mondego>    kernel = new Kernel( kernelWidth, kernelHeight, filter);<newline46mondego>    op = new ConvolveOp(kernel); <newline46mondego><newline46mondego>    img = Toolkit.getDefaultToolkit().getImage(Interface.picPath);<newline46mondego>    imageToBufferedImage(img);<newline46mondego>    bufImg = op.filter(bufImg, null);<newline46mondego><newline46mondego>    icon = new ImageIcon(img.getScaledInstance(175, 175, Image.SCALE_DEFAULT));<newline46mondego>    icon2 = new ImageIcon(img.getScaledInstance(300, 300, Image.SCALE_DEFAULT));<newline46mondego>    Interface.label3.setIcon(icon);<newline46mondego>    Interface.label8.setIcon(icon2);<newline46mondego><newline46mondego>}<newline46mondego><newline46mondego>public  void imageToBufferedImage(Image im) {<newline46mondego>    ImageSize size = new ImageSize(im);<newline46mondego>    bufImg = new BufferedImage (size.getwidth(), size.getheight(),BufferedImage.TYPE_INT_RGB);<newline46mondego>    Graphics graph = bufImg.getGraphics();<newline46mondego>    graph.drawImage(im, 0, 0, null);<newline46mondego>    graph.dispose();<newline46mondego>"
"912splitHere46","11072395splitHere46","public static Singleton getInstance()<newline46mondego>{<newline46mondego>  if (instance == null)<newline46mondego>  {<newline46mondego>    synchronized(Singleton.class) {      <newline46mondego>      Singleton inst = instance;         <newline46mondego>      if (inst == null){<newline46mondego>         synchronized(Singleton.class) {  <newline46mondego>           instance = new Singleton();               <newline46mondego>         }<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego>  return instance;<newline46mondego>}<newline46mondego>"
"913splitHere46","11072395splitHere46","class Singleton<newline46mondego>{<newline46mondego>   private static Singleton instance = new Singleton();<newline46mondego><newline46mondego>   private Singleton()<newline46mondego>   {<newline46mondego><newline46mondego>   }<newline46mondego><newline46mondego>   public static Singleton getInstance()<newline46mondego>   {<newline46mondego>     return instance;<newline46mondego>   }<newline46mondego> }<newline46mondego>"
"914splitHere46","11072525splitHere46","if (d > 51)<newline46mondego>"
"915splitHere46","11072525splitHere46","if (d > 51)  {<newline46mondego>    System.out.println(<doubleQuotes46>Congratulations!!! you have passed the examination<doubleQuotes46>);<newline46mondego>} else {<newline46mondego>    System.out.println(<doubleQuotes46>Sorry!!! you have failed the examination<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"916splitHere46","11072532splitHere46","KEY_EVENTS_COLOR + <doubleQuotes46>TEXT,<doubleQuotes46> + KEY_EVENTS_START_DATE + <doubleQuotes46>DATE,<doubleQuotes46><newline46mondego>                + KEY_EVENTS_END_DATE + <doubleQuotes46>TEXT<doubleQuotes46> + <doubleQuotes46>)<doubleQuotes46><newline46mondego>"
"917splitHere46","11072669splitHere46","java.util.concurrent"
"918splitHere46","11072669splitHere46","Cache"
"919splitHere46","11072669splitHere46","LoadingCache<Key, Graph> graphs = CacheBuilder.newBuilder()<newline46mondego>   .maximumSize(1000)<newline46mondego>   .expireAfterWrite(10, TimeUnit.MINUTES)<newline46mondego>   .removalListener(MY_LISTENER)<newline46mondego>   .build(<newline46mondego>       new CacheLoader<Key, Graph>() {<newline46mondego>         public Graph load(Key key) throws AnyException {<newline46mondego>           return createExpensiveGraph(key);<newline46mondego>         }<newline46mondego>       });<newline46mondego>"
"920splitHere46","11072766splitHere46","Writer"
"921splitHere46","11072766splitHere46","PrintWriter"
"922splitHere46","11072766splitHere46","Writer"
"923splitHere46","11072766splitHere46","Writer"
"924splitHere46","11072766splitHere46","PrintWriter"
"925splitHere46","11072766splitHere46","Writer"
"926splitHere46","11072766splitHere46","PrintWriter"
"927splitHere46","11072766splitHere46","synchronized"
"928splitHere46","11072766splitHere46","PrintWriter"
"929splitHere46","11072893splitHere46","zero.setOnTouchListener(this);"
"930splitHere46","11072893splitHere46","onTouchEvent"
"931splitHere46","11072893splitHere46","public boolean onTouchEvent(View v, MotionEvent event) {<newline46mondego>        Button zero = (Button) v;<newline46mondego><newline46mondego>        if (event.getAction() == MotionEvent.ACTION_DOWN) {<newline46mondego>            zero.setBackgroundResource(R.drawable.arrow_leftpressed);<newline46mondego>            return true;<newline46mondego>        } else if (event.getAction() == MotionEvent.ACTION_UP) {<newline46mondego>            zero.setBackgroundResource(R.drawable.arrow_left);<newline46mondego>            return true;<newline46mondego>        }<newline46mondego><newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"932splitHere46","11072893splitHere46","@Override<newline46mondego>    public boolean onTouch(View v, MotionEvent event) {<newline46mondego>        Button zero = (Button) v;<newline46mondego><newline46mondego>        if (event.getAction() == MotionEvent.ACTION_DOWN) {<newline46mondego>            zero.setBackgroundResource(R.drawable.arrow_leftpressed);<newline46mondego>            return true;<newline46mondego>        } else if (event.getAction() == MotionEvent.ACTION_UP) {<newline46mondego>            zero.setBackgroundResource(R.drawable.arrow_left);<newline46mondego>            return true;<newline46mondego>        }<newline46mondego><newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"933splitHere46","11072894splitHere46","Boolean"
"934splitHere46","11072894splitHere46","B"
"935splitHere46","11072894splitHere46","boolean"
"936splitHere46","11072894splitHere46","b"
"937splitHere46","11072894splitHere46","Boolean"
"938splitHere46","11072894splitHere46","=="
"939splitHere46","11072894splitHere46","boolean"
"940splitHere46","11072894splitHere46","Boolean a, b;<newline46mondego>a = new Boolean(false);<newline46mondego>b = new Boolean(false);<newline46mondego>System.out.println(<doubleQuotes46>a == b? <doubleQuotes46> + (a == b)); // <doubleQuotes46>a == b? false<doubleQuotes46>, because they're not the same instance<newline46mondego>"
"941splitHere46","11072894splitHere46","boolean c, d;<newline46mondego>c = false;<newline46mondego>d = false;<newline46mondego>System.out.println(<doubleQuotes46>c == d? <doubleQuotes46> + (c == d)); // <doubleQuotes46>c == d? true<doubleQuotes46>, because they're primitives with the same value<newline46mondego>"
"942splitHere46","11072894splitHere46","=="
"943splitHere46","11072894splitHere46","String"
"944splitHere46","11072894splitHere46","String"
"945splitHere46","11072894splitHere46","String"
"946splitHere46","11072894splitHere46","=="
"947splitHere46","11072894splitHere46","false"
"948splitHere46","11072894splitHere46","String"
"949splitHere46","11072894splitHere46","equals"
"950splitHere46","11072894splitHere46","=="
"951splitHere46","11072894splitHere46","intern"
"952splitHere46","11072894splitHere46","Boolean"
"953splitHere46","11072894splitHere46","boolean"
"954splitHere46","11072894splitHere46","int"
"955splitHere46","11072935splitHere46","toArray()"
"956splitHere46","11072935splitHere46","Object"
"957splitHere46","11072935splitHere46","String"
"958splitHere46","11072935splitHere46","return (String[]) contactsList.toArray(new String[contactsList.size()]);<newline46mondego>"
"959splitHere46","11072972splitHere46","onclick"
"960splitHere46","11072972splitHere46","onclick"
"961splitHere46","11072972splitHere46","<tr><newline46mondego>    <td><%=rs.getInt(1)%></td><newline46mondego>    <td><%=rs.getString(2)%></td><newline46mondego>    <td><%=rs.getString(3)%></td><newline46mondego>    <td> <newline46mondego>        <input type=<doubleQuotes46>image<doubleQuotes46> src=<doubleQuotes46>../img/edit.gif<doubleQuotes46> width=<doubleQuotes46>20<doubleQuotes46> height=<doubleQuotes46>20<doubleQuotes46> /><newline46mondego>    </td><newline46mondego>    <td> <newline46mondego>        <input type=<doubleQuotes46>image<doubleQuotes46> src=<doubleQuotes46>../img/delete.gif<doubleQuotes46> width=<doubleQuotes46>20<doubleQuotes46> height=<doubleQuotes46>20<doubleQuotes46> <newline46mondego>        <% if (rs.getInt(5) == 0) { %><newline46mondego>            onclick=<doubleQuotes46>deleteRecord(<%=rs.getInt(1)%>);<doubleQuotes46><newline46mondego>        <% } %><newline46mondego>        /><newline46mondego>    </td><newline46mondego>    <td> <newline46mondego>        <input type=<doubleQuotes46>button<doubleQuotes46> style=<doubleQuotes46>border:0;background:transparent;font-family:Trebuchet MS<doubleQuotes46><newline46mondego>            value=<doubleQuotes46>Submit<doubleQuotes46> onclick=<doubleQuotes46>submitPaper(<%=rs.getInt(1)%>);<doubleQuotes46>/><newline46mondego>     </td><newline46mondego></tr><newline46mondego>"
"962splitHere46","11073027splitHere46","public class AVLTree<T extends Comparable<T>> implements MySortedCollection<T> {<newline46mondego>}<newline46mondego>"
"963splitHere46","11073027splitHere46","public class AVLNode<T extends Comparable<T>> {<newline46mondego>}<newline46mondego>"
"964splitHere46","11073118splitHere46","package mytools;"
"965splitHere46","11073118splitHere46","package mytools.parse;"
"966splitHere46","11073260splitHere46","TreeModel"
"967splitHere46","11073260splitHere46","DefaultMutableTreeNode"
"968splitHere46","11073260splitHere46","JTree"
"969splitHere46","11073333splitHere46","MappedByteBuffer.isLoaded()"
"970splitHere46","11073333splitHere46","ByteBuffer.allocateDirect()"
"971splitHere46","11073337splitHere46","if(result == <doubleQuotes46>null<doubleQuotes46>)"
"972splitHere46","11073337splitHere46","if(result == null)"
"973splitHere46","11073337splitHere46","<doubleQuotes46>null<doubleQuotes46>"
"974splitHere46","11073337splitHere46",".equals()"
"975splitHere46","11073337splitHere46","if (<doubleQuotes46>null<doubleQuotes46>.equals(result))"
"976splitHere46","11073337splitHere46","null"
"977splitHere46","11073337splitHere46","<doubleQuotes46>null<doubleQuotes46>.equals(result)"
"978splitHere46","11073337splitHere46","result.equals(<doubleQuotes46>null<doubleQuotes46>)"
"979splitHere46","11073337splitHere46","result"
"980splitHere46","11073415splitHere46","itemsd.getCategory()"
"981splitHere46","11073415splitHere46","null"
"982splitHere46","11073415splitHere46","boolean result = itemsd.getCategory() != null;<newline46mondego>"
"983splitHere46","11073415splitHere46","result"
"984splitHere46","11073415splitHere46","false"
"985splitHere46","11073415splitHere46","Assert.assertTrue(result);<newline46mondego>"
"986splitHere46","11073523splitHere46","ArrayBlockingQueue class"
"987splitHere46","11073523splitHere46","java.util.concurrent"
"988splitHere46","11073523splitHere46","BlockingQueue<String> queue = new ArrayBlockingQueue<String>(100);<newline46mondego><newline46mondego>queue.put(<doubleQuotes46>Vivek<doubleQuotes46>);   // To insert value into Queue<newline46mondego><newline46mondego>queue.take();         // To take the value out of Queue<newline46mondego>"
"989splitHere46","11073580splitHere46","Instances#insertAttributeAt"
"990splitHere46","11073580splitHere46","model.numAttributes()"
