"1splitHere46","1025915splitHere46","public class HashTable<K, V><newline46mondego>{<newline46mondego>    private LinkedList<V>[] m_storage;<newline46mondego><newline46mondego>    public HashTable(int initialSize)<newline46mondego>    {<newline46mondego>        m_storage = (LinkedList<V>[]) new LinkedList[initialSize];<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"921splitHere46","1070550splitHere46","Class-Path: plexus-utils-1.1.jar commons-lang-2.1.jar<newline46mondego>"
"922splitHere46","1070550splitHere46","mvn exec:exec [...] -Dexec.classpathScope=<doubleQuotes46>test<doubleQuotes46><newline46mondego>"
"923splitHere46","1070556splitHere46","abstract class Pet <T extends Pet<T>><newline46mondego>"
"924splitHere46","1070556splitHere46","(T) this"
"925splitHere46","1070556splitHere46","public class TestClass {<newline46mondego><newline46mondego>  static abstract class Pet <T extends Pet<T>> {<newline46mondego>    private String name;<newline46mondego><newline46mondego>    protected abstract T getThis();<newline46mondego><newline46mondego>    public T setName(String name) {<newline46mondego>      this.name = name;<newline46mondego>      return getThis(); }  <newline46mondego>  }<newline46mondego><newline46mondego>  static class Cat extends Pet<Cat> {<newline46mondego>    @Override protected Cat getThis() { return this; }<newline46mondego><newline46mondego>    public Cat catchMice() {<newline46mondego>      System.out.println(<doubleQuotes46>I caught a mouse!<doubleQuotes46>);<newline46mondego>      return getThis();<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  static class Dog extends Pet<Dog> {<newline46mondego>    @Override protected Dog getThis() { return this; }<newline46mondego><newline46mondego>    public Dog catchFrisbee() {<newline46mondego>      System.out.println(<doubleQuotes46>I caught a frisbee!<doubleQuotes46>);<newline46mondego>      return getThis();<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    Cat c = new Cat();<newline46mondego>    c.setName(<doubleQuotes46>Morris<doubleQuotes46>).catchMice();<newline46mondego>    Dog d = new Dog();<newline46mondego>    d.setName(<doubleQuotes46>Snoopy<doubleQuotes46>).catchFrisbee();<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"926splitHere46","1070593splitHere46","class"
"927splitHere46","1070593splitHere46","extend Exception"
"928splitHere46","1070593splitHere46","Exception"
"929splitHere46","1070593splitHere46","extend RuntimeException"
"930splitHere46","1070593splitHere46","Exception"
"931splitHere46","1070593splitHere46","Exception"
"932splitHere46","1070593splitHere46","try"
"933splitHere46","1070593splitHere46","catch"
"934splitHere46","1070593splitHere46","throws"
"935splitHere46","1070593splitHere46","IOException"
"936splitHere46","1070593splitHere46","Exceptions"
"937splitHere46","1070593splitHere46","Exceptions"
"938splitHere46","1070593splitHere46","IndexOutOfBoundsException"
"939splitHere46","1070593splitHere46","public class MyNewException extends RuntimeException {<newline46mondego><newline46mondego>    public MyNewException(){<newline46mondego>        super();<newline46mondego>    }<newline46mondego><newline46mondego>    public MyNewException(String message){<newline46mondego>        super(message);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"940splitHere46","1070709splitHere46","&"
"941splitHere46","1070709splitHere46","public class MyWidget<T extends Enum<T> & MyInterface> {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"942splitHere46","1070709splitHere46","extends"
"943splitHere46","1070709splitHere46","public class MyWidget<T extends Enum<T> & MyInterface & Serializable & Cloneable> {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"944splitHere46","1070709splitHere46","Cloneable"
"945splitHere46","1070931splitHere46","Font font = new Font(<doubleQuotes46>helvetica<doubleQuotes46>, Font.PLAIN, 12);<newline46mondego>Map  attributes = font.getAttributes();<newline46mondego>attributes.put(TextAttribute.STRIKETHROUGH, TextAttribute.STRIKETHROUGH_ON);<newline46mondego>Font newFont = new Font(attributes);<newline46mondego>"
"946splitHere46","1071229splitHere46","Iterables"
"947splitHere46","1071229splitHere46","Lists"
"948splitHere46","1071229splitHere46","Lists.newArrayList"
"949splitHere46","1071229splitHere46","Iterables"
"950splitHere46","1071229splitHere46","Preconditions.checkNotNull"
"951splitHere46","1071229splitHere46","public MyClass (String name, ...)<newline46mondego>{<newline46mondego>    this.name = checkNotNull(name);<newline46mondego>    // etc<newline46mondego>}<newline46mondego>"
"952splitHere46","1071229splitHere46","MapMaker"
"953splitHere46","1071688splitHere46","cd c:\<newline46mondego>set-item -path Env:CLASSPATH -value C:\Test <newline46mondego><doubleQuotes46>CLASSPATH = $Env:CLASSPATH<doubleQuotes46> <newline46mondego>java.exe -classpath $Env:CLASSPATH HelloWorldApp<newline46mondego>"
"954splitHere46","1071822splitHere46","DateTime dateTime = new DateTime();<newline46mondego>Timestamp timeStamp = new Timestamp(dateTime.getMillis());<newline46mondego>"
"955splitHere46","1071823splitHere46","class NameStrength {<newline46mondego>    public String name;<newline46mondego>    public String strength;<newline46mondego>}<newline46mondego>"
"956splitHere46","1071823splitHere46","Map<Integer, NameStrength> nodesMap = new HashMap<Integer, NameStrength>();<newline46mondego>"
"957splitHere46","1071823splitHere46","for (NameStrength nameStrength : nodesMap.values()) {}<newline46mondego>"
"958splitHere46","1071823splitHere46","for (Entry<Integer, NameStrength> entry : nodesMap.entrySet()) {}<newline46mondego>"
"959splitHere46","1071876splitHere46","close()"
"960splitHere46","1071913splitHere46","public class Test {<newline46mondego>  public static void main (String[] args) {<newline46mondego><newline46mondego>        String myString = <doubleQuotes46>BF800000<doubleQuotes46>;<newline46mondego>        Long i = Long.parseLong(myString, 16);<newline46mondego>        Float f = Float.intBitsToFloat(i.intValue());<newline46mondego>        System.out.println(f);<newline46mondego>        System.out.println(Integer.toHexString(Float.floatToIntBits(f)));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"961splitHere46","1072000splitHere46","keyIn.close()"
"962splitHere46","1072000splitHere46","Scanner"
"963splitHere46","1072000splitHere46","System.in"
"964splitHere46","1072000splitHere46","Scanner"
"965splitHere46","1072000splitHere46","System.in"
"966splitHere46","1072000splitHere46","while"
"967splitHere46","1072000splitHere46","close()"
"968splitHere46","1072000splitHere46","System.in"
"969splitHere46","1072000splitHere46","=="
"970splitHere46","1072000splitHere46","!="
"971splitHere46","1072000splitHere46","equals()"
"972splitHere46","1072000splitHere46","=="
"973splitHere46","1072000splitHere46","!="
"974splitHere46","1072000splitHere46","equals()"
"975splitHere46","1072000splitHere46","while (!quit){<newline46mondego>    Scanner keyIn = new Scanner(System.in);<newline46mondego>    String c = <doubleQuotes46>x<doubleQuotes46>;<newline46mondego>    while (!c.equals(<doubleQuotes46>y<doubleQuotes46>) && !c.equals(<doubleQuotes46>n<doubleQuotes46>)) {<newline46mondego>        c = keyIn.next();<newline46mondego>    }<newline46mondego>    if (c.equals(<doubleQuotes46>n<doubleQuotes46>))<newline46mondego>        quit = true;<newline46mondego>}<newline46mondego>"
"976splitHere46","1072205splitHere46","public static List<int> GeneratePrimesNaive(int n)<newline46mondego>{<newline46mondego>    List<int> primes = new List<int>();<newline46mondego>    primes.Add(2);<newline46mondego>    int nextPrime = 3;<newline46mondego>    while (primes.Count < n)<newline46mondego>    {<newline46mondego>        int sqrt = (int)Math.Sqrt(nextPrime);<newline46mondego>        bool isPrime = true;<newline46mondego>        for (int i = 0; (int)primes[i] <= sqrt; i++)<newline46mondego>        {<newline46mondego>            if (nextPrime % primes[i] == 0)<newline46mondego>            {<newline46mondego>                isPrime = false;<newline46mondego>                break;<newline46mondego>            }<newline46mondego>        }<newline46mondego>        if (isPrime)<newline46mondego>        {<newline46mondego>            primes.Add(nextPrime);<newline46mondego>        }<newline46mondego>        nextPrime += 2;<newline46mondego>    }<newline46mondego>    return primes;<newline46mondego>}<newline46mondego>"
"977splitHere46","1072205splitHere46","6k+[1, 5]"
"978splitHere46","1072205splitHere46","30k+[1, 7, 11, 13, 17, 19, 23, 29]"
"979splitHere46","1072205splitHere46","public static int ApproximateNthPrime(int nn)<newline46mondego>{<newline46mondego>    double n = (double)nn;<newline46mondego>    double p;<newline46mondego>    if (nn >= 7022)<newline46mondego>    {<newline46mondego>        p = n * Math.Log(n) + n * (Math.Log(Math.Log(n)) - 0.9385);<newline46mondego>    }<newline46mondego>    else if (nn >= 6)<newline46mondego>    {<newline46mondego>        p = n * Math.Log(n) + n * Math.Log(Math.Log(n));<newline46mondego>    }<newline46mondego>    else if (nn > 0)<newline46mondego>    {<newline46mondego>        p = new int[] { 2, 3, 5, 7, 11 }[nn - 1];<newline46mondego>    }<newline46mondego>    else<newline46mondego>    {<newline46mondego>        p = 0;<newline46mondego>    }<newline46mondego>    return (int)p;<newline46mondego>}<newline46mondego><newline46mondego>// Find all primes up to and including the limit<newline46mondego>public static BitArray SieveOfEratosthenes(int limit)<newline46mondego>{<newline46mondego>    BitArray bits = new BitArray(limit + 1, true);<newline46mondego>    bits[0] = false;<newline46mondego>    bits[1] = false;<newline46mondego>    for (int i = 0; i * i <= limit; i++)<newline46mondego>    {<newline46mondego>        if (bits[i])<newline46mondego>        {<newline46mondego>            for (int j = i * i; j <= limit; j += i)<newline46mondego>            {<newline46mondego>                bits[j] = false;<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return bits;<newline46mondego>}<newline46mondego><newline46mondego>public static List<int> GeneratePrimesSieveOfEratosthenes(int n)<newline46mondego>{<newline46mondego>    int limit = ApproximateNthPrime(n);<newline46mondego>    BitArray bits = SieveOfEratosthenes(limit);<newline46mondego>    List<int> primes = new List<int>();<newline46mondego>    for (int i = 0, found = 0; i < limit && found < n; i++)<newline46mondego>    {<newline46mondego>        if (bits[i])<newline46mondego>        {<newline46mondego>            primes.Add(i);<newline46mondego>            found++;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return primes;<newline46mondego>}<newline46mondego>"
"980splitHere46","1072205splitHere46","public static BitArray SieveOfSundaram(int limit)<newline46mondego>{<newline46mondego>    limit /= 2;<newline46mondego>    BitArray bits = new BitArray(limit + 1, true);<newline46mondego>    for (int i = 1; 3 * i + 1 < limit; i++)<newline46mondego>    {<newline46mondego>        for (int j = 1; i + j + 2 * i * j <= limit; j++)<newline46mondego>        {<newline46mondego>            bits[i + j + 2 * i * j] = false;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return bits;<newline46mondego>}<newline46mondego><newline46mondego>public static List<int> GeneratePrimesSieveOfSundaram(int n)<newline46mondego>{<newline46mondego>    int limit = ApproximateNthPrime(n);<newline46mondego>    BitArray bits = SieveOfSundaram(limit);<newline46mondego>    List<int> primes = new List<int>();<newline46mondego>    primes.Add(2);<newline46mondego>    for (int i = 1, found = 1; 2 * i + 1 <= limit && found < n; i++)<newline46mondego>    {<newline46mondego>        if (bits[i])<newline46mondego>        {<newline46mondego>            primes.Add(2 * i + 1);<newline46mondego>            found++;<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return primes;<newline46mondego>}<newline46mondego>"
"981splitHere46","1072233splitHere46","\s+"
"982splitHere46","1072233splitHere46","\s\s+"
"983splitHere46","1072233splitHere46","\s+(?!\()"
"984splitHere46","1072241splitHere46","javac"
"985splitHere46","1072533splitHere46","paintComponent"
"986splitHere46","1072533splitHere46","x = sin(hour / 12 * 2 * pi)"
"987splitHere46","1072533splitHere46","y = cos(hour / 12 * 2 * pi)"
"988splitHere46","1072533splitHere46","x = sin(minute / 60 * 2 * pi)"
"989splitHere46","1072533splitHere46","y = cos(minute / 60 * 2 * pi)"
"990splitHere46","1072796splitHere46","${myList[0].class}<newline46mondego>"
"991splitHere46","1072882splitHere46","boolean add(E e) {<newline46mondego>  if(q.size()==MAX_SIZE) {<newline46mondego>    remove();<newline46mondego>  }<newline46mondego>  q.add(e)<newline46mondego>}<newline46mondego>"
"992splitHere46","1072889splitHere46","File soundFile = new File(this.audioFilePath);<newline46mondego>AudioInputStream originalAudioInputStream = AudioSystem.getAudioInputStream(soundFile);<newline46mondego>AudioFormat audioFormat = originalAudioInputStream.getFormat();<newline46mondego><newline46mondego>float startInBytes = (startTimeinMs / 1000 * audioFormat.getSampleRate() * audioFormat.getFrameSize());<newline46mondego>float lengthInFrames = ((endTimeinMs - startTimeinMs) / 1000 * audioFormat.getSampleRate());<newline46mondego><newline46mondego>originalAudioInputStream.skip((long) startInBytes);<newline46mondego>AudioInputStream partAudioInputStream = new AudioInputStream(originalAudioInputStream,<newline46mondego>                originalAudioInputStream.getFormat(), (long) lengthInFrames);<newline46mondego><newline46mondego>// code to actually play the audio input stream here<newline46mondego>"
"993splitHere46","1072889splitHere46","File soundFile = new File(this.inputFilePath);<newline46mondego>AudioInputStream mp3InputStream = AudioSystem.getAudioInputStream(soundFile);<newline46mondego>AudioFormat baseFormat = mp3InputStream.getFormat();<newline46mondego>AudioFormat decodedFormat = new AudioFormat(AudioFormat.Encoding.PCM_SIGNED,  baseFormat.getSampleRate(),  16, baseFormat.getChannels(), baseFormat.getChannels() * 2,  baseFormat.getSampleRate(), false);<newline46mondego><newline46mondego>AudioInputStream convertedAudioInputStream =  AudioSystem.getAudioInputStream(decodedFormat, mp3InputStream);<newline46mondego><newline46mondego>File outputFile = new File(this.outputFilePath);<newline46mondego>AudioSystem.write(convertedAudioInputStream, AudioFileFormat.Type.WAVE, outputFile);<newline46mondego>"
"994splitHere46","1072892splitHere46","FileOutputStream out = null;<newline46mondego>try {<newline46mondego>  out = ...<newline46mondego>  ...<newline46mondego>  out.write(...);<newline46mondego>  ...<newline46mondego>  out.flush();<newline46mondego>} catch (IOException ioe) {<newline46mondego>  ...<newline46mondego>} finally {<newline46mondego>  if(out!=null) {<newline46mondego>    try {<newline46mondego>      out.close();<newline46mondego>    } catch (IOException ioe) {<newline46mondego>      ...<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"995splitHere46","1072895splitHere46","Modifier.isAbstract( someClass.getModifiers() );<newline46mondego>"
"996splitHere46","1073104splitHere46","<target name=<doubleQuotes46>checkEclipseRcp<doubleQuotes46>><newline46mondego>  <pathconvert property=<doubleQuotes46>foundRcp<doubleQuotes46> setonempty=<doubleQuotes46>false<doubleQuotes46> pathsep=<doubleQuotes46> <doubleQuotes46>><newline46mondego>    <path><newline46mondego>      <fileset dir=<doubleQuotes46>/folder/folder/eclipse<doubleQuotes46><newline46mondego>               includes=<doubleQuotes46>org.eclipse.rcp_3.5.0.*<doubleQuotes46> /><newline46mondego>    </path><newline46mondego>  </pathconvert><newline46mondego></target><newline46mondego><newline46mondego><target name=<doubleQuotes46>process<doubleQuotes46> depends=<doubleQuotes46>checkEclipseRcp<doubleQuotes46> if=<doubleQuotes46>foundRcp<doubleQuotes46>><newline46mondego>  <!-- do something --><newline46mondego></target><newline46mondego>"
"997splitHere46","1073300splitHere46","/**<newline46mondego> * This interface represent the operation of a radix tree. A radix tree,<newline46mondego> * Patricia trie/tree, or crit bit tree is a specialized set data structure<newline46mondego> * based on the trie that is used to store a set of strings. In contrast with a<newline46mondego> * regular trie, the edges of a Patricia trie are labelled with sequences of<newline46mondego> * characters rather than with single characters. These can be strings of<newline46mondego> * characters, bit strings such as integers or IP addresses, or generally<newline46mondego> * arbitrary sequences of objects in lexicographical order. Sometimes the names<newline46mondego> * radix tree and crit bit tree are only applied to trees storing integers and<newline46mondego> * Patricia trie is retained for more general inputs, but the structure works<newline46mondego> * the same way in all cases.<newline46mondego> * <newline46mondego> * @author Tahseen Ur Rehman <newline46mondego> * email: tahseen.ur.rehman {at.spam.me.not} gmail.com<newline46mondego> */<newline46mondego>public interface RadixTree<T> {<newline46mondego>    /**<newline46mondego>     * Insert a new string key and its value to the tree.<newline46mondego>     * <newline46mondego>     * @param key<newline46mondego>     *            The string key of the object<newline46mondego>     * @param value<newline46mondego>     *            The value that need to be stored corresponding to the given<newline46mondego>     *            key.<newline46mondego>     * @throws DuplicateKeyException<newline46mondego>     */<newline46mondego>    public void insert(String key, T value) throws DuplicateKeyException;<newline46mondego>"
"998splitHere46","1073300splitHere46","/**<newline46mondego> * Represents a node of a Radix tree {@link RadixTreeImpl}<newline46mondego> * <newline46mondego> * @author Tahseen Ur Rehman<newline46mondego> * @email tahseen.ur.rehman {at.spam.me.not} gmail.com<newline46mondego> * @param <T><newline46mondego> */<newline46mondego>class RadixTreeNode<T> {<newline46mondego>    private String key;<newline46mondego><newline46mondego>    private List<RadixTreeNode<T>> childern;<newline46mondego><newline46mondego>    private boolean real;<newline46mondego><newline46mondego>    private T value;<newline46mondego><newline46mondego>    /**<newline46mondego>     * intailize the fields with default values to avoid null reference checks<newline46mondego>     * all over the places<newline46mondego>     */<newline46mondego>        public RadixTreeNode() {<newline46mondego>        key = <doubleQuotes46><doubleQuotes46>;<newline46mondego>        childern = new ArrayList<RadixTreeNode<T>>();<newline46mondego>        real = false;<newline46mondego>    }<newline46mondego>"
"999splitHere46","1073328splitHere46","bits & ~(1 << n)<newline46mondego>"
"1000splitHere46","1073341splitHere46","nanoTime()"
"1001splitHere46","1073427splitHere46","Collections.sort(list, new Comparator<MyClass>(){<newline46mondego>    public int compare(MyClass a, MyClass b)<newline46mondego>    {<newline46mondego>        // compare objects<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"1002splitHere46","1073598splitHere46","Java Compiler / Javadoc"
"1003splitHere46","1073598splitHere46","IncrementalProjectBuilder.FULL_BUILD"
"1004splitHere46","1073687splitHere46","<Class name=<doubleQuotes46>~.*\._.*<doubleQuotes46>/><newline46mondego>    <Class name=<doubleQuotes46>~.*?EJS.*<doubleQuotes46>/><newline46mondego>"
"1005splitHere46","1073687splitHere46",".*\._.*"
"1006splitHere46","1073687splitHere46",".*\.^_*"
"1007splitHere46","1073687splitHere46",".*?EJS.*"
"1008splitHere46","1073687splitHere46",".*EJS*"
"1009splitHere46","1073687splitHere46","?"
"1010splitHere46","1073687splitHere46","S*"
"1011splitHere46","1073793splitHere46","List<String> l = Arrays.asList(<doubleQuotes46>a<doubleQuotes46>, <doubleQuotes46>b<doubleQuotes46>, <doubleQuotes46>c<doubleQuotes46>);<newline46mondego>"
"1012splitHere46","1073793splitHere46","String[] a = l.toArray(new String[0]);<newline46mondego>"
"1013splitHere46","1073803splitHere46","String.format(<doubleQuotes46>%<doubleQuotes46> + numberOfSpaces + <doubleQuotes46>s<doubleQuotes46>, <doubleQuotes46><doubleQuotes46>); <newline46mondego>"
"1014splitHere46","1073803splitHere46","String.format(<doubleQuotes46>%<doubleQuotes46> + numberOfSpaces + <doubleQuotes46>s<doubleQuotes46>, <doubleQuotes46>Hello<doubleQuotes46>); <newline46mondego>"
"1015splitHere46","1073933splitHere46","int[] ints = {1, 2, 3};<newline46mondego>    List<Integer> intList = new ArrayList<Integer>();<newline46mondego>    for (int index = 0; index < ints.length; index++)<newline46mondego>    {<newline46mondego>        intList.add(ints[index]);<newline46mondego>    }<newline46mondego>"
"1016splitHere46","1073977splitHere46","appenders {<newline46mondego>    file name:'infoLog', file:'info.log', threshold: org.apache.log4j.Level.INFO<newline46mondego>    file name:'warnLog', file:'warn.log', threshold: org.apache.log4j.Level.WARN<newline46mondego>    file name:'errorLog', file:'error.log', threshold: org.apache.log4j.Level.ERROR<newline46mondego>}<newline46mondego><newline46mondego>root {<newline46mondego>    info 'infoLog','warnLog','errorLog'<newline46mondego>}<newline46mondego>"
"1017splitHere46","1073977splitHere46","info.log"
"1018splitHere46","1073977splitHere46","warn.log"
"1019splitHere46","1073977splitHere46","error.log"
"1020splitHere46","1074170splitHere46","val in = new java.util.HashSet[String]<newline46mondego>val out = new java.util.ArrayList[String](in)<newline46mondego>"
"1021splitHere46","1074189splitHere46","IFoo foo = injector.getInstance(IFoo.class);<newline46mondego>"
"1022splitHere46","1074189splitHere46","configure()"
"1023splitHere46","1074189splitHere46","IFoo"
"1024splitHere46","1074189splitHere46","configure()"
"1025splitHere46","1074189splitHere46","bind(IFoo.class).to(Foo.class);<newline46mondego>"
"1026splitHere46","1074189splitHere46","@ImplementedBy(Foo.class)<newline46mondego>public interface IFoo {<newline46mondego>  ...<newline46mondego>}<newline46mondego>"
"1027splitHere46","1074189splitHere46","@Singleton"
"1028splitHere46","1074189splitHere46","Injector.getInstance()"
"1029splitHere46","1074241splitHere46","Math.ceil()"
"1030splitHere46","1074241splitHere46","3/2"
"1031splitHere46","1074241splitHere46","3/2 = 1"
"1032splitHere46","1074241splitHere46","1.5"
"1033splitHere46","1074241splitHere46","1"
"1034splitHere46","1074241splitHere46","1"
"1035splitHere46","1074241splitHere46","Math.ceil(3/2.0);"
"1036splitHere46","1074241splitHere46","2.0"
"1037splitHere46","1074241splitHere46","3/2.0 = 1.5"
"1038splitHere46","1074241splitHere46","ceil()"
"1039splitHere46","1074241splitHere46","1.5"
"1040splitHere46","1074241splitHere46","2"
"1041splitHere46","1074534splitHere46","x * 31 == (x << 5) - x<newline46mondego>"
"1042splitHere46","1074544splitHere46","try {<newline46mondego>thisMethodThrowsACheckedExceptionButIDontCare();<newline46mondego>}<newline46mondego>catch(Exception e) {<newline46mondego>e.printStackTrace();<newline46mondego>}<newline46mondego>"
"1043splitHere46","1074704splitHere46","private static void monitorFile(File file) throws IOException {<newline46mondego>    final int POLL_INTERVAL = 1000;<newline46mondego>    FileReader reader = new FileReader(file);<newline46mondego>    BufferedReader buffered = new BufferedReader(reader);<newline46mondego>    try {<newline46mondego>      while(true) {<newline46mondego>        String line = buffered.readLine();<newline46mondego>        if(line == null) {<newline46mondego>          // end of file, start polling<newline46mondego>          Thread.sleep(POLL_INTERVAL);<newline46mondego>        } else {<newline46mondego>          System.out.println(line);<newline46mondego>        }<newline46mondego>      }<newline46mondego>    } catch(InterruptedException ex) {<newline46mondego>     ex.printStackTrace();<newline46mondego>    }<newline46mondego>  }<newline46mondego>"
"1044splitHere46","1074834splitHere46","java.lang.Double"
"1045splitHere46","1074834splitHere46","hashCode()"
"1046splitHere46","1074834splitHere46","public int hashCode() {<newline46mondego>  long bits = doubleToLongBits(value);<newline46mondego>  return (int)(bits ^ (bits >>> 32));<newline46mondego>}<newline46mondego>"
"1047splitHere46","1074834splitHere46","doubleToLongBits()"
"1048splitHere46","1074946splitHere46","assertEquals"
"1049splitHere46","1074946splitHere46","assertEquals"
"1050splitHere46","1074971splitHere46","<groupId>com.oracle</groupId><newline46mondego><artifactId>ojdbc14</artifactId><newline46mondego><version>10.2.0.3.0</version><newline46mondego>"
"1051splitHere46","1074971splitHere46","mvn install:install-file -DgroupId=com.oracle -DartifactId=ojdbc14 \<newline46mondego>     -Dversion=10.2.0.3.0 -Dpackaging=jar -Dfile=ojdbc.jar -DgeneratePom=true<newline46mondego>"
"1052splitHere46","1075201splitHere46","Eclipse-BuddyPolicy: registered<newline46mondego>"
"1053splitHere46","1075201splitHere46","Eclipse-RegisterBuddy: de.eye4eye.hibernate<newline46mondego>"
"1054splitHere46","1075286splitHere46","employee"
"1055splitHere46","1075286splitHere46","Employee employee = new Employee();<newline46mondego>doSomething(employee); // Calls doSomething(Employee)<newline46mondego>"
"1056splitHere46","1075286splitHere46","Person employee = new Employee();<newline46mondego>doSomething(employee); // Calls doSomething(Person)<newline46mondego>"
"1057splitHere46","1075297splitHere46","FileWriter"
"1058splitHere46","1075297splitHere46","FileWriter"
"1059splitHere46","1075297splitHere46","FileWriter"
"1060splitHere46","1075678splitHere46","// Extract the post content from the request<newline46mondego>@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>Enumeration<String> paramEnum = request.getParameterNames();<newline46mondego>paramEnum.hasMoreElements();<newline46mondego>String postContent = (String) paramEnum.nextElement();<newline46mondego>"
"1061splitHere46","1075699splitHere46","list1.equals(list2)<newline46mondego>"
"1062splitHere46","1075699splitHere46","Set<Object> set1 = new Set<Object>();<newline46mondego>set1.addAll(list1);<newline46mondego>Set<Object> set2 = new Set<Object>();<newline46mondego>set2.addAll(list2);<newline46mondego>set1.equals(set2)<newline46mondego>"
"1063splitHere46","1075702splitHere46","XMLOutputFactory factory = XMLOutputFactory<newline46mondego>    .newInstance();<newline46mondego>XMLStreamWriter writer = factory.createXMLStreamWriter(<newline46mondego>    stream, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego>try {<newline46mondego>  writer.writeStartDocument(<doubleQuotes46>UTF-8<doubleQuotes46>, <doubleQuotes46>1.0<doubleQuotes46>);<newline46mondego>  writer.writeStartElement(<doubleQuotes46>pie<doubleQuotes46>);<newline46mondego>  for (Entry<String, String> entry : map.entrySet()) {<newline46mondego>    writer.writeStartElement(<doubleQuotes46>slice<doubleQuotes46>);<newline46mondego>    writer.writeAttribute(<doubleQuotes46>title<doubleQuotes46>, entry.getKey());<newline46mondego>    writer.writeCharacters(entry.getValue());<newline46mondego>    writer.writeEndElement();<newline46mondego>  }<newline46mondego>  writer.writeEndElement();<newline46mondego>  writer.writeEndDocument();<newline46mondego>} finally {<newline46mondego>  writer.close();<newline46mondego>}<newline46mondego>"
"1064splitHere46","1075702splitHere46","@XmlRootElement(name = <doubleQuotes46>pie<doubleQuotes46>)<newline46mondego>public class Pie {<newline46mondego><newline46mondego>  @XmlElement(name = <doubleQuotes46>slice<doubleQuotes46>)<newline46mondego>  public List<Slice> slices = new ArrayList<Slice>();<newline46mondego><newline46mondego>  public Pie() {<newline46mondego>  }<newline46mondego><newline46mondego>  public Pie(Map<String, String> sliceMap) {<newline46mondego>    for (Map.Entry<String, String> entry : sliceMap<newline46mondego>        .entrySet()) {<newline46mondego>      Slice slice = new Slice();<newline46mondego>      slice.title = entry.getKey();<newline46mondego>      slice.value = entry.getValue();<newline46mondego>      slices.add(slice);<newline46mondego>    }<newline46mondego>  }<newline46mondego><newline46mondego>  static class Slice {<newline46mondego>    @XmlAttribute<newline46mondego>    public String title;<newline46mondego>    @XmlValue<newline46mondego>    public String value;<newline46mondego>  }<newline46mondego><newline46mondego>}<newline46mondego>"
"1065splitHere46","1075702splitHere46","Map<String, String> slices = new HashMap<String, String>();<newline46mondego>slices.put(<doubleQuotes46>Title 1<doubleQuotes46>, <doubleQuotes46>100<doubleQuotes46>);<newline46mondego>slices.put(<doubleQuotes46>Title 2<doubleQuotes46>, <doubleQuotes46>200<doubleQuotes46>);<newline46mondego><newline46mondego>Pie pie = new Pie(slices);<newline46mondego>JAXB.marshal(pie, System.out);<newline46mondego>"
