"1splitHere46","3843825splitHere46","1) goto configure build path on the test project<newline46mondego>2) in that dialog you will see a <doubleQuotes46>tab<doubleQuotes46> for <doubleQuotes46>projects<doubleQuotes46>, click it<newline46mondego>3) add the dependent project and click apply<newline46mondego>"
"1048splitHere46","3880136splitHere46","<doubleQuotes46>start<doubleQuotes46>"
"1049splitHere46","3880136splitHere46","<doubleQuotes46>end<doubleQuotes46>"
"1050splitHere46","3880136splitHere46","StringBuffer"
"1051splitHere46","3880136splitHere46","<doubleQuotes46>start\n<doubleQuotes46>"
"1052splitHere46","3880136splitHere46","<doubleQuotes46>end\n<doubleQuotes46>"
"1053splitHere46","3880200splitHere46","FOO"
"1054splitHere46","3880200splitHere46","FOO_JAN2010"
"1055splitHere46","3880200splitHere46","FOO_FEB2010"
"1056splitHere46","3880299splitHere46","for(int i = 0 ; i < objectArr.length ; i ++){  <newline46mondego>try{<newline46mondego>strArr[i] = objectArr[i].toString();<newline46mondego>}catch(NullPointerException ex){<newline46mondego>// do some default initilization<newline46mondego>}<newline46mondego><newline46mondego>}  <newline46mondego>"
"1057splitHere46","3880299splitHere46","String [] strArr = (String[]) objectArr;  //this will give you class cast exception<newline46mondego>"
"1058splitHere46","3880299splitHere46","String[] stringArray = Arrays.copyOf(objectArray, objectArray.length, String[].class);<newline46mondego>"
"1059splitHere46","3880299splitHere46","Arrays.asList(Object_Array).toArray(new String[Object_Array.length]);<newline46mondego>"
"1060splitHere46","3880403splitHere46","Pet_"
"1061splitHere46","3880403splitHere46","owners"
"1062splitHere46","3880429splitHere46","startDate = (int) (System.currentTimeMillis() / 1000L);<newline46mondego>endDate = startDate + (1*60*60*24);<newline46mondego>"
"1063splitHere46","3880429splitHere46","(1*60*60*24) = 1 day, replace with the length of your event.<newline46mondego>"
"1064splitHere46","3880694splitHere46","ProcessInstanceUUID instanceUUID = this.getProcessInstanceUUID()<newline46mondego>String instanceUUIDValue = instanceUUID.getValue();<newline46mondego>ProcessInstanceUUID newUUID = new ProcessInstanceUUID(instanceUUIDValue);<newline46mondego>"
"1065splitHere46","3880694splitHere46","Object obj1 = <doubleQuotes46>Hello World<doubleQuotes46>; // obj1 is in fact a String<newline46mondego>Object obj2 = new Integer(2); // obj2 is an Integer<newline46mondego>String myString1 = (String) obj1; // explicitly type cast an Object to String<newline46mondego>// The next statement will throw an exception at runtime because obj2 is not a String<newline46mondego>String myString2 = (String) obj2;<newline46mondego>"
"1066splitHere46","3880705splitHere46","Provider<T>"
"1067splitHere46","3880705splitHere46","Provider"
"1068splitHere46","3880705splitHere46","get()"
"1069splitHere46","3880800splitHere46","mylib-1.0.1/<newline46mondego>           ├── javadoc<newline46mondego>           │   └── index.html  (and all other javadoc files under here)<newline46mondego>           ├── mylib-1.0.1.jar<newline46mondego>           └── README<newline46mondego>"
"1070splitHere46","3880800splitHere46","mylib-1.0.1/<newline46mondego>           ├── mylib-1.0.1-javadoc.jar<newline46mondego>           ├── mylib-1.0.1.jar<newline46mondego>           └── README<newline46mondego>"
"1071splitHere46","3880887splitHere46","hibernate.cache.use_second_level_cache"
"1072splitHere46","3880887splitHere46","true"
"1073splitHere46","3880887splitHere46","hibernate.cache.provider_class"
"1074splitHere46","3880887splitHere46","read-only"
"1075splitHere46","3880887splitHere46","@Cache(usage = CacheConcurrencyStrategy.READ_ONLY)"
"1076splitHere46","3880940splitHere46","A4J.AJAX.onError = function(req, status, message){<newline46mondego><newline46mondego>    window.alert(<doubleQuotes46>Custom onError handler <doubleQuotes46>+message);<newline46mondego><newline46mondego>}<newline46mondego>"
"1077splitHere46","3881053splitHere46","ClassCastException"
"1078splitHere46","3881053splitHere46","Integer"
"1079splitHere46","3881053splitHere46","String"
"1080splitHere46","3881053splitHere46","Iterator<String>"
"1081splitHere46","3881053splitHere46","Integer"
"1082splitHere46","3881053splitHere46","return Arrays.asList(<doubleQuotes46>one<doubleQuotes46>, 2, 3);<newline46mondego>"
"1083splitHere46","3881053splitHere46","String"
"1084splitHere46","3881053splitHere46","Iterator<String>"
"1085splitHere46","3881053splitHere46","List"
"1086splitHere46","3881053splitHere46","List list = getObjects();<newline46mondego>for (Object o : list) {<newline46mondego>    System.out.println(o);<newline46mondego>}<newline46mondego>"
"1087splitHere46","3881053splitHere46","List<Integer>"
"1088splitHere46","3881053splitHere46","Integer"
"1089splitHere46","3881053splitHere46","Note: Generics.java uses unchecked or unsafe operations."
"1090splitHere46","3881053splitHere46","for (Object o : (List)list)<newline46mondego>"
"1091splitHere46","3881053splitHere46","Iterator"
"1092splitHere46","3881053splitHere46","Iterator<String>"
"1093splitHere46","3881053splitHere46","List<String>"
"1094splitHere46","3881053splitHere46","List"
"1095splitHere46","3881053splitHere46","Integer"
"1096splitHere46","3881053splitHere46","import java.util.Arrays;<newline46mondego>import java.util.List;<newline46mondego><newline46mondego>public class Generics {<newline46mondego><newline46mondego>    static List getObjects() {<newline46mondego>        return Arrays.asList(<doubleQuotes46>one<doubleQuotes46>, 2, 3);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        List<String> list = getObjects();<newline46mondego>        for (Object o : list) { // ClassCastException?<newline46mondego>            System.out.println(o);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1097splitHere46","3881053splitHere46","for"
"1098splitHere46","3881053splitHere46","String"
"1099splitHere46","3881053splitHere46","checkcast"
"1100splitHere46","3881053splitHere46","List<String>"
"1101splitHere46","3881053splitHere46","List"
"1102splitHere46","3881053splitHere46","String"
"1103splitHere46","3881091splitHere46","org.eclipse.equinox.launcher.win32.win32.x86_64"
"1104splitHere46","3881091splitHere46","org.eclipse.equinox.launcher.win32.win32.x86"
"1105splitHere46","3881091splitHere46","-vm<newline46mondego>C:\path\to\java\bin\javaw.exe<newline46mondego>"
"1106splitHere46","3881120splitHere46","@Transactional"
"1107splitHere46","3881217splitHere46","\\[.+\\]<newline46mondego>"
"1108splitHere46","3881217splitHere46","["
"1109splitHere46","3881217splitHere46",".+"
"1110splitHere46","3881217splitHere46","\\]"
"1111splitHere46","3881217splitHere46","]"
"1112splitHere46","3881217splitHere46",".+"
"1113splitHere46","3881217splitHere46","?"
"1114splitHere46","3881217splitHere46","Pattern pattern = Pattern.compile(<doubleQuotes46>\\[.+?\\]+?,?\\s*<doubleQuotes46>);<newline46mondego>"
"1115splitHere46","3881217splitHere46","\\]+?"
"1116splitHere46","3881217splitHere46","\\]"
"1117splitHere46","3881402splitHere46","UIData#getClientId()"
"1118splitHere46","3881441splitHere46","<rich:tab>"
"1119splitHere46","3881441splitHere46","<a4j:commandButton>"
"1120splitHere46","3881467splitHere46","create user &1 identified by password;<newline46mondego>"
"1121splitHere46","3881467splitHere46","<exec executable=<doubleQuotes46>sqlplus<doubleQuotes46> failonerror=<doubleQuotes46>true<doubleQuotes46>><newline46mondego>        <arg value=<doubleQuotes46>${userid}/${password}@${tnsalias}<doubleQuotes46>/><newline46mondego>        <arg value=<doubleQuotes46>yourFileNameGoesHere/><newline46mondego>        <arg value=<doubleQuotes46>theUserNameFromPromptGoesHere<doubleQuotes46>/><newline46mondego>  </exec><newline46mondego>"
"1122splitHere46","3881494splitHere46","private SessionFactory sessionFactory;<newline46mondego><newline46mondego>public void setSessionFactory(SessionFactory f){<newline46mondego>    this.sessionFactory = f;<newline46mondego>}<newline46mondego><newline46mondego>public void saveOrUpdate(BaseDomainModel baseObject) {<newline46mondego>    Session session = sessionFactory.getCurrentSession();<newline46mondego>    session.saveOrUpdate(baseObject);<newline46mondego>}<newline46mondego>"
"1123splitHere46","3881494splitHere46","@Transactional"
"1124splitHere46","3881494splitHere46","private TestDao testDao;<newline46mondego><newline46mondego>public void setTestDao(TestDao  d){<newline46mondego>    this.testDao = d;<newline46mondego>}<newline46mondego><newline46mondego>@Transactional // one transaction for multiple operations<newline46mondego>public void someServiceMethod(Collection<BaseDomainModel> data){<newline46mondego>     for(BaseDomainModel baseObject : data)<newline46mondego>         testDao.saveOrUpdate(baseObject);<newline46mondego>}<newline46mondego>"
"1125splitHere46","3881500splitHere46","SNAPSHOT"
"1126splitHere46","3881500splitHere46","1.0-SNAPSHOT"
"1127splitHere46","3881500splitHere46","SNAPSHOT"
"1128splitHere46","3881500splitHere46","<project><newline46mondego>  ...<newline46mondego>  <parent><newline46mondego>    <artifactId>myproject-parent</artifactId><newline46mondego>    <groupId>com.myproject</groupId><newline46mondego>    <version>1.0-SNAPSHOT</version><newline46mondego>  </parent><newline46mondego>  <!--groupId>com.myproject</groupId--> <!-- no need, you inherit it --><newline46mondego>  <artifactId>myproject-service</artifactId><newline46mondego>  ...<newline46mondego></project><newline46mondego>"
"1129splitHere46","3881500splitHere46","<project><newline46mondego>  ...<newline46mondego>  <parent><newline46mondego>    <artifactId>myproject-parent</artifactId><newline46mondego>    <groupId>com.myproject</groupId><newline46mondego>    <version>1.0-SNAPSHOT</version><newline46mondego>  </parent><newline46mondego>  <!--groupId>com.myproject</groupId-->  <!-- no need, you inherit it --><newline46mondego>  <artifactId>myproject-web</artifactId><newline46mondego>  <!--version>1.0</version-->  <!-- no need, you inherit it --><newline46mondego>  <packaging>war</packaging><newline46mondego>  <name>myproject-web</name><newline46mondego>  <dependencies><newline46mondego>    <dependency><newline46mondego>        <groupId>${project.groupId}</groupId> <!-- use the built-in properties instead --><newline46mondego>        <artifactId>myproject-service</artifactId><newline46mondego>        <version>${project.version}</version> <!-- use the built-in properties instead --><newline46mondego>        <!--type>jar</type-->  <!-- no need, that's the default --><newline46mondego>        <!--scope>compile</scope--> <!-- no need, that's the default --><newline46mondego>    </dependency><newline46mondego>  </dependencies><newline46mondego>  ...<newline46mondego></project><newline46mondego>"
"1130splitHere46","3881507splitHere46","rollback-for"
"1131splitHere46","3881507splitHere46","your.pkg.NoProductInStockException"
"1132splitHere46","3881507splitHere46","rollback-for=<doubleQuotes46>your.pkg.NoProductInStockException<doubleQuotes46><newline46mondego>"
"1133splitHere46","3881507splitHere46","TransactionRolledBackException"
"1134splitHere46","3881535splitHere46","IEnumerable<string> strings = // Get some string sequence here<newline46mondego>IEnumerable<object> objects = strings;<newline46mondego>"
"1135splitHere46","3881535splitHere46","IList<string> strings = // Get some string list here<newline46mondego>// Compile-time error: IList<T> isn't covariant in T<newline46mondego>IList<object> objects = strings;<newline46mondego>"
"1136splitHere46","3881535splitHere46","IList<T>"
"1137splitHere46","3881643splitHere46","public class Foo {<newline46mondego>  public Foo() {<newline46mondego>    this(makeBar());<newline46mondego>  }<newline46mondego>  public Foo(Bar b) {<newline46mondego>    // ...<newline46mondego>  }<newline46mondego>  private static Bar makeBar() {<newline46mondego>    Bar b = new Bar();<newline46mondego>    b.setSomeData();<newline46mondego>    b.doSomethingElse();<newline46mondego>    return b;<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1138splitHere46","3881643splitHere46","makeBar"
"1139splitHere46","3881643splitHere46","this"
"1140splitHere46","3881643splitHere46","Bar"
"1141splitHere46","3881643splitHere46","Foo(Bar)"
"1142splitHere46","3881643splitHere46","Foo(Bar)"
"1143splitHere46","3881643splitHere46","Foo"
"1144splitHere46","3881683splitHere46","size()"
"1145splitHere46","3881683splitHere46","ArrayList<T>"
"1146splitHere46","3881683splitHere46","for (int value : tenBig) {<newline46mondego>    ...<newline46mondego>}<newline46mondego>"
"1147splitHere46","3881739splitHere46","org.apache.commons.logging"
"1148splitHere46","3882038splitHere46","myTag.get(i + i)"
"1149splitHere46","3882038splitHere46",".get()"
"1150splitHere46","3882073splitHere46","flex"
"1151splitHere46","3882073splitHere46","DispatcherServlet"
"1152splitHere46","3882073splitHere46","DispatcherServlet"
"1153splitHere46","3882073splitHere46","RequestContextUtils.getWebApplicationContext(request)"
"1154splitHere46","3882073splitHere46","RequestContextUtils.getWebApplicationContext(request, ctx)"
"1155splitHere46","3882073splitHere46","DispatcherServlet"
"1156splitHere46","3882348splitHere46","getAirplaneById()"
"1157splitHere46","3882348splitHere46","findAirplaneById()"
"1158splitHere46","3882348splitHere46","//some system that contains all our customers information<newline46mondego>class PersonDao {<newline46mondego>   findPersonBySSN( long ssn )<newline46mondego>}<newline46mondego><newline46mondego>//some other system where we store pets<newline46mondego>class PetDao {<newline46mondego>   findPetsByAreaCode()<newline46mondego>   findCatByFullName()<newline46mondego>}<newline46mondego><newline46mondego>//some web portal your building has this service<newline46mondego>class OurPortalPetLostAndFoundService {<newline46mondego><newline46mondego>   notifyOfLocalLostPets( Person p ) {<newline46mondego>      Location l = ourPortalEntityManager.findSingle( PortalUser.class, p.getSSN() )<newline46mondego>        .getOptions().getLocation();<newline46mondego>      ... use other DAO's to get contact information and pets...<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"1159splitHere46","3882386splitHere46","returnsNull()"
"1160splitHere46","3882386splitHere46","E1: `true ? returnsNull() : false` - boolean (auto-unboxing 2nd operand to boolean)<newline46mondego><newline46mondego>E2: `true ? null : false` - Boolean (autoboxing of 3rd operand to Boolean)<newline46mondego>"
"1161splitHere46","3882386splitHere46","Boolean"
"1162splitHere46","3882386splitHere46","boolean"
"1163splitHere46","3882386splitHere46","boolean"
"1164splitHere46","3882386splitHere46","boolean"
"1165splitHere46","3882386splitHere46","returnsNull()"
"1166splitHere46","3882386splitHere46","boolean"
"1167splitHere46","3882386splitHere46","null"
"1168splitHere46","3882386splitHere46","<special null type>"
"1169splitHere46","3882386splitHere46","Boolean"
"1170splitHere46","3882386splitHere46","boolean"
"1171splitHere46","3882386splitHere46","<special null type>"
"1172splitHere46","3882386splitHere46","boolean"
"1173splitHere46","3882386splitHere46","<special null type>"
"1174splitHere46","3882386splitHere46","Boolean"
"1175splitHere46","3882386splitHere46","Boolean"
"1176splitHere46","3882386splitHere46","Boolean"
"1177splitHere46","3882386splitHere46","false"
"1178splitHere46","3882386splitHere46","E1"
"1179splitHere46","3882386splitHere46","null"
"1180splitHere46","3882526splitHere46","Math.sqrt(double)"
"1181splitHere46","3882564splitHere46","String basePromptExpression = <doubleQuotes46>/AudioLibrary/prompt<doubleQuotes46>;<newline46mondego><newline46mondego>NodeList nodes  = (NodeList) xPathObject.evaluate(basePromptExpression, promptInputSource, XPathConstants.NODESET);<newline46mondego><newline46mondego>for (int nodeIndex = 0; nodeIndex < nodes.getLength(); nodeIndex++)<newline46mondego>{<newline46mondego>    Node singleNode = nodes.item(nodeIndex);<newline46mondego>    String promptName = singleNode.getAttributes().getNamedItem(<doubleQuotes46>name<doubleQuotes46>).getNodeValue();<newline46mondego>    String promptSrc = findNode(singleNode, <doubleQuotes46>audiofile<doubleQuotes46>).getAttributes().getNamedItem(<doubleQuotes46>src<doubleQuotes46>).getNodeValue();<newline46mondego>    String promptText = findNode(singleNode, <doubleQuotes46>audiofile<doubleQuotes46>).getAttributes().getNamedItem(<doubleQuotes46>text<doubleQuotes46>).getNodeValue();<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>Name: <doubleQuotes46>+promptName+<doubleQuotes46> Src: <doubleQuotes46>+promptSrc+<doubleQuotes46> Text: <doubleQuotes46>+promptText);<newline46mondego>}<newline46mondego><newline46mondego><newline46mondego>private static Node findNode(Node singleNode, String nodeName)<newline46mondego>{<newline46mondego>    Node namedNode=null;<newline46mondego>    NodeList nodeChildren = singleNode.getChildNodes();<newline46mondego>    Node childNode = null;<newline46mondego><newline46mondego>    for (int nodeIndex =0; nodeIndex < nodeChildren.getLength(); nodeIndex++)<newline46mondego>    {<newline46mondego>        childNode = nodeChildren.item(nodeIndex);<newline46mondego><newline46mondego>        if (childNode.hasChildNodes())<newline46mondego>        {<newline46mondego>            childNode = findNode(childNode, nodeName);<newline46mondego>        }<newline46mondego><newline46mondego>        if (childNode.getNodeName().equals(nodeName))<newline46mondego>        {<newline46mondego>            namedNode = childNode;<newline46mondego>            return namedNode;<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    return namedNode;<newline46mondego>}<newline46mondego>"
"1182splitHere46","3882611splitHere46","loop(n+1 to n.length)<newline46mondego>{ sumd0+= abs(pcm[n]); <newline46mondego>  sumd1+= abs(pcm[n]-pcm[n-1]); <newline46mondego>}<newline46mondego><newline46mondego>wNoiseRatio = ?0.8; //quite easily discovered, bit tricky to calculate.<newline46mondego><newline46mondego>if((sumd1/sumd0)<wNoiseRatio)<newline46mondego>{ /*not like noise*/ }<newline46mondego>"
"1183splitHere46","3882611splitHere46","loop(n+24 to n.length-16)<newline46mondego>{ runAbsAve1 += abs(pcm[n]) - abs(pcm[n-24]); }<newline46mondego><newline46mondego>loop(n+24+16 to n.length)<newline46mondego>{ runAbsAve2 += abs(pcm[n]) - abs(pcm[n-24]); }<newline46mondego><newline46mondego>unusualDif= 5; //a factor. tighter values for longer measures.<newline46mondego><newline46mondego>if(abs(runAbsAve1-runAbsAve2)>(runAbsAve1+runAbsAve2)/(2*unusualDif))<newline46mondego>{ /*not like noise*/ }<newline46mondego>"
"1184splitHere46","3882781splitHere46","InputStream.available()"
"1185splitHere46","3882781splitHere46","available()"
"1186splitHere46","3882781splitHere46","File"
"1187splitHere46","3882781splitHere46","File.length()"
"1188splitHere46","3882844splitHere46","class SpecialNode<T extends Comparable<T>> extends DefaultMutableTreeNode <newline46mondego>                                          implements Comparable<SpecialNode><newline46mondego>{<newline46mondego>  T typedUserObject;<newline46mondego>  SpecialNode(T t)<newline46mondego>  {<newline46mondego>     this.typedUserObject = t;<newline46mondego>     setUserObject(t);<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>  public int compareTo(SpecialNode node)<newline46mondego>  {<newline46mondego>      if(typedUserObject.getClass().isInstance(node.typedUserObject))<newline46mondego>      {<newline46mondego>          T otherObj = (T) node.typedUserObject;<newline46mondego>          return typedUserObject.compareTo(otherObj);<newline46mondego>      }<newline46mondego>      else<newline46mondego>      {<newline46mondego>          //What are you going to do if they're not the same type?<newline46mondego>          return -1;<newline46mondego>      }<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>}<newline46mondego>"
"1189splitHere46","3882844splitHere46","class SpecialNode<T extends Comparable<T>> extends DefaultMutableTreeNode<newline46mondego>                                          implements Comparable<SpecialNode<T>><newline46mondego>{<newline46mondego>  T typedUserObject;<newline46mondego>  SpecialNode(T t)<newline46mondego>  {<newline46mondego>     this.typedUserObject = t;<newline46mondego>     setUserObject(t);<newline46mondego>  }<newline46mondego><newline46mondego><newline46mondego>  public int compareTo(SpecialNode<T> node)<newline46mondego>  {<newline46mondego>     return typedUserObject.compareTo(node.typedUserObject);<newline46mondego>  }    <newline46mondego>}<newline46mondego>"
"1190splitHere46","3882844splitHere46","implements Comparator<SpecialNode<T>>"
"1191splitHere46","3883172splitHere46","Serializable"
"1192splitHere46","3883172splitHere46","Parcelable"
"1193splitHere46","3883172splitHere46","intent.putExtra(String, Serializable)"
"1194splitHere46","3883172splitHere46","intent.putExtra(String, Parcelable)"
"1195splitHere46","3883228splitHere46","import java.net.HttpURLConnection;<newline46mondego><newline46mondego>public class GetExternalIp {<newline46mondego><newline46mondego>    public static void main(String args[]) {<newline46mondego>        try {<newline46mondego><newline46mondego>            java.net.URL url = new java.net.URL(<newline46mondego>                    <doubleQuotes46>http://whatismyip.com/automation/n09230945.asp<doubleQuotes46>);<newline46mondego><newline46mondego>            java.net.HttpURLConnection con = (HttpURLConnection) url<newline46mondego>                    .openConnection();<newline46mondego><newline46mondego>            java.io.InputStream stream = con.getInputStream();<newline46mondego><newline46mondego>            java.io.InputStreamReader reader = new java.io.InputStreamReader(<newline46mondego>                    stream);<newline46mondego><newline46mondego>            java.io.BufferedReader bReader = new java.io.BufferedReader(reader);<newline46mondego><newline46mondego>            System.out.print(<doubleQuotes46>Your IP address is <doubleQuotes46> + bReader.readLine());<newline46mondego><newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1196splitHere46","3883247splitHere46","Integer.MAX_VALUE"
"1197splitHere46","3883247splitHere46","public static void main(String[] args) {<newline46mondego>          Calendar ten_year_later = Calendar.getInstance();<newline46mondego>          System.out.println( ten_year_later.getTime() );<newline46mondego>          ten_year_later.setTime(new Date()); <newline46mondego>          ten_year_later.add(Calendar.YEAR, 10);<newline46mondego>          System.out.println( ten_year_later.getTime() );<newline46mondego>          Calendar expiration = Calendar.getInstance(); <newline46mondego>          expiration.setTime(expiration.getTime()); <newline46mondego>          long max = (ten_year_later.getTimeInMillis() - expiration.getTimeInMillis())/(365 * 24 * 60 * 60 * 1000L); <newline46mondego>          System.out.println( <doubleQuotes46>max <doubleQuotes46> + max );<newline46mondego>        } <newline46mondego>"
"1198splitHere46","3883278splitHere46","#[[this is included in output but not parsed]]#"
"1199splitHere46","3883278splitHere46","#[[<newline46mondego>    $(document).ready(function() {<newline46mondego>        ...<newline46mondego>    });<newline46mondego>]]#<newline46mondego>"
"1200splitHere46","3883369splitHere46","AlarmManager"
"1201splitHere46","3883369splitHere46","AlarmManager"
"1202splitHere46","3883369splitHere46","_WAKEUP"
"1203splitHere46","3883369splitHere46","WakefulIntentService"
"1204splitHere46","3883584splitHere46","Object cellData = table.getModel().getValueAt(...);<newline46mondego>"
"1205splitHere46","3883595splitHere46","<c:forEach var=<doubleQuotes46>i<doubleQuotes46> begin=<doubleQuotes46>0<doubleQuotes46> end=<doubleQuotes46>10<doubleQuotes46> step=<doubleQuotes46>1<doubleQuotes46>><newline46mondego>    ... ${10 - i} ...<newline46mondego></c:forEach><newline46mondego>"
"1206splitHere46","3883595splitHere46","10"
"1207splitHere46","3883595splitHere46","<c:forEach var=<doubleQuotes46>i<doubleQuotes46> begin=<doubleQuotes46>0<doubleQuotes46> end=<doubleQuotes46>10<doubleQuotes46> step=<doubleQuotes46>1<doubleQuotes46> varStatus=<doubleQuotes46>loop<doubleQuotes46>><newline46mondego>    ... ${loop.end - i + loop.begin} ...<newline46mondego></c:forEach><newline46mondego>"
"1208splitHere46","3883636splitHere46","Deques"
"1209splitHere46","3883636splitHere46","public class Deques {<newline46mondego>  private Deques() {}<newline46mondego><newline46mondego>  public static <T> Iterable<T> asDescendingIterable(final Deque<T> deque) {<newline46mondego>    return new Iterable<T>() {<newline46mondego>      public Iterator<T> iterator() {<newline46mondego>        return deque.descendingIterator();<newline46mondego>      }<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1210splitHere46","3883636splitHere46","descendingIterator()"
"1211splitHere46","3883636splitHere46","Iterable"
"1212splitHere46","3883636splitHere46","Deque<String> deque = ...<newline46mondego>for (String s : deque::descendingIterator) { ... }<newline46mondego>"
"1213splitHere46","3883653splitHere46","public void scheduleAtFixedRate(TimerTask task, Date firstTime, long period)<newline46mondego>"
"1214splitHere46","3883753splitHere46","em.getEntityManagerFactory().getPersistenceUnitUtil().getIdentifier(obj);<newline46mondego>"
"1215splitHere46","3883760splitHere46","http://...../addnumbers.action"
"1216splitHere46","3883760splitHere46","<action name=<doubleQuotes46>addnumbers<doubleQuotes46> class=<doubleQuotes46>example.AddNumbersAction<doubleQuotes46>><newline46mondego>     <result name=<doubleQuotes46>success<doubleQuotes46>>/AddNumbersResult.jsp</result> <!-- 'success' can be omitted here --><newline46mondego>   </action><newline46mondego>"
"1217splitHere46","3883760splitHere46","public class AddNumbersAction extends ActionSupport { <newline46mondego>       private int x;<newline46mondego>       private int x;<newline46mondego>       private int z;<newline46mondego>       public String execute() {<newline46mondego>           z = x + y; <newline46mondego>           return SUCCESS;<newline46mondego>       }<newline46mondego>       // getters and setters ommited<newline46mondego>   }<newline46mondego>"
"1218splitHere46","3883760splitHere46","AddNumbersResult.jsp"
"1219splitHere46","3883760splitHere46","<div><newline46mondego>Result of addition:<newline46mondego><s:property value=<doubleQuotes46>x<doubleQuotes46>> + <s:property value=<doubleQuotes46>y<doubleQuotes46>> = <s:property value=<doubleQuotes46>z<doubleQuotes46>><newline46mondego></div><newline46mondego>"
"1220splitHere46","3883760splitHere46","http://.../mywebapp/addnumbers.action?x=10&y=20"
"1221splitHere46","3883760splitHere46","AddNumbersAction"
"1222splitHere46","3883760splitHere46","AddNumbersResult.jsp"
"1223splitHere46","3883760splitHere46","<action name=<doubleQuotes46>addnumbersForm<doubleQuotes46>> <!-- no action specified - will use ActionSupport --><newline46mondego>     <result>/AddNumbersInputForm.jsp</result><newline46mondego>   </action><newline46mondego>"
"1224splitHere46","3883760splitHere46","/AddNumbersInputForm.jsp"
"1225splitHere46","3883760splitHere46","<div><newline46mondego>Please type two integer numbers to be added<p><newline46mondego><s:actionerrors />       <!-- see below --><newline46mondego><s:form action=<doubleQuotes46>addnumbers<doubleQuotes46>><newline46mondego>  <s:textfield name=<doubleQuotes46>x<doubleQuotes46> label=<doubleQuotes46>X value<doubleQuotes46> /><newline46mondego>  <s:textfield name=<doubleQuotes46>y<doubleQuotes46> label=<doubleQuotes46>Y value<doubleQuotes46> /><newline46mondego>  <s:submit /><newline46mondego></s:form><newline46mondego></div><newline46mondego>"
"1226splitHere46","3883760splitHere46","<action name=<doubleQuotes46>addnumbersForm<doubleQuotes46>> <newline46mondego>      <result>/AddNumbersInputForm.jsp</result><newline46mondego>   </action><newline46mondego><newline46mondego>   <action name=<doubleQuotes46>addnumbers<doubleQuotes46> class=<doubleQuotes46>example.AddNumbersAction<doubleQuotes46>><newline46mondego>     <result name=<doubleQuotes46>input<doubleQuotes46>>/AddNumbersInputForm.jsp</result><newline46mondego>     <result name=<doubleQuotes46>success<doubleQuotes46>>/AddNumbersResult.jsp</result><newline46mondego>   </action><newline46mondego>"
"1227splitHere46","3883760splitHere46","AddNumbersInputForm.jsp"
"1228splitHere46","3884007splitHere46","TelephonyManager telephonyManager = (TelephonyManager) context.getSystemService(Context.TELEPHONY_SERVICE);<newline46mondego>CellLocation location = telephonyManager.getCellLocation();<newline46mondego>GsmCellLocation gsmLocation = (GsmCellLocation) location;<newline46mondego>int cellId = gsmLocation.getCid();<newline46mondego>int lac = gsmLocation.getLac();<newline46mondego>"
"1229splitHere46","3884163splitHere46","hasExpired"
"1230splitHere46","3884163splitHere46","true"
"1231splitHere46","3884163splitHere46","if (getCreationDate() + millesecondsToExpiration.longValue() < new Date().getTime()) {<newline46mondego>        return true;<newline46mondego>    } else {<newline46mondego>        return false;<newline46mondego>    }<newline46mondego>"
"1232splitHere46","3884229splitHere46","public class MyClass<newline46mondego>{<newline46mondego>  public void foo(Integer i)<newline46mondego>  {<newline46mondego>    System.out.println(<doubleQuotes46>Integer<doubleQuotes46>);<newline46mondego>  }<newline46mondego>  public void foo(String s)<newline46mondego>  {<newline46mondego>    System.out.println(<doubleQuotes46>String<doubleQuotes46>);<newline46mondego>  }<newline46mondego>  public static void main(String[] args)<newline46mondego>  {<newline46mondego>    Object o1=new String(<doubleQuotes46>Hello world<doubleQuotes46>);<newline46mondego>    foo(o1);<newline46mondego>    Object o2=new Double(42);<newline46mondego>    foo(o2);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1233splitHere46","3884286splitHere46","dataList.clear();"
"1234splitHere46","3884286splitHere46","dataList"
"1235splitHere46","3884286splitHere46","adapterDataList"
"1236splitHere46","3884781splitHere46","TableCellEditor editor = table.getCellEditor();<newline46mondego>if (editor != null) {<newline46mondego>  editor.stopCellEditing();<newline46mondego>}<newline46mondego>"
"1237splitHere46","3884838splitHere46","ListActivity"
"1238splitHere46","3884838splitHere46","TabActivity"
"1239splitHere46","3884838splitHere46","ListActivity"
"1240splitHere46","3884838splitHere46","ListView"
"1241splitHere46","3884838splitHere46","TabActivity"
"1242splitHere46","3884838splitHere46","TabHost"
"1243splitHere46","3884838splitHere46","Activity"
"1244splitHere46","3884838splitHere46","MapActivity"
