"1splitHere46","9873383splitHere46","final ClientBootstrap bs = new ClientBootstrap(...);<newline46mondego>final InetSocketAddress address = new InetSocketAddress(<doubleQuotes46>remoteip<doubleQuotes46>, 110);<newline46mondego>final int maxretries = 5;<newline46mondego>final AtomicInteger count = new AtomicInteger();<newline46mondego>bs.connect(address).addListener(new ChannelFutureListener() {<newline46mondego><newline46mondego>    public void operationComplete(ChannelFuture future) throws Exception {<newline46mondego>        if (!future.isSuccess()) {<newline46mondego>            if (count.incrementAndGet() > maxretries) {<newline46mondego>                // fails to connect even after maxretries do something<newline46mondego>            } else {<newline46mondego>                // retry<newline46mondego>                bs.connect(address).addListener(this);<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"3310splitHere46","9959352splitHere46","BufferedWriter buf = null;<newline46mondego>OutputStream out = null;<newline46mondego>try {<newline46mondego>    out = new FileOutputStream(<doubleQuotes46>file<doubleQuotes46>);<newline46mondego>    buf = new BufferedWriter(new OutputStreamWriter(out));<newline46mondego>} finally {<newline46mondego>  if (buf != null) {<newline46mondego>     try { buf.close(); } catch (IOException ex){}<newline46mondego>  }<newline46mondego>  if (out != null) {<newline46mondego>     try { out.close(); } catch (IOException ex){}<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3311splitHere46","9959352splitHere46","Apache IOUtils"
"3312splitHere46","9959380splitHere46","class SomeOtherClass {<newline46mondego><newline46mondego>  public <T extends MyClass> T download(Class<T> clazz, URL url) throws IOException {<newline46mondego><newline46mondego>    URLConnection conn = url.openConnection();<newline46mondego><newline46mondego>    return clazz.getConstructor(InputStream.class).newInstance(conn.getInputStream() ); // Note my MyClass constructor takes an InputStream...<newline46mondego><newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3313splitHere46","9959456splitHere46","String[] files= new String [] {<doubleQuotes46>Hello Hola Bonjour<doubleQuotes46>};<newline46mondego>String delimiter= <doubleQuotes46> <doubleQuotes46>;<newline46mondego>files = files[0].split(delimiter);<newline46mondego>"
"3314splitHere46","9959506splitHere46","String part = line.substring(beginIndex, endIndex)<newline46mondego>"
"3315splitHere46","9959506splitHere46","String[] parts = line.split(<doubleQuotes46>  <doubleQuotes46>) //two spaces<newline46mondego>"
"3316splitHere46","9959603splitHere46","getActionCommand()"
"3317splitHere46","9959603splitHere46","actionPerformed(...)"
"3318splitHere46","9959603splitHere46","getSource()"
"3319splitHere46","9959603splitHere46","this"
"3320splitHere46","9959603splitHere46","private class MyListener implements ActionListener {<newline46mondego>  public void actionPerformed(ActionEvent e) {<newline46mondego>     System.out.println(<doubleQuotes46>Button pressed: <doubleQuotes46> + e.getActionCommand());<newline46mondego>     ((JButton)e.getSource()).setEnabled(false);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3321splitHere46","9959603splitHere46","ActionListener listener = new MyListener();<newline46mondego><newline46mondego>  for (int i = 0; i < leftBtns.length; i++) {<newline46mondego>     for (int j = 0; j < leftBtns[i].length; j++) {<newline46mondego>        JButton btn = new JButton(<doubleQuotes46>L<doubleQuotes46> + i + j);<newline46mondego>        btn.setFont(btn.getFont().deriveFont(Font.BOLD, BTN_FONT_SIZE));<newline46mondego>        btn.addActionListener(listener);<newline46mondego>        leftPanel.add(btn);<newline46mondego>     }<newline46mondego>  }<newline46mondego>"
"3322splitHere46","9959705splitHere46","findContours()"
"3323splitHere46","9959705splitHere46","drawContours()"
"3324splitHere46","9959705splitHere46","findContours()"
"3325splitHere46","9959843splitHere46","synchronized(IdManager.class){<newline46mondego>          if (noOfUserIdsInReserveCurrently <= 20)<newline46mondego>                  fetchIdsInReserve();    <newline46mondego><newline46mondego>          noOfUserIdsInReserveCurrently--;<newline46mondego>      }<newline46mondego>"
"3326splitHere46","9959843splitHere46","return regstrdUserIdsCount_Cached.incrementAndGet();<newline46mondego>"
"3327splitHere46","9959843splitHere46","regstrdUserIdsCount_Cached = 100<newline46mondego>noOfUserIdsInReserveCurrently = 0<newline46mondego>"
"3328splitHere46","9959843splitHere46","regstrdUserIdsCount_Cached = 100<newline46mondego>noOfUserIdsInReserveCurrently = 0<newline46mondego>"
"3329splitHere46","9959843splitHere46","regstrdUserIdsCount_Cached = 101<newline46mondego>noOfUserIdsInReserveCurrently = 199<newline46mondego>"
"3330splitHere46","9959843splitHere46","regstrdUserIdsCount_Cached = 279<newline46mondego>noOfUserIdsInReserveCurrently = 21<newline46mondego>"
"3331splitHere46","9959843splitHere46","synchronized"
"3332splitHere46","9959843splitHere46","int"
"3333splitHere46","9959843splitHere46","noOfUserIdsInReserveCurrently"
"3334splitHere46","9959843splitHere46","(noOfUserIdsInReserveCurrently + regstrdUserIdsCount_Cached.get() != reservedInDBTill) <newline46mondego>"
"3335splitHere46","9959843splitHere46","regstrdUserIdsCount_Cached"
"3336splitHere46","9959843splitHere46","final"
"3337splitHere46","9959855splitHere46","JButton b0 = new JButton(<doubleQuotes46>0<doubleQuotes46>);<newline46mondego>    b0.addActionListener(new ActionListener(){<newline46mondego>        public void actionPerformed(ActionEvent e){<newline46mondego>            zero();<newline46mondego>        }<newline46mondego>    });<newline46mondego>"
"3338splitHere46","9960024splitHere46","// Render a wall<newline46mondego>            glTexCoord2f(0, 0);<newline46mondego>            glNormal3f(wall.a.x > 0 ? 1 : -1, wall.a.y > 0 ? 1 : -1, wall.a.z > 0 ? 1 : -1);<newline46mondego>            glVertex3f(wall.a.x, wall.a.y, wall.a.z);<newline46mondego>            glTexCoord2f(xS, 0);<newline46mondego>            glNormal3f(wall.b.x > 0 ? 1 : -1, wall.b.y > 0 ? 1 : -1, wall.b.z > 0 ? 1 : -1);<newline46mondego>            glVertex3f(wall.b.x, wall.b.y, wall.b.z);<newline46mondego>            glTexCoord2f(xS, yS);<newline46mondego>            glNormal3f(wall.c.x > 0 ? 1 : -1, wall.c.y > 0 ? 1 : -1, wall.c.z > 0 ? 1 : -1);<newline46mondego>            glVertex3f(wall.c.x, wall.c.y, wall.c.z);<newline46mondego>            glTexCoord2f(0, yS);<newline46mondego>            glNormal3f(wall.d.x > 0 ? 1 : -1, wall.d.y > 0 ? 1 : -1, wall.d.z > 0 ? 1 : -1);<newline46mondego>            glVertex3f(wall.d.x, wall.d.y, wall.d.z);<newline46mondego>"
"3339splitHere46","9960024splitHere46","(1,0,0)"
"3340splitHere46","9960024splitHere46","glNormal3f"
"3341splitHere46","9960157splitHere46","if(x.equals(<doubleQuotes46>e<doubleQuotes46>)){<newline46mondego><newline46mondego>}<newline46mondego>"
"3342splitHere46","9960163splitHere46","field string --fieldName field1 --sizeMax 500"
"3343splitHere46","9960163splitHere46","@Size(max = 500)"
"3344splitHere46","9960163splitHere46","@Column(length=500)"
"3345splitHere46","9960274splitHere46","dataChanged"
"3346splitHere46","9960274splitHere46","Runnable"
"3347splitHere46","9960274splitHere46","Runnable"
"3348splitHere46","9960370splitHere46","Map<T,Integer>"
"3349splitHere46","9960370splitHere46","T"
"3350splitHere46","9960370splitHere46","O(n)"
"3351splitHere46","9960370splitHere46","equals()"
"3352splitHere46","9960370splitHere46","hashCode()"
"3353splitHere46","9960370splitHere46","T"
"3354splitHere46","9960370splitHere46","T"
"3355splitHere46","9960370splitHere46","Integer"
"3356splitHere46","9960370splitHere46","String"
"3357splitHere46","9960370splitHere46","value"
"3358splitHere46","9960370splitHere46","value + 1"
"3359splitHere46","9960370splitHere46","list"
"3360splitHere46","9960370splitHere46","LinkedList<Integer>"
"3361splitHere46","9960370splitHere46","Map<Integer,Integer> histogram = new HashMap<Integer, Integer>();<newline46mondego>for (Integer x : list) {<newline46mondego>    Integer value = histogram.get(x);<newline46mondego>    if (value == null) histogram.put(x,1);<newline46mondego>    else histogram.put(x, value + 1);<newline46mondego>}<newline46mondego>"
"3362splitHere46","9960564splitHere46","//Set config<newline46mondego>    org.sqlite.SQLiteConfig config = new org.sqlite.SQLiteConfig();<newline46mondego>    config.enforceForeignKeys(true);<newline46mondego><newline46mondego><newline46mondego>  //Create JDBC Datasource<newline46mondego>    SQLiteConnectionPoolDataSource dataSource = new SQLiteConnectionPoolDataSource();<newline46mondego>    dataSource.setUrl(<doubleQuotes46>jdbc:sqlite:<doubleQuotes46> + db.toString().replace(<doubleQuotes46>\\<doubleQuotes46>, <doubleQuotes46>/<doubleQuotes46>));<newline46mondego>    dataSource.setConfig(config);<newline46mondego>"
"3363splitHere46","9960642splitHere46","A"
"3364splitHere46","9960642splitHere46","^N"
"3365splitHere46","9960725splitHere46","SSCCE"
"3366splitHere46","9960725splitHere46","Composite"
"3367splitHere46","9960725splitHere46","layout"
"3368splitHere46","9960725splitHere46","package test;<newline46mondego><newline46mondego>import org.eclipse.swt.SWT;<newline46mondego>import org.eclipse.swt.widgets.*;<newline46mondego>import org.eclipse.swt.layout.*;<newline46mondego>import org.eclipse.swt.events.*;<newline46mondego><newline46mondego>public class Foo {<newline46mondego>    Shell shell;<newline46mondego>    Button button1, button2;<newline46mondego>    MyComposite composite;<newline46mondego><newline46mondego>    public Foo() {<newline46mondego>        Display display = new Display();<newline46mondego>        shell = new Shell(display);<newline46mondego>        shell.setLayout(new GridLayout(1, false));<newline46mondego><newline46mondego>        button1 = new Button(shell, SWT.RADIO);<newline46mondego>        button1.setText(<doubleQuotes46>Button 1<doubleQuotes46>);<newline46mondego>        button1.setSelection(true);<newline46mondego>        button1.addSelectionListener(new  ButtonListener());<newline46mondego><newline46mondego>        button2 = new Button(shell, SWT.RADIO);<newline46mondego>        button2.setText(<doubleQuotes46>Button 2<doubleQuotes46>);<newline46mondego><newline46mondego>        composite = new MyComposite();<newline46mondego>        composite.createTexts();<newline46mondego><newline46mondego>        shell.open();<newline46mondego>        shell.pack();<newline46mondego><newline46mondego>        while(!shell.isDisposed())<newline46mondego>            if(!display.readAndDispatch())<newline46mondego>                display.sleep();<newline46mondego>    }<newline46mondego><newline46mondego>    /**<newline46mondego>     * A custom composite for displaying either two Combos or two Texts<newline46mondego>     */<newline46mondego>    class MyComposite extends Composite {<newline46mondego>        /** Combos */<newline46mondego>        Combo combo1, combo2;<newline46mondego><newline46mondego>        /** Texts */<newline46mondego>        Text text1, text2;<newline46mondego><newline46mondego>        MyComposite() {<newline46mondego>            super(shell, SWT.NONE);<newline46mondego>            setLayout(new GridLayout(2, true));<newline46mondego>        }<newline46mondego><newline46mondego>        /** create the combos */<newline46mondego>        void createCombos() {<newline46mondego>            combo1 = new Combo(this, SWT.DROP_DOWN);<newline46mondego>            combo1.setText(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>            combo2 = new Combo(this, SWT.DROP_DOWN);<newline46mondego>            combo2.setText(<doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        /** create the texts */<newline46mondego>        void createTexts() {<newline46mondego>            text1 = new Text(this, SWT.SINGLE | SWT.BORDER);<newline46mondego>            text1.setText(<doubleQuotes46>foo<doubleQuotes46>);<newline46mondego>            text2 = new Text(this, SWT.SINGLE | SWT.BORDER);<newline46mondego>            text2.setText(<doubleQuotes46>bar<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        /** dispose all children */<newline46mondego>        void disposeAll() {<newline46mondego>            for(Widget w : getChildren()) {<newline46mondego>                w.dispose();<newline46mondego>            }<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    class ButtonListener extends SelectionAdapter {<newline46mondego>        @Override<newline46mondego>        public void widgetSelected(SelectionEvent e) {<newline46mondego>            // erase all<newline46mondego>            composite.disposeAll();<newline46mondego><newline46mondego>            // re-add widgets according to radio button state<newline46mondego>            if(button1.getSelection()) {<newline46mondego>                composite.createTexts();<newline46mondego>            }<newline46mondego>            else {<newline46mondego>                composite.createCombos();<newline46mondego>            }<newline46mondego><newline46mondego>            // re-do layout and fit the shell<newline46mondego>            shell.layout();<newline46mondego>            shell.pack();<newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new Foo();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3369splitHere46","9960743splitHere46","this"
"3370splitHere46","9960743splitHere46","list.setAdapter(new Adapter() {<newline46mondego>  public View getView() {<newline46mondego>    Adapter that = Adapter.this;<newline46mondego>    button.setListener(new Listener() {<newline46mondego>      public void onClick() {<newline46mondego>        that.remove(item);<newline46mondego>      }<newline46mondego>    );<newline46mondego>  }<newline46mondego>});<newline46mondego>"
"3371splitHere46","9960743splitHere46","adapter"
"3372splitHere46","9960744splitHere46","out.println"
"3373splitHere46","9960744splitHere46","out.print"
"3374splitHere46","9960744splitHere46","println"
"3375splitHere46","9960744splitHere46","\r\n"
"3376splitHere46","9960744splitHere46","println"
"3377splitHere46","9960744splitHere46","System.getProperty(<doubleQuotes46>line.separator<doubleQuotes46>)"
"3378splitHere46","9960744splitHere46","\n"
"3379splitHere46","9960744splitHere46","\n"
"3380splitHere46","9960744splitHere46","\r\n"
"3381splitHere46","9960744splitHere46","println"
"3382splitHere46","9960744splitHere46","\r"
"3383splitHere46","9960744splitHere46","print"
"3384splitHere46","9960744splitHere46","flush"
"3385splitHere46","9960744splitHere46","flush"
"3386splitHere46","9960744splitHere46","// send request<newline46mondego>out.print(<doubleQuotes46>GET /index.html HTTP/1.0\r\n\r\n<doubleQuotes46>);<newline46mondego>out.flush();<newline46mondego>// read one line of input<newline46mondego>System.out.println(<doubleQuotes46>Response from <doubleQuotes46> + line + <doubleQuotes46>: <doubleQuotes46> + in.readLine());<newline46mondego>"
"3387splitHere46","9960835splitHere46","if(isUseEvent())<newline46mondego>    safeBreak(target,event.getPlayer(),physics);<newline46mondego>else {<newline46mondego>    target.setTypeId(0,physics);<newline46mondego>    subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>}<newline46mondego>"
"3388splitHere46","9960835splitHere46","if(isUseEvent())<newline46mondego>    if(safeBreak(target,event.getPlayer(),physics))<newline46mondego>        subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>else {<newline46mondego>    target.setTypeId(0,physics);<newline46mondego>    subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>}<newline46mondego>"
"3389splitHere46","9960835splitHere46","if(safeBreak()) doStuff;"
"3390splitHere46","9960835splitHere46","if()"
"3391splitHere46","9960835splitHere46","if(isUseEvent())<newline46mondego>    if(safeBreak(target,event.getPlayer(),physics))<newline46mondego>        subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>    else {<newline46mondego>        target.setTypeId(0,physics);<newline46mondego>        subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>    }<newline46mondego>"
"3392splitHere46","9960835splitHere46","if() {doStuff;}"
"3393splitHere46","9960835splitHere46","if(isUseEvent()) {<newline46mondego>    if(safeBreak(target,event.getPlayer(),physics)) {<newline46mondego>        subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>    }<newline46mondego>}else {<newline46mondego>    target.setTypeId(0,physics);<newline46mondego>    subject.sendBlockChange(target.getLocation(), 0, (byte)0);<newline46mondego>}<newline46mondego>"
"3394splitHere46","9960850splitHere46","midPoint"
"3395splitHere46","9960850splitHere46","midPoint"
"3396splitHere46","9960850splitHere46","midPoint"
"3397splitHere46","9961000splitHere46","newString1 = newString1.replaceAll(<doubleQuotes46>le<doubleQuotes46>, <doubleQuotes46>lo<doubleQuotes46>).replaceAll(<doubleQuotes46>We<doubleQuotes46>, <doubleQuotes46>Wo<doubleQuotes46>);<newline46mondego>"
"3398splitHere46","9961004splitHere46","chmod +x"
"3399splitHere46","9961062splitHere46","Arrays.toString(digestArray);"
"3400splitHere46","9961062splitHere46","=="
"3401splitHere46","9961062splitHere46","=="
"3402splitHere46","9961062splitHere46","Arrays.equals(a1, a2)"
"3403splitHere46","9961155splitHere46","MouseAdapter"
"3404splitHere46","9961155splitHere46","KeyListener"
"3405splitHere46","9961155splitHere46","KeyAdapter"
"3406splitHere46","9961180splitHere46","let"
"3407splitHere46","9961180splitHere46","(let [^Observer obs (...)] ...)"
"3408splitHere46","9961180splitHere46","(let [obs ^Observer (...)] ...)"
"3409splitHere46","9961180splitHere46","reify"
"3410splitHere46","9961180splitHere46","proxy"
"3411splitHere46","9961180splitHere46","proxy"
"3412splitHere46","9961180splitHere46","createStockMarketNeuralNetwork"
"3413splitHere46","9961180splitHere46","reify"
"3414splitHere46","9961180splitHere46","*warn-on-reflection*"
"3415splitHere46","9961180splitHere46","reify"
"3416splitHere46","9961180splitHere46","(let [obs (reify java.util.Observer<newline46mondego>            (update [this o arg]<newline46mondego>              (println arg)))<newline46mondego>      ^StockPriceNeuralNetwork network (NeuralNetworkFactory/createStockMarketNeuralNetwork ^java.util.List [obs])]<newline46mondego>  (.trainForTime network))<newline46mondego>"
"3417splitHere46","9961230splitHere46","RadioButton"
"3418splitHere46","9961230splitHere46","setButtonDrawable(idOfYourSelector)"
"3419splitHere46","9961230splitHere46","((RadioButton)findViewById(R.id.yourRadioButton)).setButtonDrawable(R.drawable.yourSelector);<newline46mondego>"
"3420splitHere46","9961230splitHere46","state_checked"
"3421splitHere46","9961230splitHere46","state_checked"
"3422splitHere46","9961230splitHere46","setButtonDrawable(idOfYourImage)"
"3423splitHere46","9961230splitHere46","((RadioButton)findViewById(R.id.yourRadioButton)).setButtonDrawable(R.drawable.red_down_full);<newline46mondego>"
"3424splitHere46","9961230splitHere46","RadioButton"
"3425splitHere46","9961230splitHere46","drawable"
"3426splitHere46","9961230splitHere46","RadioButton"
"3427splitHere46","9961230splitHere46","drawable"
"3428splitHere46","9961230splitHere46","RadioButton"
"3429splitHere46","9961273splitHere46","synchronized(object) {<newline46mondego>    object.wait(timeOut);<newline46mondego>}<newline46mondego>"
"3430splitHere46","9961273splitHere46","synchronized(object) {<newline46mondego>    object.notify();<newline46mondego>}<newline46mondego>"
"3431splitHere46","9961273splitHere46","public class ModalPopUp {<newline46mondego>JPopupMenu    popUpMenu;<newline46mondego>JMenuItem     menuItem;<newline46mondego>static Object modalMonitor = new Object();<newline46mondego>public void popIt(Component parent, int x, int y) {<newline46mondego>  popUpMenu.show(parent, x, y);<newline46mondego>}<newline46mondego>public void stopIt() {<newline46mondego>  popUpMenu.setVisible(false);<newline46mondego>}<newline46mondego>public ModalPopUp() {<newline46mondego>popUpMenu = new JPopupMenu();<newline46mondego>menuItem = new JMenuItem(<doubleQuotes46>Click me to Continue<doubleQuotes46>);<newline46mondego>popUpMenu.add(menuItem);<newline46mondego>menuItem.addActionListener(new ActionListener() {<newline46mondego>  public void actionPerformed(ActionEvent e) {<newline46mondego>    synchronized (modalMonitor) {<newline46mondego>      modalMonitor.notify();<newline46mondego>    }<newline46mondego>  }<newline46mondego>});<newline46mondego>}<newline46mondego>public static void main(String args[]) throws Exception {<newline46mondego>ModalPopUp p = new ModalPopUp();<newline46mondego>JFrame frame = new JFrame();<newline46mondego>frame.setSize(400, 400);<newline46mondego>frame.setVisible(true);<newline46mondego>p.popIt(null, 100, 100);<newline46mondego>System.out.println(<doubleQuotes46>Waiting upto 42s for popup click<doubleQuotes46>);<newline46mondego>synchronized (modalMonitor) {<newline46mondego>  modalMonitor.wait(42000);<newline46mondego>}<newline46mondego>p.stopIt();<newline46mondego>System.out.println(<doubleQuotes46>Popup was clicked or 42s passed<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"3432splitHere46","9961316splitHere46","PrintWriter out = new PrintWriter(log);"
"3433splitHere46","9961316splitHere46","PrintWriter out = new PrintWriter(new FileWriter(log, true));<newline46mondego>"
"3434splitHere46","9961380splitHere46","class A {<newline46mondego>    class C {}<newline46mondego>    class B extends C {}<newline46mondego>    B b() {<newline46mondego>        return new B();<newline46mondego>    }<newline46mondego>}<newline46mondego>public class So9961167 {<newline46mondego>    public static void main(String[] args) {<newline46mondego>        A a=new A();<newline46mondego>        A.C b=a.b();<newline46mondego>        if(b instanceof A.B) {<newline46mondego>            A.B b2=(A.B)b;<newline46mondego>            System.out.println(<doubleQuotes46>it worked!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3435splitHere46","9961406splitHere46","class ButtonListener {<newline46mondego>  public void addActionListener(ActionEvent e) throws InterruptedException {<newline46mondego>     JButton source = (JButton) e.getSource();<newline46mondego><newline46mondego>     // ...<newline46mondego><newline46mondego>        while (paused = false) { // *******<newline46mondego>           nextGen();<newline46mondego>           Thread.sleep(1000);  // ******<newline46mondego>        }<newline46mondego>     }<newline46mondego><newline46mondego>     // ...<newline46mondego><newline46mondego>}<newline46mondego>"
"3436splitHere46","9961406splitHere46","while(true)"
"3437splitHere46","9961406splitHere46","Thread.sleep(...)"
"3438splitHere46","9961511splitHere46","@Override<newline46mondego>    public boolean shouldOverrideUrlLoading(WebView view, String url)<newline46mondego>   {<newline46mondego>      return true;<newline46mondego>   }<newline46mondego>"
"3439splitHere46","9961511splitHere46","@Override<newline46mondego>    public boolean shouldOverrideUrlLoading(WebView view, String url)<newline46mondego>   {<newline46mondego>      view.loadUrl(url);<newline46mondego>      return true;<newline46mondego>   }<newline46mondego>"
"3440splitHere46","9961518splitHere46","printZeroAlways"
"3441splitHere46","9961518splitHere46","printZeroRarelyFirst"
"3442splitHere46","9961518splitHere46","0 hours"
"3443splitHere46","9961518splitHere46","import org.joda.time.Period;<newline46mondego>import org.joda.time.format.PeriodFormatter;<newline46mondego>import org.joda.time.format.PeriodFormatterBuilder;<newline46mondego><newline46mondego>public class TestFormat {<newline46mondego><newline46mondego>  public static void main(String[] args) {<newline46mondego>    PeriodFormatter hoursMinutesSeconds = new PeriodFormatterBuilder()<newline46mondego>    .printZeroAlways()<newline46mondego>    .appendHours().appendSuffix(<doubleQuotes46> hour<doubleQuotes46>, <doubleQuotes46> hours<doubleQuotes46>)<newline46mondego>    .printZeroRarelyFirst()<newline46mondego>    .appendSeparator(<doubleQuotes46>, <doubleQuotes46>, <doubleQuotes46> and <doubleQuotes46>)<newline46mondego>    .appendMinutes()<newline46mondego>    .appendSuffix(<doubleQuotes46> minute<doubleQuotes46>, <doubleQuotes46> minutes<doubleQuotes46>)<newline46mondego>    .appendSeparator(<doubleQuotes46> and <doubleQuotes46>)<newline46mondego>    .appendSeconds()<newline46mondego>    .appendSuffix(<doubleQuotes46> second<doubleQuotes46>, <doubleQuotes46> seconds<doubleQuotes46>)<newline46mondego>    .toFormatter();<newline46mondego>     System.out.println(hoursMinutesSeconds.print(new Period(0, 0, 0, 0)));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"3444splitHere46","9961518splitHere46","printZeroRarelyLast"
"3445splitHere46","9961518splitHere46","public static void main(String[] args) {<newline46mondego>    PeriodFormatter hoursMinutesSeconds = new PeriodFormatterBuilder()<newline46mondego>    .printZeroRarelyLast()<newline46mondego>    .appendHours().appendSuffix(<doubleQuotes46> hour<doubleQuotes46>, <doubleQuotes46> hours<doubleQuotes46>)<newline46mondego>    .appendSeparator(<doubleQuotes46>, <doubleQuotes46>, <doubleQuotes46> and <doubleQuotes46>)<newline46mondego>    .appendMinutes()<newline46mondego>    .appendSuffix(<doubleQuotes46> minute<doubleQuotes46>, <doubleQuotes46> minutes<doubleQuotes46>)<newline46mondego>    .appendSeparator(<doubleQuotes46> and <doubleQuotes46>)<newline46mondego>    .appendSeconds()<newline46mondego>    .appendSuffix(<doubleQuotes46> second<doubleQuotes46>, <doubleQuotes46> seconds<doubleQuotes46>)<newline46mondego>    .toFormatter();<newline46mondego>     System.out.println(hoursMinutesSeconds.print(new Period(0, 0, 0, 0)));<newline46mondego>}<newline46mondego>"
"3446splitHere46","9961628splitHere46","Bitmap b = BitmapFactory.decodeResource(context.getResources(), imageResource);"
"3447splitHere46","9961628splitHere46","OutOfMemoryError's"
"3448splitHere46","9961748splitHere46","response.setContentType(<doubleQuotes46>text/csv;charset=utf-8<doubleQuotes46>)"
"3449splitHere46","9961748splitHere46","response.setContentType(<doubleQuotes46>data:text/csv;charset=utf-8<doubleQuotes46>)"
"3450splitHere46","9961748splitHere46","@RequestMapping(value = <doubleQuotes46>/getFullData2.html<doubleQuotes46>, method = RequestMethod.GET, consumes = <doubleQuotes46>text/csv<doubleQuotes46>)<newline46mondego>@ResponseBody // indicate to use a compatible HttpMessageConverter<newline46mondego>public CsvResponse getFullData(HttpSession session) throws IOException {<newline46mondego>      List<CompositeRequirement> allRecords = compReqServ.getFullDataSet((String) session.getAttribute(<doubleQuotes46>currentProject<doubleQuotes46>));<newline46mondego>      return new CsvResponse(allRecords, <doubleQuotes46>yourData.csv<doubleQuotes46>);<newline46mondego>}<newline46mondego>"
"3451splitHere46","9961748splitHere46","public class CsvMessageConverter extends AbstractHttpMessageConverter<CsvResponse> {<newline46mondego>   public static final MediaType MEDIA_TYPE = new MediaType(<doubleQuotes46>text<doubleQuotes46>, <doubleQuotes46>csv<doubleQuotes46>, Charset.forName(<doubleQuotes46>utf-8<doubleQuotes46>));<newline46mondego>   public CsvMessageConverter() {<newline46mondego>       super(MEDIA_TYPE);<newline46mondego>   }<newline46mondego><newline46mondego>   protected boolean supports(Class<?> clazz) {<newline46mondego>       return CsvResponse.class.equals(clazz);<newline46mondego>   }<newline46mondego><newline46mondego>   protected void writeInternal(CsvResponse response, HttpOutputMessage output) throws IOException, HttpMessageNotWritableException {<newline46mondego>       output.getHeaders().setContentType(MEDIA_TYPE);<newline46mondego>       output.getHeaders().set(<doubleQuotes46>Content-Disposition<doubleQuotes46>, <doubleQuotes46>attachment; filename=\<doubleQuotes46><doubleQuotes46> + response.getFilename() + <doubleQuotes46>\<doubleQuotes46><doubleQuotes46>);<newline46mondego>       OutputStream out = output.getBody();<newline46mondego>       CsvWriter writer = new CsvWriter(new OutputStreamWriter(out), '\u0009');<newline46mondego>       List<CompositeRequirement> allRecords = response.getRecords();<newline46mondego>       for (int i = 1; i < allRecords.size(); i++) {<newline46mondego>            CompositeRequirement aReq = allRecords.get(i);<newline46mondego>            writer.write(aReq.toString());<newline46mondego>       }<newline46mondego>       writer.close();<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3452splitHere46","9961748splitHere46","public class CsvResponse {    <newline46mondego>   private final String filename;<newline46mondego>   private final List<CompositeRequirement> records;<newline46mondego><newline46mondego>   public CsvResponse(List<CompositeRequirement> records, String filename) {<newline46mondego>       this.records = records;<newline46mondego>       this.filename = filename;<newline46mondego>   }<newline46mondego>   public String getFilename() {<newline46mondego>       return filename;<newline46mondego>   }<newline46mondego>   public List<CompositeRequirement> getRecords() {<newline46mondego>       return records;<newline46mondego>   }<newline46mondego>}<newline46mondego>"
"3453splitHere46","9961754splitHere46","List<Book> books = new ArrayList<Book>();<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-2<doubleQuotes46>)));<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-3<doubleQuotes46>)));<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-4<doubleQuotes46>)));<newline46mondego>"
"3454splitHere46","9961754splitHere46","ISBN isbn = new ISBN(<doubleQuotes46>0-201-63361-2<doubleQuotes46>);<newline46mondego>List<Book> found = new ArrayList<Book>();<newline46mondego>for(Book book : books){<newline46mondego>    if(book.getIsbn().equals(isbn)){<newline46mondego>        found.add(book);<newline46mondego>    }<newline46mondego>}<newline46mondego>books.removeAll(found);<newline46mondego>"
"3455splitHere46","9961754splitHere46","ListIterator"
"3456splitHere46","9961754splitHere46","ListIterator<Book> iter = books.listIterator();<newline46mondego>while(iter.hasNext()){<newline46mondego>    if(iter.next().getIsbn().equals(isbn)){<newline46mondego>        iter.remove();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
