"1splitHere46","22676917splitHere46","File listnames = new File(this.getFilesDir() + File.separator + <doubleQuotes46>Lists<doubleQuotes46>);<newline46mondego>if( !listnames.exists() )<newline46mondego>    listnames.mkdirs();<newline46mondego>else if( !listnames.isDirectory() && listnames.canWrite() ){<newline46mondego>    listnames.delete();<newline46mondego>    listnames.mkdirs();<newline46mondego>}<newline46mondego>else{<newline46mondego>    //you can't access there with write permission.<newline46mondego>    //Try other way.<newline46mondego>}<newline46mondego>"
"2994splitHere46","22741445splitHere46","doInBackground()"
"2995splitHere46","22741445splitHere46","client.get(<doubleQuotes46>http://*********.com/api/v1/***<doubleQuotes46>, new AsyncHttpResponseHandler() {<newline46mondego>                @Override<newline46mondego>                public void onSuccess(String response) {<newline46mondego>                    str = response;<newline46mondego>                   Log.v(<doubleQuotes46>==========RESULT==========<doubleQuotes46>, response); <newline46mondego>                }<newline46mondego>"
"2996splitHere46","22741445splitHere46","doInBackground()"
"2997splitHere46","22741445splitHere46","onPostExecute()"
"2998splitHere46","22741445splitHere46","SyncHttpClient"
"2999splitHere46","22741584splitHere46","Player"
"3000splitHere46","22741584splitHere46","public class Player<newline46mondego>{<newline46mondego>    private int x, y, collectedDots;<newline46mondego><newline46mondego>    int initialX = 15;<newline46mondego>    int initialY = 20;<newline46mondego><newline46mondego>    public Player()<newline46mondego>    {<newline46mondego>        x = initialX;<newline46mondego>        y = initialY;<newline46mondego><newline46mondego>        collectedDots = 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getX()<newline46mondego>    {<newline46mondego>        return x;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getY()<newline46mondego>    {<newline46mondego>        return y;<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"3001splitHere46","22741584splitHere46","x"
"3002splitHere46","22741584splitHere46","y"
"3003splitHere46","22741584splitHere46","Player"
"3004splitHere46","22741584splitHere46","Player"
"3005splitHere46","22741584splitHere46","Game"
"3006splitHere46","22741584splitHere46","x"
"3007splitHere46","22741584splitHere46","y"
"3008splitHere46","22741584splitHere46","public class Game<newline46mondego>{<newline46mondego><newline46mondego><newline46mondego>    public Game()<newline46mondego>    {<newline46mondego>        Player player = new Player();<newline46mondego><newline46mondego>        System.out.println(player.getX()); // prints out 15 in the console<newline46mondego>        System.out.println(player.getY()); // prints out 20 in the console<newline46mondego><newline46mondego>        Dot dot1 = new Dot();<newline46mondego>        Dot dot2 = new Dot();<newline46mondego>        Dot dot3 = new Dot();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3009splitHere46","22741584splitHere46","Game"
"3010splitHere46","22741584splitHere46","Player"
"3011splitHere46","22741584splitHere46","Player"
"3012splitHere46","22741584splitHere46","Player"
"3013splitHere46","22741584splitHere46","public class Game<newline46mondego>{<newline46mondego>    public Game()<newline46mondego>    {<newline46mondego>        Scanner sc = new Scanner(System.in);<newline46mondego>        int i = sc.nextInt();<newline46mondego>        int j = sc.nextInt();<newline46mondego><newline46mondego>        Player player = new Player(i,j);<newline46mondego><newline46mondego>        System.out.println(player.getX()); // prints out 15 in the console<newline46mondego>        System.out.println(player.getY()); // prints out 20 in the console<newline46mondego><newline46mondego>        Dot dot1 = new Dot();<newline46mondego>        Dot dot2 = new Dot();<newline46mondego>        Dot dot3 = new Dot();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3014splitHere46","22741584splitHere46","Player"
"3015splitHere46","22741584splitHere46","x"
"3016splitHere46","22741584splitHere46","y"
"3017splitHere46","22741584splitHere46","public class Player<newline46mondego>{<newline46mondego>    private int x, y, collectedDots;<newline46mondego><newline46mondego>    public Player(int initialX, int initialY)<newline46mondego>    {<newline46mondego>        x = initialX;<newline46mondego>        y = initialY;<newline46mondego><newline46mondego>        collectedDots = 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getX()<newline46mondego>    {<newline46mondego>        return x;<newline46mondego>    }<newline46mondego><newline46mondego>    public int getY()<newline46mondego>    {<newline46mondego>        return y;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setX(int newX)<newline46mondego>    {<newline46mondego>        x = newX;<newline46mondego>    }<newline46mondego><newline46mondego>    public void setY(int newY)<newline46mondego>    {<newline46mondego>        y = newY;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3018splitHere46","22741584splitHere46","x"
"3019splitHere46","22741584splitHere46","y"
"3020splitHere46","22741584splitHere46","Game"
"3021splitHere46","22741584splitHere46","public class Game<newline46mondego>{<newline46mondego>    public Game()<newline46mondego>    {<newline46mondego>        Scanner sc = new Scanner(System.in);<newline46mondego>        int i = sc.nextInt();<newline46mondego>        int j = sc.nextInt();<newline46mondego><newline46mondego>        Player player = new Player(i,j);<newline46mondego><newline46mondego>        player.setX(35);<newline46mondego>        player.setY(48);<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3022splitHere46","22741597splitHere46","DataOutputStream.writeUTF"
"3023splitHere46","22741597splitHere46","writeShort"
"3024splitHere46","22741597splitHere46","2^16"
"3025splitHere46","22741597splitHere46","DataInputStream.readUTF"
"3026splitHere46","22741597splitHere46","writeUTF"
"3027splitHere46","22741597splitHere46","writeShort"
"3028splitHere46","22741597splitHere46","writeUTF"
"3029splitHere46","22741597splitHere46","writeShort"
"3030splitHere46","22741597splitHere46","byte[]"
"3031splitHere46","22741597splitHere46","writeShort"
"3032splitHere46","22741597splitHere46","writeShort"
"3033splitHere46","22741615splitHere46","this.str3 = str3 + 1; //line2<newline46mondego>"
"3034splitHere46","22741615splitHere46","intern()"
"3035splitHere46","22741615splitHere46","String str2 = <doubleQuotes46>testString<doubleQuotes46> + 1; //line1<newline46mondego>"
"3036splitHere46","22741615splitHere46","compile time constant expression"
"3037splitHere46","22741615splitHere46","String str2 = <doubleQuotes46>testString1<doubleQuotes46>;<newline46mondego>"
"3038splitHere46","22741615splitHere46","=="
"3039splitHere46","22741633splitHere46","public static ArrayList<HModel> model_parse(InputStream url) throws IOException, XmlPullParserException {<newline46mondego>    final ArrayList<HModel> results = new ArrayList<HModel>(1000);<newline46mondego><newline46mondego>    XmlPullParserFactory factory = XmlPullParserFactory.newInstance();<newline46mondego>    factory.setNamespaceAware(true);<newline46mondego>    XmlPullParser xpp = factory.newPullParser();<newline46mondego><newline46mondego>    xpp.setInput(url, <doubleQuotes46>UTF-8<doubleQuotes46>);<newline46mondego><newline46mondego>    xpp.nextTag();<newline46mondego>    xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>NewDataSet<doubleQuotes46>);<newline46mondego>    while (xpp.nextTag() == XmlPullParser.START_TAG) {<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Hispania_DB<doubleQuotes46>);<newline46mondego>        HModel mdl = new HModel();<newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Model<doubleQuotes46>);<newline46mondego>        mdl.model = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Model<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Capacity<doubleQuotes46>);<newline46mondego>        mdl.capacity = Double.parseDouble(xpp.nextText());<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Capacity<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Surface<doubleQuotes46>);<newline46mondego>        mdl.surface = Double.parseDouble(xpp.nextText());<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Surface<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Air_x0020_Flow<doubleQuotes46>);<newline46mondego>        mdl.airflow = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Air_x0020_Flow<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Air_x0020_Throw<doubleQuotes46>);<newline46mondego>        mdl.airthrow = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Air_x0020_Throw<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Number_Fans<doubleQuotes46>);<newline46mondego>        mdl.nm_fans = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Number_Fans<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Fan_Diameter<doubleQuotes46>);<newline46mondego>        mdl.fandiam = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Fan_Diameter<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>L<doubleQuotes46>);<newline46mondego>        mdl.l = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>L<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>H<doubleQuotes46>);<newline46mondego>        mdl.h = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>H<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>W<doubleQuotes46>);<newline46mondego>        mdl.w = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>W<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Weight<doubleQuotes46>);<newline46mondego>        mdl.weight = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Weight<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Inlet<doubleQuotes46>);<newline46mondego>        mdl.inlet = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Inlet<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Outlet<doubleQuotes46>);<newline46mondego>        mdl.outlet = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Outlet<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Fan_x0020_Voltage<doubleQuotes46>);<newline46mondego>        mdl.fan_volt = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Fan_x0020_Voltage<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Fan_x0020_Current<doubleQuotes46>);<newline46mondego>        mdl.fan_curr = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Fan_x0020_Current<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.START_TAG, null, <doubleQuotes46>Total_x0020_Defrost<doubleQuotes46>);<newline46mondego>        mdl.defr = xpp.nextText();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Total_x0020_Defrost<doubleQuotes46>);<newline46mondego><newline46mondego>        xpp.nextTag();<newline46mondego>        xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>Hispania_DB<doubleQuotes46>);<newline46mondego><newline46mondego>        results.add(mdl);<newline46mondego>    }<newline46mondego>    xpp.require(XmlPullParser.END_TAG, null, <doubleQuotes46>NewDataSet<doubleQuotes46>);<newline46mondego><newline46mondego>    return results;<newline46mondego>}<newline46mondego>"
"3040splitHere46","22741651splitHere46","master.getPets().size()"
"3041splitHere46","22741651splitHere46","Hibernate.initialize(master.getPets())"
"3042splitHere46","22741651splitHere46","select m from Master m left join fetch m.pets where..."
"3043splitHere46","22741651splitHere46","session.get()"
"3044splitHere46","22741653splitHere46","public interface Comparator<T> {<newline46mondego>   public int Compare(T t1, T t2); <newline46mondego>}<newline46mondego><newline46mondego>public StringLengthsComparator implements Comparator<String> {<newline46mondego>    public int.Compare(String s1, String s2) { return s1.length() - s2.length();}<newline46mondego>}<newline46mondego>"
"3045splitHere46","22741672splitHere46","<menu xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>     xmlns:(YOUR_PROJECT_NAME)=<doubleQuotes46>http://schemas.android.com/apk/res-auto<doubleQuotes46> <newline46mondego>    ><newline46mondego><newline46mondego><newline46mondego>     <!-- Search, should appear as action button --><newline46mondego>   <item android:id=<doubleQuotes46>@+id/action_search<doubleQuotes46><newline46mondego>         android:orderInCategory=<doubleQuotes46>100<doubleQuotes46><newline46mondego>         android:icon=<doubleQuotes46>@drawable/ic_action_search<doubleQuotes46><newline46mondego>         android:title=<doubleQuotes46>@string/action_search<doubleQuotes46><newline46mondego>        YOUR_PROJECT_NAME:showAsAction=<doubleQuotes46>always<doubleQuotes46> /><newline46mondego>"
"3046splitHere46","22741679splitHere46","Stream<Foo> stream = concat(stream1, concat(stream2, of(element)));<newline46mondego>"
"3047splitHere46","22741679splitHere46","public static <T> Stream<T> concat(Stream<? extends T> lhs, Stream<? extends T> rhs) {<newline46mondego>    return Stream.concat(lhs, rhs);<newline46mondego>}<newline46mondego>public static <T> Stream<T> concat(Stream<? extends T> lhs, T rhs) {<newline46mondego>    return Stream.concat(lhs, Stream.of(rhs));<newline46mondego>}<newline46mondego>"
"3048splitHere46","22741679splitHere46","Stream<Foo> stream = concat(stream1, concat(stream2, element));<newline46mondego><newline46mondego>Stream<Foo> stream = concat(<newline46mondego>                         concat(stream1.filter(x -> x!=0), stream2).filter(x -> x!=1),<newline46mondego>                         element)<newline46mondego>                     .filter(x -> x!=2);<newline46mondego>"
"3049splitHere46","22741679splitHere46","Stream<Foo> stream = stream1.collect(concat(stream2)).collect(concat(element));<newline46mondego><newline46mondego>Stream<Foo> stream = stream1<newline46mondego>                     .filter(x -> x!=0)<newline46mondego>                     .collect(concat(stream2))<newline46mondego>                     .filter(x -> x!=1)<newline46mondego>                     .collect(concat(element))<newline46mondego>                     .filter(x -> x!=2);<newline46mondego>"
"3050splitHere46","22741679splitHere46","private static <T,A,R,S> Collector<T,?,S> combine(Collector<T,A,R> collector, Function<? super R, ? extends S> function) {<newline46mondego>    return Collector.of(<newline46mondego>        collector.supplier(),<newline46mondego>        collector.accumulator(),<newline46mondego>        collector.combiner(),<newline46mondego>        collector.finisher().andThen(function));<newline46mondego>}<newline46mondego>public static <T> Collector<T,?,Stream<T>> concat(Stream<? extends T> other) {<newline46mondego>    return combine(Collectors.toList(),<newline46mondego>        list -> Stream.concat(list.stream(), other));<newline46mondego>}<newline46mondego>public static <T> Collector<T,?,Stream<T>> concat(T element) {<newline46mondego>    return concat(Stream.of(element));<newline46mondego>}<newline46mondego>"
"3051splitHere46","22741723splitHere46","while"
"3052splitHere46","22741723splitHere46","while(i<5) {<newline46mondego>    CollectionsFramework c = new CollectionsFramework();<newline46mondego>    // code.<newline46mondego>}<newline46mondego>"
"3053splitHere46","22741742splitHere46","Date"
"3054splitHere46","22741742splitHere46","EEE MMM dd HH:mm:ss Z yyyy"
"3055splitHere46","22741742splitHere46","Date"
"3056splitHere46","22741742splitHere46","yyyy-MM-dd HH:mm:ss"
"3057splitHere46","22741742splitHere46","SimpleDateFormat  format = new SimpleDateFormat(<doubleQuotes46>EEE MMM dd HH:mm:ss Z yyyy<doubleQuotes46>);  <newline46mondego><newline46mondego>    try {  <newline46mondego>        Date cookiedate = format.parse(<doubleQuotes46>Tue Apr 29 11:40:55 GMT+04:00 2014<doubleQuotes46>);  <newline46mondego><newline46mondego>        Calendar currentDate = Calendar.getInstance();<newline46mondego><newline46mondego>        format = new SimpleDateFormat(<doubleQuotes46>yyyy-MM-dd HH:mm:ss<doubleQuotes46>, Locale.US);<newline46mondego><newline46mondego>        cookiedate = format.parse(format.parse(cookiedate));<newline46mondego><newline46mondego>        String dateNow = format.format(currentDate.getTime());<newline46mondego>        Date currDate =  format.parse(dateNow);<newline46mondego><newline46mondego>        if (currDate.getTime() > cookiedate.getTime()) {<newline46mondego>            return true;<newline46mondego>        }<newline46mondego><newline46mondego><newline46mondego>    } catch (ParseException e) {  <newline46mondego>        e.printStackTrace();  <newline46mondego>    }<newline46mondego>"
"3058splitHere46","22741763splitHere46","bin"
"3059splitHere46","22741766splitHere46","project->properties->facets->java"
"3060splitHere46","22741766splitHere46",".project"
"3061splitHere46","22741766splitHere46","<projectDescription><newline46mondego>    <buildSpec><newline46mondego>        <buildCommand><newline46mondego>            <name>org.eclipse.jdt.core.javabuilder</name><newline46mondego>            <arguments><newline46mondego>            </arguments><newline46mondego>        </buildCommand><newline46mondego>    </buildSpec><newline46mondego>    <natures><newline46mondego>        <nature>org.eclipse.jdt.core.javanature</nature><newline46mondego>    </natures><newline46mondego></projectDescription><newline46mondego>"
"3062splitHere46","22741873splitHere46","toString(String)"
"3063splitHere46","22741873splitHere46","toString(String)"
"3064splitHere46","22741873splitHere46","@Override"
"3065splitHere46","22741873splitHere46","Fir.toString()"
"3066splitHere46","22741873splitHere46","Fir.toString(String)"
"3067splitHere46","22741965splitHere46","StringBuilder sb = new StringBuilder();<newline46mondego>for (...) { <newline46mondego>    String part = ...;<newline46mondego>    sb.append(part);<newline46mondego>} <newline46mondego>String result = sb.toString();<newline46mondego>"
"3068splitHere46","22742015splitHere46","javac -d bin src\nu\connect\client\*.java src\nu\connect\message\*.java<newline46mondego>javac -d bin -cp bin nu\connect\client\ChatWindow.java<newline46mondego>java -cp bin nu.connect.client.ChatWindow<newline46mondego><newline46mondego>pause<newline46mondego>"
"3069splitHere46","22742025splitHere46","_slices"
"3070splitHere46","22742025splitHere46","class Foo {<newline46mondego>    Queue<String> _slices = new ArrayDeque<>();<newline46mondego>    void push(String element) {<newline46mondego>        _slices.add(element);<newline46mondego>    }<newline46mondego>    void poll() {<newline46mondego>        while (!_slices.empty()) {<newline46mondego>            // ...<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3071splitHere46","22742045splitHere46","SELECT v.company.companyId.companyCodev.company.companyId.branchCodefrom<newline46mondego>"
"3072splitHere46","22742069splitHere46","public static void play(ArrayList<String> files){<newline46mondego>    byte[] buffer = new byte[4096];<newline46mondego>    for (String filePath : files) {<newline46mondego>        File file = new File(filePath);<newline46mondego>        try {<newline46mondego>            AudioInputStream is = AudioSystem.getAudioInputStream(file);<newline46mondego>            AudioFormat format = is.getFormat();<newline46mondego>            SourceDataLine line = AudioSystem.getSourceDataLine(format);<newline46mondego>            line.open(format);<newline46mondego>            line.start();<newline46mondego>            while (is.available() > 0) {<newline46mondego>                int len = is.read(buffer);<newline46mondego>                line.write(buffer, 0, len);<newline46mondego>            }<newline46mondego>            line.drain();<newline46mondego>            line.close();<newline46mondego>        } catch (Exception ex) {<newline46mondego>            ex.printStackTrace();<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"3073splitHere46","22742069splitHere46","write"
"3074splitHere46","22742069splitHere46","drain()"
"3075splitHere46","22742069splitHere46","drain()"
"3076splitHere46","22742069splitHere46","close()"
"3077splitHere46","22742220splitHere46","@Entity<newline46mondego>@IdClass(Employee.class)<newline46mondego>public class Overtime {<newline46mondego>"
"3078splitHere46","22742220splitHere46","Overtime"
"3079splitHere46","22742220splitHere46","@IdClass"
"3080splitHere46","22742220splitHere46","Employee"
"3081splitHere46","22742220splitHere46","@IdClass"
"3082splitHere46","22742220splitHere46","@Entity<newline46mondego>@IdClass(OvertimeId.class)<newline46mondego>public class Overtime {<newline46mondego>"
"3083splitHere46","22742220splitHere46","OvertimeId"
"3084splitHere46","22742220splitHere46","public class OvertimeId {<newline46mondego>    String overtime_day;<newline46mondego>    int empId;<newline46mondego>}<newline46mondego>"
"3085splitHere46","22742447splitHere46","<LinearLayout android:id=<doubleQuotes46>@+id/adViewContainer<newline46mondego>              android:layout_width=<doubleQuotes46>match_parent<doubleQuotes46><newline46mondego>              android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46><newline46mondego>/><newline46mondego>"
"3086splitHere46","22742447splitHere46","// Add the AdView to the view hierarchy. The view will have no size<newline46mondego>// until the ad is loaded.<newline46mondego>final ViewGroup adViewContainer = (ViewGroup) findViewById(R.id.adViewContainer);<newline46mondego>adViewContainer.addView(adView);<newline46mondego>"
"3087splitHere46","22742494splitHere46","enum"
"3088splitHere46","22742494splitHere46","public enum StopCharTesters implements StopCharTester {<newline46mondego>    COMMA_STOP {<newline46mondego>        @Override<newline46mondego>        public boolean isStopChar(int ch) {<newline46mondego>            return ch < ' ' || ch == ',';<newline46mondego>        }<newline46mondego>    }, CONTROL_STOP {<newline46mondego>        @Override<newline46mondego>        public boolean isStopChar(int ch) {<newline46mondego>            return ch < ' ';<newline46mondego>        }<newline46mondego>    },<newline46mondego>    SPACE_STOP {<newline46mondego>        @Override<newline46mondego>        public boolean isStopChar(int ch) {<newline46mondego>            return Character.isWhitespace(ch) || ch == 0;<newline46mondego>        }<newline46mondego>    },<newline46mondego>    XML_TEXT {<newline46mondego>        @Override<newline46mondego>        public boolean isStopChar(int ch) {<newline46mondego>            return ch == '<doubleQuotes46>' || ch == '<' || ch == '>' || ch == 0;<newline46mondego>        }<newline46mondego>    },<newline46mondego>    FIX_TEXT {<newline46mondego>        @Override<newline46mondego>        public boolean isStopChar(int ch) {<newline46mondego>            return ch <= 1;<newline46mondego>        }<newline46mondego>    };<newline46mondego>"
"3089splitHere46","22742517splitHere46","RelativeLayout.LayoutParams params = new RelativeLayout.LayoutParams(LayoutParams.WRAP_CONTENT, LayoutParams.WRAP_CONTENT);<newline46mondego><newline46mondego>TextView tv = new TextView(r.getContext());<newline46mondego>v1.setText(<doubleQuotes46>Test n_<doubleQuotes46>+i);<newline46mondego>v1.setId(i+1);<newline46mondego><newline46mondego>params.addRule(RelativeLayout.BELOW, tv.getId()-1);<newline46mondego><newline46mondego><newline46mondego>r.addView(tv);<newline46mondego>"
"3090splitHere46","22742574splitHere46","samletFravaer = samletFravaer + fravaer[0][i2];<newline46mondego>"
"3091splitHere46","22742574splitHere46","samletFravaer = samletFravaer + fravaer[i1][i2];<newline46mondego>"
"3092splitHere46","22742574splitHere46","public int samletFravaer(int[][] fravaer, int elevNr) {<newline46mondego>    int samletFravaer = 0;<newline46mondego>    for(int i1 = 0 ; i1 < fravaer[elevNr].length ; i1++)<newline46mondego>    {<newline46mondego>        samletFravaer += fravaer[elevNr][i1];<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println( samletFravaer );<newline46mondego>    return samletFravaer;<newline46mondego>}<newline46mondego>"
"3093splitHere46","22742574splitHere46","public void udskrivFravaer(int[][] fravaer) {<newline46mondego><newline46mondego>    for (int i1 = 0; i1 < fravaer.length; i1++) {<newline46mondego>        samletFravaer( fravaer, i1 );<newline46mondego>    }<newline46mondego>}  <newline46mondego>"
"3094splitHere46","22742702splitHere46","package test;<newline46mondego><newline46mondego>import java.util.Vector;<newline46mondego><newline46mondego>class Vectimplement {<newline46mondego><newline46mondego>@SuppressWarnings(<doubleQuotes46>unchecked<doubleQuotes46>)<newline46mondego>public static void main(String[] args) {<newline46mondego>    @SuppressWarnings(<doubleQuotes46>rawtypes<doubleQuotes46>)<newline46mondego>    Vector v = new Vector();<newline46mondego>    v.add(<doubleQuotes46>element_1<doubleQuotes46>);<newline46mondego>    v.add(<doubleQuotes46>element_2<doubleQuotes46>);<newline46mondego>    v.add(<doubleQuotes46>element_3<doubleQuotes46>);<newline46mondego>    v.addElement(<doubleQuotes46>New Element<doubleQuotes46>);<newline46mondego>    System.out.println(<doubleQuotes46>Elements in Vector :<doubleQuotes46>);<newline46mondego>    for (int i = 0; i < v.size(); i++) {<newline46mondego>        System.out.println(v.get(i));<newline46mondego>    }<newline46mondego>}<newline46mondego>}<newline46mondego>"
"3095splitHere46","22742702splitHere46","element_1<newline46mondego>element_2<newline46mondego>element_3<newline46mondego>New Element<newline46mondego>"
"3096splitHere46","22742702splitHere46","Vector<String> v = new Vector<>();<newline46mondego>"
"3097splitHere46","22742710splitHere46","Calendar.getTime()"
"3098splitHere46","22742710splitHere46","Date"
"3099splitHere46","22742710splitHere46","Date#toString()"
"3100splitHere46","22742710splitHere46","Date"
"3101splitHere46","22742710splitHere46","Date"
"3102splitHere46","22742710splitHere46","DateFormat"
"3103splitHere46","22742710splitHere46","UTC"
"3104splitHere46","22742710splitHere46","public void showUTCTime(long millis, final String msg) {<newline46mondego>    Calendar cal = Calendar.getInstance();<newline46mondego>    cal.setTimeInMillis(0);<newline46mondego>    DateFormat dateFormat = new SimpleDateFormat(<doubleQuotes46>EEE MMM dd HH:mm:ss zzz yyyy<doubleQuotes46>);<newline46mondego>    dateFormat.setTimeZone(TimeZone.getTimeZone(<doubleQuotes46>UTC<doubleQuotes46>));<newline46mondego>    System.out.println(msg + <doubleQuotes46>(UTC):<doubleQuotes46> + dateFormat.format(cal.getTime()));<newline46mondego>}<newline46mondego>"
"3105splitHere46","22742858splitHere46","public void run() {<newline46mondego>    try {<newline46mondego>        run0();<newline46mondego>    } catch(Throwable t) {<newline46mondego>        System.err.println(<doubleQuotes46>Process dying<doubleQuotes46>);<newline46mondego>        t.printStackTrace();<newline46mondego>    } finally {<newline46mondego>        // close all resources<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>private void run0() throws Stuff... {<newline46mondego>    // does the real work<newline46mondego>}<newline46mondego>"
"3106splitHere46","22742858splitHere46","daemon"
"3107splitHere46","22742912splitHere46","file"
"3108splitHere46","22743083splitHere46","xmlns:ads=<doubleQuotes46>http://schemas.android.com/apk/lib/com.google.ads<doubleQuotes46><newline46mondego>"
"3109splitHere46","22743083splitHere46","<RelativeLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>xmlns:tools=<doubleQuotes46>http://schemas.android.com/tools<doubleQuotes46><newline46mondego>xmlns:ads=<doubleQuotes46>http://schemas.android.com/apk/lib/com.google.ads<doubleQuotes46><newline46mondego>"
"3110splitHere46","22743083splitHere46","ads:adUnitId=<doubleQuotes46>MY_AD_UNIT_ID<doubleQuotes46> // see this attribute <newline46mondego>"
"3111splitHere46","22743117splitHere46","statusLabel"
