"1splitHere46","10578007splitHere46","java -help<newline46mondego>"
"2842splitHere46","10650434splitHere46","javax.swing.Timer"
"2843splitHere46","10650452splitHere46","WebMvcConfigurer.configureMessageConverters()"
"2844splitHere46","10650452splitHere46","@Configuration"
"2845splitHere46","10650452splitHere46","@Configuration<newline46mondego>class MvcConf extends WebMvcConfigurationSupport {<newline46mondego>    void configureMessageConverters(List<HttpMessageConverter<?>> converters) {<newline46mondego>        converters.add(converter())<newline46mondego>        addDefaultHttpMessageConverters(converters)<newline46mondego>    }<newline46mondego><newline46mondego>    @Bean<newline46mondego>    MappingJacksonHttpMessageConverter converter() {<newline46mondego>        MappingJacksonHttpMessageConverter converter = new MappingJacksonHttpMessageConverter()<newline46mondego>        //do your customizations here...<newline46mondego>        return converter;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2846splitHere46","10650452splitHere46","addDefaultHttpMessageConverters()"
"2847splitHere46","10650452splitHere46","@EnableWebMvc"
"2848splitHere46","10650527splitHere46","Iterator"
"2849splitHere46","10650527splitHere46","Iterator.remove()"
"2850splitHere46","10650527splitHere46","for (Iterator<Batch> i = lstString.iterator(); i.hasNext(); ) {<newline46mondego>    Batch value=(Batch )i.next();<newline46mondego>    if(lstBatCtrl.get(k).getSequence() == iVal) {<newline46mondego>        i.remove();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2851splitHere46","10650527splitHere46","remove()"
"2852splitHere46","10650527splitHere46","static List"
"2853splitHere46","10650527splitHere46","List"
"2854splitHere46","10650527splitHere46","Iterator.remove()"
"2855splitHere46","10650569splitHere46",".field public static foo J = 1l<newline46mondego>"
"2856splitHere46","10650738splitHere46","FindClass(env, <doubleQuotes46>Foo<doubleQuotes46>)"
"2857splitHere46","10650738splitHere46","java.lang.Class"
"2858splitHere46","10650738splitHere46","Class.forName(String)"
"2859splitHere46","10650738splitHere46","Foo"
"2860splitHere46","10650738splitHere46","Class"
"2861splitHere46","10650738splitHere46","jclass"
"2862splitHere46","10650738splitHere46","Class"
"2863splitHere46","10650738splitHere46","Foo"
"2864splitHere46","10650738splitHere46","String"
"2865splitHere46","10650738splitHere46","Integer"
"2866splitHere46","10650738splitHere46","jclass clazz = (*env)->FindClass(env, <doubleQuotes46>java/lang/Integer<doubleQuotes46>);<newline46mondego>jmethodID mid = (*env)->GetMethodID(env, clazz, <doubleQuotes46><init><doubleQuotes46>, <doubleQuotes46>(I)V<doubleQuotes46>);<newline46mondego>jobject mint = (*env)->NewObject(env, clazz, mid, 42); // your desired value here<newline46mondego>"
"2867splitHere46","10650905splitHere46","public int getColumnCount() {<newline46mondego>    return columnNames.length;<newline46mondego>}<newline46mondego>"
"2868splitHere46","10650961splitHere46","insert into <doubleQuotes46>TABLE<doubleQuotes46>(id, value1, value2, point, value3)<newline46mondego>values(1, $1, $2, ST_SetSRID(ST_MakePoint($3, $4), 4326)), $5);<newline46mondego>"
"2869splitHere46","10650961splitHere46","$3"
"2870splitHere46","10650961splitHere46","$4"
"2871splitHere46","10650967splitHere46","String s = <doubleQuotes46>The big brown fox<doubleQuotes46>;<newline46mondego>    Map<Character, Float> m = new TreeMap<Character, Float>();<newline46mondego>    for (char c : s.toCharArray()) {<newline46mondego>        if (m.containsKey(c))<newline46mondego>            m.put(c, m.get(c) + 1);<newline46mondego>        else<newline46mondego>            m.put(c, 1f);<newline46mondego>    }<newline46mondego><newline46mondego>    for (char c : s.toCharArray()) {<newline46mondego>        float freq = m.get(c) / s.length();<newline46mondego>        System.out.println(c + <doubleQuotes46> <doubleQuotes46> + freq);<newline46mondego>    }<newline46mondego>"
"2872splitHere46","10651412splitHere46","return <doubleQuotes46>redirect:/companyAddressSave/<doubleQuotes46>+company.getId()+<doubleQuotes46>.do<doubleQuotes46>;<newline46mondego>"
"2873splitHere46","10651526splitHere46","<word,frequency>"
"2874splitHere46","10651526splitHere46","words"
"2875splitHere46","10651526splitHere46","A B C A A B C. D D E A B. D A B C B A.<newline46mondego>"
"2876splitHere46","10651526splitHere46","A B C A A B C. D A B C B A.<newline46mondego>"
"2877splitHere46","10651526splitHere46","A:6, B:5, C:3, D:3, E:1<newline46mondego>"
"2878splitHere46","10651526splitHere46","A:5, B:4, C:3, D:1, E:0<newline46mondego>"
"2879splitHere46","10651526splitHere46","(6*5+5*4+3*3+3*1+1*0)/(Sqrt(6^2+5^2+3^2+3^2+1^2) Sqrt(5^2+4^2+3^2+1^2+0^2))=<newline46mondego>62/(8.94427*7.14143)=<newline46mondego>0.970648<newline46mondego>"
"2880splitHere46","10651526splitHere46","import java.util.HashMap;<newline46mondego>import java.util.Map;<newline46mondego><newline46mondego>public class DocumentVector {<newline46mondego>    Map<String, Integer> wordMap = new HashMap<String, Integer>();<newline46mondego><newline46mondego>    public void incCount(String word) {<newline46mondego>        Integer oldCount = wordMap.get(word);<newline46mondego>        wordMap.put(word, oldCount == null ? 1 : oldCount + 1);<newline46mondego>    }<newline46mondego><newline46mondego>    double getCosineSimilarityWith(DocumentVector otherVector) {<newline46mondego>        double innerProduct = 0;<newline46mondego>        for(String w: this.wordMap.keySet()) {<newline46mondego>            innerProduct += this.getCount(w) * otherVector.getCount(w);<newline46mondego>        }<newline46mondego>        return innerProduct / (this.getNorm() * otherVector.getNorm());<newline46mondego>    }<newline46mondego><newline46mondego>    double getNorm() {<newline46mondego>        double sum = 0;<newline46mondego>        for (Integer count : wordMap.values()) {<newline46mondego>            sum += count * count;<newline46mondego>        }<newline46mondego>        return Math.sqrt(sum);<newline46mondego>    }<newline46mondego><newline46mondego>    int getCount(String word) {<newline46mondego>        return wordMap.containsKey(word) ? wordMap.get(word) : 0;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        String doc1 = <doubleQuotes46>A B C A A B C. D D E A B. D A B C B A.<doubleQuotes46>;<newline46mondego>        String doc2 = <doubleQuotes46>A B C A A B C. D A B C B A.<doubleQuotes46>;<newline46mondego><newline46mondego>        DocumentVector v1 = new DocumentVector();<newline46mondego>        for(String w:doc1.split(<doubleQuotes46>[^a-zA-Z]+<doubleQuotes46>)) {<newline46mondego>            v1.incCount(w);<newline46mondego>        }<newline46mondego><newline46mondego>        DocumentVector v2 = new DocumentVector();<newline46mondego>        for(String w:doc2.split(<doubleQuotes46>[^a-zA-Z]+<doubleQuotes46>)) {<newline46mondego>            v2.incCount(w);<newline46mondego>        }<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>Similarity = <doubleQuotes46> + v1.getCosineSimilarityWith(v2));<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"2881splitHere46","10651534splitHere46","y"
"2882splitHere46","10651534splitHere46","x"
"2883splitHere46","10651537splitHere46","IDataSet"
"2884splitHere46","10651537splitHere46","@Test<newline46mondego>public void testUpdateCompany() {<newline46mondego>  CompanyDao companyDao = new CompanyDao();<newline46mondego>  IDatabaseConnection dbConn = createConnection();<newline46mondego><newline46mondego>  IDataSet dataSet = createDataSet(<doubleQuotes46>CompanyDataSet.xml<doubleQuotes46>);<newline46mondego>  DatabaseOperation.CLEAN_INSERT.execute(dbConn, dataSet);<newline46mondego><newline46mondego>  companyDao.updateCompany(100, <doubleQuotes46>NewName<doubleQuotes46>);<newline46mondego><newline46mondego>  IDataSet actual = dbConn.createDataSet(new String[]{<doubleQuotes46>company<doubleQuotes46>});<newline46mondego>  ITable companyTable = actual.getTable(<doubleQuotes46>company<doubleQuotes46>);<newline46mondego><newline46mondego>  assertEquals(<doubleQuotes46>NewName<doubleQuotes46>, companyTable.getValue(0, <doubleQuotes46>company_name<doubleQuotes46>));<newline46mondego>}<newline46mondego>"
"2885splitHere46","10651569splitHere46","public static JSONObject toJsonObject(Object classObject) {<newline46mondego>        // get Method names with @JsonElement included<newline46mondego><newline46mondego>        Method methods[] = classObject.getClass().getDeclaredMethods();<newline46mondego><newline46mondego>        JSONObject jsonObject = new JSONObject();<newline46mondego>        try {<newline46mondego>            for (int i = 0; i < methods.length; i++) {<newline46mondego>                String key = methods[i].getName();<newline46mondego>                System.out.println(key);<newline46mondego>                if (methods[i].isAnnotationPresent(JsonElement.class) && key.startsWith(GET_CHAR_SEQUENCE)) {<newline46mondego>                    key = key.replaceFirst(GET_CHAR_SEQUENCE, <doubleQuotes46><doubleQuotes46>);<newline46mondego>                    jsonObject.put(key, methods[i].invoke(classObject));<newline46mondego>                }<newline46mondego><newline46mondego>            }<newline46mondego>            return jsonObject;<newline46mondego>        } catch (Exception e) {<newline46mondego>            e.printStackTrace();<newline46mondego>            return null;<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>"
"2886splitHere46","10651569splitHere46","classObject.getClass()<newline46mondego>"
"2887splitHere46","10651672splitHere46","Document document = new Document();<newline46mondego>File f= new File(<doubleQuotes46>C:\\delete.pdf<doubleQuotes46>);  //for instance<newline46mondego>PdfWriter writer = PdfWriter.getInstance(document, new FileOutputStream(f));<newline46mondego>document.open();<newline46mondego>document.add(page);<newline46mondego>document.close();<newline46mondego>long filesize = f.length();   //this is the filesize in byte<newline46mondego>f.delete();<newline46mondego>"
"2888splitHere46","10651866splitHere46","Map"
"2889splitHere46","10651866splitHere46","ArrayList"
"2890splitHere46","10651866splitHere46","O(n)"
"2891splitHere46","10651866splitHere46","Map"
"2892splitHere46","10651866splitHere46","ArrayList"
"2893splitHere46","10651950splitHere46","Calendar"
"2894splitHere46","10651950splitHere46","long time"
"2895splitHere46","10651950splitHere46","Calendar"
"2896splitHere46","10652017splitHere46","import java.math.*;<newline46mondego><newline46mondego>public class a<newline46mondego>{<newline46mondego>  public static void printNeighbours(BigDecimal start)<newline46mondego>  {<newline46mondego>    double result1 = start.doubleValue();<newline46mondego>    double result2;<newline46mondego><newline46mondego>    BigDecimal r1 = new BigDecimal(result1);<newline46mondego><newline46mondego>    int com = start.compareTo(r1);<newline46mondego><newline46mondego>    if(com != 0)<newline46mondego>      result2 = Math.nextAfter(result1, com * Double.MAX_VALUE);<newline46mondego>    else<newline46mondego>    {<newline46mondego>      result2 = Math.nextAfter(result1, Double.MAX_VALUE);<newline46mondego>      result1 = Math.nextAfter(result1, -Double.MAX_VALUE);<newline46mondego>      r1 = new BigDecimal(result1);<newline46mondego>    }<newline46mondego><newline46mondego>    BigDecimal r2 = new BigDecimal(result2);<newline46mondego><newline46mondego>    System.out.println(<doubleQuotes46>starting:\t<doubleQuotes46>+start);<newline46mondego><newline46mondego>    if(com<0)<newline46mondego>    {<newline46mondego>      System.out.println(<doubleQuotes46>smaller:\t<doubleQuotes46> + r2);        <newline46mondego>      System.out.println(<doubleQuotes46>bigger:\t\t<doubleQuotes46>+r1);<newline46mondego>    }<newline46mondego>    else<newline46mondego>    {<newline46mondego>      System.out.println(<doubleQuotes46>smaller:\t<doubleQuotes46> + r1);        <newline46mondego>      System.out.println(<doubleQuotes46>bigger:\t\t<doubleQuotes46>+r2);<newline46mondego>    }<newline46mondego><newline46mondego>    System.out.println();<newline46mondego>  }<newline46mondego><newline46mondego>  public static void main(String[] args)<newline46mondego>  {<newline46mondego>    printNeighbours(new BigDecimal(<doubleQuotes46>0.25<doubleQuotes46>));<newline46mondego>    printNeighbours(new BigDecimal(<doubleQuotes46>0.1<doubleQuotes46>));<newline46mondego>    printNeighbours(new BigDecimal(<doubleQuotes46>0.7<doubleQuotes46>));<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"2897splitHere46","10652017splitHere46","starting:   0.25<newline46mondego>smaller:    0.2499999999999999722444243843710864894092082977294921875<newline46mondego>bigger:     0.250000000000000055511151231257827021181583404541015625<newline46mondego><newline46mondego>starting:   0.1<newline46mondego>smaller:    0.09999999999999999167332731531132594682276248931884765625<newline46mondego>bigger:     0.1000000000000000055511151231257827021181583404541015625<newline46mondego><newline46mondego>starting:   0.7<newline46mondego>smaller:    0.6999999999999999555910790149937383830547332763671875<newline46mondego>bigger:     0.70000000000000006661338147750939242541790008544921875<newline46mondego>"
"2898splitHere46","10652060splitHere46","CAT ((?!(APPLE|LION|PANA)).)*? DOG|APPLE ((?!(CAT|LION|PANDA)).)*? ORANGE|LION ((?!(CAT|APPLE|PANDA)).)*? ZEBRA|PANDA ((?!(APPLE|LION)).)*? CAT<newline46mondego>"
"2899splitHere46","10652060splitHere46","substring1 CAT substring2 substring3 DOG substring4 substring5 CAT substring6 APPLE substring7 substring 8 ORANGE ORANGE substring9 DOG substring10 PANDA substring11 CAT substring12 DOG substring13 LION substring10 substring11 ZEBRA substring12 CAT substring13 substring14 APPLE substring15 substring 16 ORANGE  string CAT dkdkdkdkdk CAT dkdkdk dkdkdk ORANGE dkdkdkdk DOG etc. CAT word1 word2 word3 word4 APPLE word5 word6 word7 DOG wordx<newline46mondego>"
"2900splitHere46","10652060splitHere46","CAT substring2 substring3 DOG<newline46mondego>APPLE substring7 substring 8 ORANGE<newline46mondego>PANDA substring11 CAT<newline46mondego>LION substring10 substring11 ZEBRA<newline46mondego>APPLE substring15 substring 16 ORANGE<newline46mondego>CAT dkdkdkdkdk CAT dkdkdk dkdkdk ORANGE dkdkdkdk DOG<newline46mondego>"
"2901splitHere46","10652060splitHere46","CAT word1 word2 word3 word4 APPLE word5 word6 word7 DOG <newline46mondego>"
"2902splitHere46","10652060splitHere46","CAT dkdkdkdkdk CAT dkdkdk dkdkdk ORANGE dkdkdkdk DOG <newline46mondego>"
"2903splitHere46","10652060splitHere46","CAT substring12 DOG<newline46mondego>"
"2904splitHere46","10652060splitHere46","PANDA substring11 CAT<newline46mondego>"
"2905splitHere46","10652060splitHere46","CAT | DOG<newline46mondego>PANDA | CAT<newline46mondego>"
"2906splitHere46","10652163splitHere46","public static void main(String[] args) {<newline46mondego>    int[] array = { 1, 2, 3 };<newline46mondego>    writeOut(array);<newline46mondego>    List<Integer> list = readIn();<newline46mondego>    for (Integer num : list) {<newline46mondego>        System.out.print(num + <doubleQuotes46> <doubleQuotes46> );<newline46mondego>    }<newline46mondego>}<newline46mondego><newline46mondego>public static List<Integer> readIn() {<newline46mondego>    final File file = new File(<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego>    List<Integer> list = new ArrayList<Integer>();<newline46mondego>    Scanner scan;<newline46mondego>    try {<newline46mondego>        scan = new Scanner(file);<newline46mondego>        while (scan.hasNextInt()) {<newline46mondego>            list.add(scan.nextInt());<newline46mondego>        }<newline46mondego>    } catch (FileNotFoundException e) {<newline46mondego>    }<newline46mondego>    return list;<newline46mondego>}<newline46mondego><newline46mondego>public static void writeOut(int[] array) {<newline46mondego>    final File file = new File(<doubleQuotes46>file.txt<doubleQuotes46>);<newline46mondego><newline46mondego>    try {<newline46mondego>        file.createNewFile();<newline46mondego>        final FileWriter writer = new FileWriter(file);<newline46mondego><newline46mondego>        for (int i = 0; i < array.length; i++) {<newline46mondego>            writer.write(Integer.toString(array[i]) + <doubleQuotes46> <doubleQuotes46>);<newline46mondego>        }<newline46mondego>        writer.close();<newline46mondego>        writer.flush();<newline46mondego>    } catch (final IOException e) {<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2907splitHere46","10652225splitHere46","<property name=<doubleQuotes46>age<doubleQuotes46> type=<doubleQuotes46>integer<doubleQuotes46>><newline46mondego>  <column name=<doubleQuotes46>age<doubleQuotes46> not-null=<doubleQuotes46>false<doubleQuotes46> default=<doubleQuotes46>null<doubleQuotes46> /><newline46mondego></property><newline46mondego>"
"2908splitHere46","10652408splitHere46",".setProjection(Projections.property(<doubleQuotes46>firstname<doubleQuotes46>))<newline46mondego>"
"2909splitHere46","10652440splitHere46","if"
"2910splitHere46","10652440splitHere46","else"
"2911splitHere46","10652440splitHere46","if"
"2912splitHere46","10652440splitHere46","else"
"2913splitHere46","10652480splitHere46","@ManyToOne<newline46mondego>@ForeignKey(name=<doubleQuotes46>FK1<doubleQuotes46>)<newline46mondego>public EmployeeTransactionComposite getComposite() {<newline46mondego>    return composite;<newline46mondego>}<newline46mondego>"
"2914splitHere46","10652480splitHere46","@Entity<newline46mondego>class Customer {<newline46mondego>   @EmbeddedId CustomerId id;<newline46mondego>   boolean preferredCustomer;<newline46mondego><newline46mondego>   @MapsId(<doubleQuotes46>userId<doubleQuotes46>)<newline46mondego>   @JoinColumns({<newline46mondego>      @JoinColumn(name=<doubleQuotes46>userfirstname_fk<doubleQuotes46>, referencedColumnName=<doubleQuotes46>firstName<doubleQuotes46>),<newline46mondego>      @JoinColumn(name=<doubleQuotes46>userlastname_fk<doubleQuotes46>, referencedColumnName=<doubleQuotes46>lastName<doubleQuotes46>)<newline46mondego>   })<newline46mondego>   @OneToOne User user;<newline46mondego>}<newline46mondego><newline46mondego>@Embeddable<newline46mondego>class CustomerId implements Serializable {<newline46mondego>   UserId userId;<newline46mondego>   String customerNumber;<newline46mondego><newline46mondego>   //implements equals and hashCode<newline46mondego>}<newline46mondego><newline46mondego>@Entity <newline46mondego>class User {<newline46mondego>   @EmbeddedId UserId id;<newline46mondego>   Integer age;<newline46mondego>}<newline46mondego><newline46mondego>@Embeddable<newline46mondego>class UserId implements Serializable {<newline46mondego>   String firstName;<newline46mondego>   String lastName;<newline46mondego><newline46mondego>   //implements equals and hashCode<newline46mondego>}<newline46mondego>"
"2915splitHere46","10652672splitHere46","select a from Announcement a where a.type = :type order by a.createdDate desc<newline46mondego>"
"2916splitHere46","10652828splitHere46","java.sql.Date"
"2917splitHere46","10652828splitHere46","java.sql.Timestamp"
"2918splitHere46","10652886splitHere46","public void show_alert() {<newline46mondego>        // TODO Auto-generated method stub<newline46mondego><newline46mondego>        final Dialog dia = new Dialog(this);<newline46mondego>        dia.setContentView(R.layout.alert);<newline46mondego>        dia.setTitle(<doubleQuotes46>Select File to import<doubleQuotes46>);<newline46mondego>        dia.setCancelable(true);<newline46mondego><newline46mondego>        list_alert = (ListView) dia.findViewById(R.id.alert_list);<newline46mondego>        list_alert.setAdapter(new ArrayAdapter<String>(getApplicationContext(),<newline46mondego>                android.R.layout.simple_list_item_1,<newline46mondego>                main_genral_class.file_list));<newline46mondego>        list_alert.setOnItemClickListener(new OnItemClickListener() {<newline46mondego>            public void onItemClick(AdapterView<?> arg0, View arg1, int pos,<newline46mondego>                    long arg3) {<newline46mondego>                String fname = main_genral_class.file_list.get(pos);<newline46mondego>                dia.dismiss();<newline46mondego><newline46mondego>            }<newline46mondego>        });<newline46mondego>        dia.show();<newline46mondego>    }<newline46mondego>"
"2919splitHere46","10652886splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>UTF-8<doubleQuotes46>?><newline46mondego>    <LinearLayout xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46><newline46mondego>        android:id=<doubleQuotes46>@+id/linearLayout1<doubleQuotes46><newline46mondego>        android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:layout_height=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>        android:orientation=<doubleQuotes46>vertical<doubleQuotes46> ><newline46mondego><newline46mondego>        <ListView<newline46mondego>            android:id=<doubleQuotes46>@+id/alert_list<doubleQuotes46><newline46mondego>            android:layout_width=<doubleQuotes46>fill_parent<doubleQuotes46><newline46mondego>            android:layout_height=<doubleQuotes46>wrap_content<doubleQuotes46> ><newline46mondego>        </ListView><newline46mondego><newline46mondego>    </LinearLayout><newline46mondego>"
"2920splitHere46","10652907splitHere46","FileInputStream"
"2921splitHere46","10652907splitHere46","FileOutputStream"
"2922splitHere46","10652907splitHere46","FileInputStream"
"2923splitHere46","10652907splitHere46","FileOutputStream"
"2924splitHere46","10652907splitHere46","close()"
"2925splitHere46","10652907splitHere46","finally"
"2926splitHere46","10652937splitHere46","ColorProcessor ip = new ColorProcessor(<newline46mondego>                            ImageIO.read(<newline46mondego>                            new File(<newline46mondego>                            <doubleQuotes46>my_image.jpg<doubleQuotes46>)));<newline46mondego>ip.findEdges();<newline46mondego>BufferedImage bimg = ip.getBufferedImage();<newline46mondego>"
"2927splitHere46","10652939splitHere46","IF NOT EXISTS"
"2928splitHere46","10652939splitHere46","CREATE TABLE"
"2929splitHere46","10652939splitHere46","IF NOT EXISTS"
"2930splitHere46","10652939splitHere46","select version()"
"2931splitHere46","10653006splitHere46","@GET<newline46mondego>@Path(<doubleQuotes46>elements2<doubleQuotes46>)<newline46mondego>public Response getElements2(@HeaderParam(SESSION_TOKEN) String token) {<newline46mondego>      try {<newline46mondego>          if (token == null) {<newline46mondego>              return ResponseFactory.createResponse(401, 4007);<newline46mondego>          }<newline46mondego>          Session session = new Session();<newline46mondego>          if (session.initWithToken(token)) {<newline46mondego>              ElementFacade sf = ElementFacade.getInstance();<newline46mondego>              List<Element> list = sf.getElements(session.getUser());<newline46mondego>              return Response.status(200)<newline46mondego>                      .header(Endpoint.SESSION_TOKEN, session.getToken())<newline46mondego>                      .entity(new GenericEntity<List<Element>>(list) {}).build();<newline46mondego>          }<newline46mondego>          return ResponseFactory.createResponse(403, 4006);<newline46mondego>      } catch (InvalidTokenException e) {<newline46mondego>          return ResponseFactory.createResponse(401, 4005);<newline46mondego>      } catch (SessionTimeoutException e) {<newline46mondego>          return ResponseFactory.createResponse(401, 4004);<newline46mondego>      } catch (Throwable th) {<newline46mondego>          log.error(<doubleQuotes46><doubleQuotes46>, th);<newline46mondego>          return ResponseFactory.createResponse(500, 5099);<newline46mondego>      }<newline46mondego>}<newline46mondego>"
"2932splitHere46","10653016splitHere46","doWork"
"2933splitHere46","10653016splitHere46","session.createSQLQuery(queryStr);<newline46mondego>"
"2934splitHere46","10653016splitHere46","session.doWork(new Work() {<newline46mondego>    @Override<newline46mondego>    public void execute(Connection con) throws SQLException {<newline46mondego><newline46mondego>        try {<newline46mondego>            Statement st = con.createStatement();<newline46mondego>            ResultSet rs = st.executeQuery(queryStr);<newline46mondego>            ResultSetMetaData md = rs.getMetaData();<newline46mondego>            int col = md.getColumnCount();<newline46mondego>            System.out.println(<doubleQuotes46>Number of Column : <doubleQuotes46> + col);<newline46mondego>            System.out.println(<doubleQuotes46>Columns Name: <doubleQuotes46>);<newline46mondego>            for (int i = 1; i <= col; i++) {<newline46mondego>                String col_name = md.getColumnName(i);<newline46mondego>                System.out.println(col_name);<newline46mondego>            }<newline46mondego>        } catch (SQLException s) {<newline46mondego>            System.out.println(<doubleQuotes46>SQL statement is not executed!<doubleQuotes46>);<newline46mondego>        }<newline46mondego>    }<newline46mondego>});<newline46mondego>"
"2935splitHere46","10653017splitHere46","#2"
"2936splitHere46","10653017splitHere46","public void actionB(){<newline46mondego>    synchronized(MyClass.class) {<newline46mondego>      Thread thread = new Thread(new Runnable { run() { actionA(); }});<newline46mondego>      thread.start();<newline46mondego>      thread.join();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2937splitHere46","10653017splitHere46","locks"
"2938splitHere46","10653042splitHere46","public Response Post(String Table, @PathParam(<doubleQuotes46>Name<doubleQuotes46>) String Name, @HeaderParam(<doubleQuotes46>user-agent<doubleQuotes46>) String userAgent) {<newline46mondego>    if (userAgent.contains(<doubleQuotes46>Android<doubleQuotes46>)) {<newline46mondego>        // mobile specific logic<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"2939splitHere46","10653183splitHere46","public static void main ( String[] args )<newline46mondego>{<newline46mondego>    JFrame frame = new JFrame ();<newline46mondego><newline46mondego>    JTree tree = new JTree ();<newline46mondego>    tree.setCellRenderer ( new DefaultTreeCellRenderer ()<newline46mondego>    {<newline46mondego>        private Border border = BorderFactory.createEmptyBorder ( 4, 4, 4, 4 );<newline46mondego><newline46mondego>        public Component getTreeCellRendererComponent ( JTree tree, Object value, boolean sel,<newline46mondego>                                                        boolean expanded, boolean leaf, int row,<newline46mondego>                                                        boolean hasFocus )<newline46mondego>        {<newline46mondego>            JLabel label = ( JLabel ) super<newline46mondego>                    .getTreeCellRendererComponent ( tree, value, sel, expanded, leaf, row,<newline46mondego>                            hasFocus );<newline46mondego>            label.setBorder ( border );<newline46mondego>            return label;<newline46mondego>        }<newline46mondego>    } );<newline46mondego>    frame.add ( tree );<newline46mondego><newline46mondego>    frame.pack ();<newline46mondego>    frame.setLocationRelativeTo ( null );<newline46mondego>    frame.setDefaultCloseOperation ( JFrame.EXIT_ON_CLOSE );<newline46mondego>    frame.setVisible ( true );<newline46mondego>}<newline46mondego>"
"2940splitHere46","10653394splitHere46","NetworkOnMainThreadException"
"2941splitHere46","10653540splitHere46","<h:panelGroup rendered=<doubleQuotes46>#{patientNotePrescriptionVar.prescriptionSchedule.equalsIgnoreCase(patientNotePresBackingBean.sendPrescription)}<doubleQuotes46>><newline46mondego>"
"2942splitHere46","10653540splitHere46","fn:toLowerCase()"
"2943splitHere46","10653540splitHere46","fn:toUpperCase()"
"2944splitHere46","10653540splitHere46","<%@taglib prefix=<doubleQuotes46>fn<doubleQuotes46> uri=<doubleQuotes46>http://java.sun.com/jsp/jstl/functions<doubleQuotes46> %><newline46mondego>...<newline46mondego><h:panelGroup rendered=<doubleQuotes46>#{fn:toLowerCase(patientNotePrescriptionVar.prescriptionSchedule) == fn:toLowerCase(patientNotePresBackingBean.sendPrescription)}<doubleQuotes46>><newline46mondego>"
"2945splitHere46","10653721splitHere46","public interface Function<In, Out> {<newline46mondego>    Out apply(In input);<newline46mondego>}<newline46mondego>"
"2946splitHere46","10653721splitHere46","joinOnMethod(<doubleQuotes46>, <doubleQuotes46>, someList, new Function<T, String>() {<newline46mondego>                 @Override public String apply(T input) {<newline46mondego>                     return input.getName();<newline46mondego>                 }<newline46mondego>             });<newline46mondego>"
"2947splitHere46","10653721splitHere46","private static Function<T, String> NAME_EXTRACTOR = <newline46mondego>    new Function<T, String>() {<newline46mondego>        @Override public String apply(T input) {<newline46mondego>            return input.getName();<newline46mondego>        }<newline46mondego>    };<newline46mondego><newline46mondego>...<newline46mondego><newline46mondego>joinOnMethod(<doubleQuotes46>, <doubleQuotes46>, someList, NAME_EXTRACTOR);<newline46mondego>"
"2948splitHere46","10653731splitHere46","jboss-5.1.0.GA/server/default/deployers/jbossweb.deployer<newline46mondego>"
"2949splitHere46","10653812splitHere46","java.math.MutableBigInteger"
"2950splitHere46","10653812splitHere46","BigInteger"
"2951splitHere46","10653812splitHere46","java.math.MutableBigInteger"
"2952splitHere46","10653817splitHere46","BigDecimal val = new BigDecimal(<doubleQuotes46>0.20<doubleQuotes46>);<newline46mondego>"
"2953splitHere46","10653871splitHere46","public class GLobal{<newline46mondego><newline46mondego>public static void loaddata(Activity act)<newline46mondego>    {<newline46mondego>        Toast.makeText(act, <doubleQuotes46>Working<doubleQuotes46>,Toast.LENGTH_LONG).show();<newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"2954splitHere46","10653871splitHere46","Global.loaddata(this);<newline46mondego>"
"2955splitHere46","10653912splitHere46","A"
"2956splitHere46","10653912splitHere46","B"
"2957splitHere46","10653912splitHere46","i"
"2958splitHere46","10653912splitHere46","A"
"2959splitHere46","10653912splitHere46","i"
"2960splitHere46","10653912splitHere46","B"
