"1splitHere46","12709445splitHere46","Path file = ...<newline46mondego>BasicFileAttributes attrs = Files.readAttributes(file, BasicFileAttributes.class);<newline46mondego>FileTime time = attrs.lastModifiedTime();<newline46mondego>"
"966splitHere46","12734910splitHere46","String currentLine = <doubleQuotes46><%=Pages.getString(\\\<doubleQuotes46>MY_HEADER\\\<doubleQuotes46>)%><doubleQuotes46>; <newline46mondego>Pattern pattern = Pattern.compile(<doubleQuotes46><%=Pages\\.getString\\(\\\\\<doubleQuotes46>([^\\\\]*)<doubleQuotes46>); <newline46mondego>Matcher matcher = pattern.matcher(currentLine); <newline46mondego>while(matcher.find()) {<newline46mondego>    System.out.println(matcher.group(1).toString()); <newline46mondego>}<newline46mondego>"
"967splitHere46","12735002splitHere46","System.out.printf(<doubleQuotes46>%d %f<doubleQuotes46>, n, num)"
"968splitHere46","12735002splitHere46","l"
"969splitHere46","12735002splitHere46","round100th(num);"
"970splitHere46","12735002splitHere46","System.out.printf(<doubleQuotes46>%d %.2f<doubleQuotes46>, n, num)<newline46mondego>"
"971splitHere46","12735153splitHere46","event.stopPropagation()"
"972splitHere46","12735161splitHere46","public void theFunc() {<newline46mondego>     this.show = true;<newline46mondego>  }<newline46mondego>"
"973splitHere46","12735161splitHere46","public String doFunc() {<newline46mondego>     this.show = true;<newline46mondego>     return null;<newline46mondego>  }<newline46mondego>"
"974splitHere46","12735161splitHere46","<h:commandLink action=<doubleQuotes46>#{myBean.doFunc}<doubleQuotes46>><newline46mondego>"
"975splitHere46","12735161splitHere46","<h:panelGroup id=<doubleQuotes46>parentPanelGroupId<doubleQuotes46>><newline46mondego><newline46mondego>    <h:panelGroup id=<doubleQuotes46>Panel_1<doubleQuotes46> rendered=<doubleQuotes46>#{myBean.show}<doubleQuotes46>><newline46mondego>        ...<newline46mondego>        Some rubbish here<newline46mondego>        ...<newline46mondego>    </h:panelGroup><newline46mondego><newline46mondego></h:panelGroup><newline46mondego><newline46mondego><h:panelGroup id=<doubleQuotes46>Panel_2<doubleQuotes46>><newline46mondego>   <h:commandLink action=<doubleQuotes46>#{myBean.doFunc}<doubleQuotes46>><newline46mondego>      <f:ajax render=<doubleQuotes46>parentPanelGroupId<doubleQuotes46>/><newline46mondego>      <h:outputText value=<doubleQuotes46>SHOW/HIDE PANEL 1<doubleQuotes46> /><newline46mondego>   </h:commandLink><newline46mondego></h:panelGroup><newline46mondego>"
"976splitHere46","12735333splitHere46","/usr/local/bin"
"977splitHere46","12735333splitHere46","C:\Program Files\..."
"978splitHere46","12735333splitHere46","System.getProperties()"
"979splitHere46","12735333splitHere46","java.util.prefs"
"980splitHere46","12735384splitHere46","currentclass.put(<doubleQuotes46>John<doubleQuotes46>, customclass.get(<doubleQuotes46>John<doubleQuotes46> + 1));<newline46mondego>"
"981splitHere46","12735384splitHere46","putAll"
"982splitHere46","12735384splitHere46","Map"
"983splitHere46","12735384splitHere46","currentclass.putAll(customclass);<newline46mondego>"
"984splitHere46","12735412splitHere46","AddCommandTest.java"
"985splitHere46","12735412splitHere46","*"
"986splitHere46","12735412splitHere46","."
"987splitHere46","12735412splitHere46","testAddWholeRepo()"
"988splitHere46","12735412splitHere46","git.add().addFilepattern(<doubleQuotes46>.<doubleQuotes46>).call();<newline46mondego>"
"989splitHere46","12735412splitHere46","Exception in thread <doubleQuotes46>main<doubleQuotes46> org.eclipse.jgit.errors.NoWorkTreeException: <newline46mondego>Bare Repository has neither a working tree, nor an index<newline46mondego>"
"990splitHere46","12735412splitHere46","testCloneRepository()"
"991splitHere46","12735490splitHere46","String[] split = input.split(<doubleQuotes46>u|n<doubleQuotes46>);<newline46mondego>"
"992splitHere46","12735490splitHere46","u|n"
"993splitHere46","12735490splitHere46","u"
"994splitHere46","12735490splitHere46","n"
"995splitHere46","12735490splitHere46","String input = <doubleQuotes46>118u121u23n24<doubleQuotes46>;<newline46mondego>    String[] s2;<newline46mondego>    ArrayList<String> main = new ArrayList<String>();<newline46mondego><newline46mondego>    String[] split = input.split(<doubleQuotes46>u<doubleQuotes46>);<newline46mondego>    for(int x=0; split.length>x; x++){<newline46mondego>        s2 = split[x].split(<doubleQuotes46>n<doubleQuotes46>);<newline46mondego><newline46mondego>        for(int k=0; k<s2.length; k++){<newline46mondego>            main.add(s2[k]);<newline46mondego>            if(s2.length>k+1)<newline46mondego>                main.add(<doubleQuotes46>n<doubleQuotes46>);<newline46mondego>        }<newline46mondego><newline46mondego>        if(split.length>x+1)<newline46mondego>            main.add(<doubleQuotes46>+<doubleQuotes46>);<newline46mondego>    }<newline46mondego>    // print main array to test<newline46mondego>    for(int i=0;i<main.size();i++)<newline46mondego>        System.out.println(main.get(i)); <newline46mondego>"
"996splitHere46","12735504splitHere46","LocalBroadcastManager.getInstance(this)<newline46mondego>                     .sendBroadcast(new IntentFilter(<doubleQuotes46>some string to use as action<doubleQuotes46>));<newline46mondego>"
"997splitHere46","12735546splitHere46","public class HelpDeskTest implements EntryPoint {<newline46mondego>private final HelpDeskTestServiceAsync helpDeskTest= GWT.create (HelpDeskTest.class);<newline46mondego>"
"998splitHere46","12735546splitHere46","public class HelpDeskTest implements EntryPoint {<newline46mondego>private final HelpDeskTestServiceAsync helpDeskTest= GWT.create (HelpDeskTestService.class);<newline46mondego>"
"999splitHere46","12735609splitHere46","HttpResponse response = httpclient.execute(httpget);<newline46mondego>StringBuilder sb = new StringBuilder();<newline46mondego>DataInputStream in = new DataInputStream(response.getEntity().getContent()); <newline46mondego>String line;     <newline46mondego>while ((line = in.readLine()) != null) { <newline46mondego>    sb.append(line);<newline46mondego>} <newline46mondego>in.close(); <newline46mondego>String json = sb.toString(); <newline46mondego>"
"1000splitHere46","12735670splitHere46","JOptionPane.showInputDialog"
"1001splitHere46","12735670splitHere46","JDialog"
"1002splitHere46","12735670splitHere46","JDialog"
"1003splitHere46","12735688splitHere46","com.sun.tools.javac.Main.main()"
"1004splitHere46","12735688splitHere46","tools.jar"
"1005splitHere46","12735688splitHere46","$JAVA_HOME/lib"
"1006splitHere46","12735819splitHere46","null"
"1007splitHere46","12735819splitHere46","null"
"1008splitHere46","12735819splitHere46","null"
"1009splitHere46","12735819splitHere46","ArrayList"
"1010splitHere46","12735819splitHere46","toArray"
"1011splitHere46","12735819splitHere46","ArrayList"
"1012splitHere46","12735819splitHere46","Student"
"1013splitHere46","12735819splitHere46","j"
"1014splitHere46","12735819splitHere46","Arrays.copyOf"
"1015splitHere46","12735819splitHere46","System.arraycopy"
"1016splitHere46","12735872splitHere46","getMonthOfYear()"
"1017splitHere46","12736055splitHere46","for(Customer"
"1018splitHere46","12736055splitHere46","preferredCustomers"
"1019splitHere46","12736055splitHere46","null"
"1020splitHere46","12736055splitHere46","customer.getAccountList()"
"1021splitHere46","12736055splitHere46","preferredCustomers"
"1022splitHere46","12736055splitHere46","null"
"1023splitHere46","12736055splitHere46","for(Account account"
"1024splitHere46","12736055splitHere46","preferredCustomers"
"1025splitHere46","12736055splitHere46","null"
"1026splitHere46","12736055splitHere46","totalAssets+=account.getBalance();"
"1027splitHere46","12736055splitHere46","null"
"1028splitHere46","12736055splitHere46","null"
"1029splitHere46","12736055splitHere46","Long"
"1030splitHere46","12736106splitHere46","public VendorBean getVendor() {<newline46mondego>    return vendor;<newline46mondego>}<newline46mondego>"
"1031splitHere46","12736170splitHere46","Socket"
"1032splitHere46","12736170splitHere46","PrintWriter"
"1033splitHere46","12736170splitHere46","synchronized"
"1034splitHere46","12736170splitHere46","PrintWriter"
"1035splitHere46","12736170splitHere46","public void println(int x) {<newline46mondego>    synchronized (lock) {<newline46mondego>        print(x);<newline46mondego>        println();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1036splitHere46","12736227splitHere46","output.write(...)"
"1037splitHere46","12736227splitHere46","myList"
"1038splitHere46","12736227splitHere46","myList.addWord(curr);"
"1039splitHere46","12736227splitHere46","myList"
"1040splitHere46","12736227splitHere46","myList"
"1041splitHere46","12736227splitHere46","synchronized (myList) {<newline46mondego>      output.write(mylist);<newline46mondego>  }<newline46mondego>  ...<newline46mondego><newline46mondego>  synchronized (myList) {<newline46mondego>      myList.addWord(curr);<newline46mondego> }<newline46mondego>"
"1042splitHere46","12736227splitHere46","myList"
"1043splitHere46","12736227splitHere46","Collections"
"1044splitHere46","12736227splitHere46","List<String> myList = Collections.synchronizedList(new ArrayList<String>());<newline46mondego>"
"1045splitHere46","12736227splitHere46","ConcurrentLinkedQueue"
"1046splitHere46","12736312splitHere46","UserGroups ug = em1.find(UserGroups.class, ...); // entity manager 1<newline46mondego>User u = em2.find(User.class, ...); // entity manager 2<newline46mondego><newline46mondego>// exception will be thrown on commit <newline46mondego>// - from the point of view of em1, <doubleQuotes46>u<doubleQuotes46> is detached<newline46mondego>ug.getUsers().add(u); <newline46mondego>"
"1047splitHere46","12736312splitHere46","em1.merge(u)"
"1048splitHere46","12736312splitHere46","User"
"1049splitHere46","12736389splitHere46","Executors"
"1050splitHere46","12736389splitHere46","serverList"
"1051splitHere46","12736389splitHere46","shutdown()"
"1052splitHere46","12736389splitHere46","awaitTermination()"
"1053splitHere46","12736389splitHere46","CompletionService"
"1054splitHere46","12736457splitHere46","getSnapshot()"
"1055splitHere46","12736457splitHere46","System.out.println(<doubleQuotes46>Test start<doubleQuotes46>);<newline46mondego>Thread.currentThread().join();<newline46mondego>System.out.println(<doubleQuotes46>Test stop<doubleQuotes46>);<newline46mondego>"
"1056splitHere46","12736662splitHere46","VerifyListener"
"1057splitHere46","12736662splitHere46","e.text"
"1058splitHere46","12736662splitHere46","e.start"
"1059splitHere46","12736662splitHere46","e.end"
"1060splitHere46","12736662splitHere46","getText()"
"1061splitHere46","12736662splitHere46","ModifyListener"
"1062splitHere46","12736662splitHere46","txtPort.addVerifyListener(new VerifyListener() {  <newline46mondego>    @Override  <newline46mondego>    public void verifyText(VerifyEvent e) {<newline46mondego>        /* Notice how we combine the old and new below */<newline46mondego>        String currentText = ((Text)e.widget).getText();<newline46mondego>        String port =  currentText.substring(0, e.start) + e.text + currentText.substring(e.end);<newline46mondego>        try{  <newline46mondego>            int portNum = Integer.valueOf(port);  <newline46mondego>            if(portNum <0 || portNum > 65535){  <newline46mondego>                e.doit = false;  <newline46mondego>            }  <newline46mondego>        }  <newline46mondego>        catch(NumberFormatException ex){  <newline46mondego>            if(!port.equals(<doubleQuotes46><doubleQuotes46>))<newline46mondego>                e.doit = false;  <newline46mondego>        }  <newline46mondego>    }  <newline46mondego>});<newline46mondego>"
"1063splitHere46","12736786splitHere46","<?xml version=<doubleQuotes46>1.0<doubleQuotes46> encoding=<doubleQuotes46>utf-8<doubleQuotes46>?><newline46mondego>    <selector xmlns:android=<doubleQuotes46>http://schemas.android.com/apk/res/android<doubleQuotes46>><newline46mondego>        <item android:state_pressed=<doubleQuotes46>true<doubleQuotes46><newline46mondego>              android:color=<doubleQuotes46>#ff0000<doubleQuotes46>/> <!-- pressed --><newline46mondego>        <item android:color=<doubleQuotes46>#ffffff<doubleQuotes46>/> <!-- default --><newline46mondego>    </selector><newline46mondego>"
"1064splitHere46","12736930splitHere46","setCustomTitle(View v)"
"1065splitHere46","12736930splitHere46","TextView"
"1066splitHere46","12736930splitHere46","DialogInterface"
"1067splitHere46","12736930splitHere46","AlertDialog"
"1068splitHere46","12736930splitHere46","onClick()"
"1069splitHere46","12736930splitHere46","((AlertDialog)dialog)<newline46mondego>"
"1070splitHere46","12736930splitHere46","((AlertDialog)dialog).findViewById(R.id.YOUR_TITLE_TEXTVIEW_ID).getText()<newline46mondego>"
"1071splitHere46","12736993splitHere46","JSpinner#getValue"
"1072splitHere46","12736993splitHere46","SpinnerDataModel"
"1073splitHere46","12736993splitHere46","Runnable"
"1074splitHere46","12736993splitHere46","Thread"
"1075splitHere46","12736993splitHere46","JSpinner"
"1076splitHere46","12736993splitHere46","SpinnerDateModel"
"1077splitHere46","12736993splitHere46","SpinnerDateModel dateModel = ...;<newline46mondego>...<newline46mondego>setSeasonalColor(dateModel.getDate());<newline46mondego>"
"1078splitHere46","12736993splitHere46","Date"
"1079splitHere46","12736993splitHere46","SwingWorker"
"1080splitHere46","12736993splitHere46","Thread"
"1081splitHere46","12737001splitHere46","public static Map<String, Set<String>> reverse (Map <String, Set<String>> graph) {<newline46mondego>    Map<String, Set<String>> result = new HashMap<String, Set<String>>();<newline46mondego>    for (Map.Entry<String, Set<String>> graphEntry: graph.entrySet()) {<newline46mondego>        for (String graphValue: graphEntry.getValue()) {<newline46mondego>            Set<String> set = result.get(graphValue);<newline46mondego>            if (set == null) {<newline46mondego>                set = new HashSet<String>();<newline46mondego>                result.put(graphValue, set);<newline46mondego>            }<newline46mondego>            set.add(graphEntry.getKey());<newline46mondego>        }<newline46mondego>    }<newline46mondego>    return result;<newline46mondego>}<newline46mondego>"
"1082splitHere46","12737102splitHere46","selectedFile"
"1083splitHere46","12737102splitHere46","JFileChooser fc = new JFileChooser();<newline46mondego>fc.showOpenDialog(null);<newline46mondego>File selected = fc.getSelectedFile();<newline46mondego>System.out.println(<doubleQuotes46>You selected <doubleQuotes46> + selected);<newline46mondego><newline46mondego>File currentDirectory = fc.getCurrentDirectory();<newline46mondego>// Hack alert<newline46mondego>fc.setSelectedFile(new File(<doubleQuotes46><doubleQuotes46>));<newline46mondego>fc.setCurrentDirectory(currentDirectory);<newline46mondego><newline46mondego>fc.showOpenDialog(null);<newline46mondego>selected = fc.getSelectedFile();<newline46mondego><newline46mondego>System.out.println(<doubleQuotes46>You selected <doubleQuotes46> + selected);<newline46mondego>"
"1084splitHere46","12737102splitHere46","SELECTED_FILE_CHANGED_PROPERTY"
"1085splitHere46","12737102splitHere46","null"
"1086splitHere46","12737155splitHere46","class TestB extends TestA {<newline46mondego>    Object myCopyOfFoo;<newline46mondego><newline46mondego>    // I assume you actually wanted this to take a parameter called foo?<newline46mondego>    // I've left it as per the question...<newline46mondego>    TestB() {<newline46mondego>        this(new Object());<newline46mondego>    }<newline46mondego><newline46mondego>    private TestB(Object copy) {<newline46mondego>        super(copy);<newline46mondego>        myCopyOfFoo = copy;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1087splitHere46","12737155splitHere46","class ClassB extends ClassA {<newline46mondego>    private final Foo copyOfInput;<newline46mondego><newline46mondego>    ClassB(Foo input) {<newline46mondego>        super(input = input.clone());<newline46mondego>        copyOfInput = input;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1088splitHere46","12737418splitHere46","JTextArea"
"1089splitHere46","12737418splitHere46","public class PaintingExample {<newline46mondego><newline46mondego>    public PaintingExample() {<newline46mondego><newline46mondego>        JFrame frame = new JFrame(<doubleQuotes46>Painting on Image<doubleQuotes46>);<newline46mondego>        frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>        frame.setLayout(new BorderLayout());<newline46mondego>        frame.add(new PaintSurface());<newline46mondego><newline46mondego>        frame.pack();<newline46mondego>        frame.setLocationByPlatform(true);<newline46mondego>        frame.setVisible(true);<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String... args) {<newline46mondego>        SwingUtilities.invokeLater(new Runnable() {<newline46mondego>            public void run() {<newline46mondego>                new PaintingExample();<newline46mondego>            }<newline46mondego>        });<newline46mondego>    }<newline46mondego><newline46mondego>    protected class PaintSurface extends JPanel {<newline46mondego><newline46mondego>        private JTextArea renderer;<newline46mondego>        private BufferedImage background;<newline46mondego><newline46mondego>        public PaintSurface() {<newline46mondego><newline46mondego>            try {<newline46mondego>                background = ImageIO.read(new File(<doubleQuotes46>path/to/your/background/image<doubleQuotes46>));<newline46mondego>            } catch (IOException ex) {<newline46mondego>                ex.printStackTrace();<newline46mondego>            }<newline46mondego><newline46mondego>            setLayout(null);<newline46mondego>            setFocusable(true);<newline46mondego><newline46mondego>            addMouseListener(new MouseAdapter() {<newline46mondego>                @Override<newline46mondego>                public void mouseClicked(MouseEvent e) {<newline46mondego><newline46mondego>                    if (renderer.getParent() == null) {<newline46mondego><newline46mondego>                        renderer.setText(<doubleQuotes46>Text<doubleQuotes46>);<newline46mondego>                        renderer.setLocation(e.getPoint());<newline46mondego>                        add(renderer);<newline46mondego><newline46mondego>                        renderer.requestFocusInWindow();<newline46mondego>                        renderer.selectAll();<newline46mondego><newline46mondego>                        repaint();<newline46mondego><newline46mondego>                    } else {<newline46mondego>                        requestFocusInWindow();<newline46mondego>                    }<newline46mondego><newline46mondego>                }<newline46mondego>            });<newline46mondego><newline46mondego>            renderer = new JTextArea();<newline46mondego>            renderer.setBorder(new LineBorder(Color.RED));<newline46mondego>            renderer.setOpaque(false);<newline46mondego>            renderer.getDocument().addDocumentListener(new DocumentListener() {<newline46mondego>                protected void updateSize() {<newline46mondego>                    renderer.setSize(renderer.getPreferredSize());<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void insertUpdate(DocumentEvent e) {<newline46mondego>                    updateSize();<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void removeUpdate(DocumentEvent e) {<newline46mondego>                    updateSize();<newline46mondego>                }<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void changedUpdate(DocumentEvent e) {<newline46mondego>                    updateSize();<newline46mondego>                }<newline46mondego>            });<newline46mondego>            renderer.addFocusListener(new FocusAdapter() {<newline46mondego><newline46mondego>                @Override<newline46mondego>                public void focusLost(FocusEvent e) {<newline46mondego>                    remove(renderer);<newline46mondego>                    repaint();<newline46mondego>                    // You would need to capture the text here and store it some how...<newline46mondego>                }<newline46mondego><newline46mondego>            });<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        public Dimension getPreferredSize() {<newline46mondego><newline46mondego>            Dimension size = super.getPreferredSize();<newline46mondego>            if (background != null) {<newline46mondego>                size = new Dimension(background.getWidth(), background.getHeight());<newline46mondego>            }<newline46mondego><newline46mondego>            return size;<newline46mondego>        }<newline46mondego><newline46mondego>        @Override<newline46mondego>        protected void paintComponent(Graphics g) {<newline46mondego><newline46mondego>            super.paintComponent(g);<newline46mondego><newline46mondego>            if (background != null) {<newline46mondego>                g.drawImage(background, 0, 0, this);<newline46mondego>            }<newline46mondego><newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1090splitHere46","12737418splitHere46","JTextArea"
"1091splitHere46","12737438splitHere46","public interface Player<T extends Player<T>> {<newline46mondego>    void setPartner(T partner);<newline46mondego>}<newline46mondego><newline46mondego>public class Human implements Player<Human> {<newline46mondego>    private Human partner;<newline46mondego><newline46mondego>    public void setPartner(Human partner) {<newline46mondego>        this.partner = partner;<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1092splitHere46","12737806splitHere46","i < SIZE"
"1093splitHere46","12737806splitHere46","i < SIZE-1"
"1094splitHere46","12738009splitHere46","public class MyCustomClass<T> extends JComboBox<T><newline46mondego>"
"1095splitHere46","12738227splitHere46","GenerationType.AUTO"
"1096splitHere46","12738227splitHere46","GenerationType.SEQUENCE"
"1097splitHere46","12738227splitHere46","org.hibernate.id.enhanced.SequenceStyleGenerator"
"1098splitHere46","12738227splitHere46","hibernate.id.new_generator_mappings"
"1099splitHere46","12738227splitHere46","prefer_sequence_per_entity"
"1100splitHere46","12738229splitHere46","TreeSet<Integer> sortedSet"
"1101splitHere46","12738229splitHere46","import java.util.*;<newline46mondego><newline46mondego>public class Test {<newline46mondego><newline46mondego>    public static Map<String, Integer> sortByValue(Map<String, Integer> map) {<newline46mondego>        List list = new LinkedList(map.entrySet());<newline46mondego>        Collections.sort(list, new Comparator() {<newline46mondego><newline46mondego>            @Override<newline46mondego>            public int compare(Object o1, Object o2) {<newline46mondego>                return ((Comparable) ((Map.Entry) (o2)).getValue()).compareTo(((Map.Entry) (o1)).getValue());<newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>        Map result = new LinkedHashMap();<newline46mondego>        for (Iterator it = list.iterator(); it.hasNext();) {<newline46mondego>            Map.Entry entry = (Map.Entry) it.next();<newline46mondego>            result.put(entry.getKey(), entry.getValue());<newline46mondego>        }<newline46mondego>        return result;<newline46mondego>    }<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego><newline46mondego>        HashMap<String, Integer> map = new HashMap<String, Integer>();<newline46mondego><newline46mondego>        map.put(<doubleQuotes46>item1<doubleQuotes46>, 1);<newline46mondego>        map.put(<doubleQuotes46>item2<doubleQuotes46>, 2);<newline46mondego>        map.put(<doubleQuotes46>item3<doubleQuotes46>, 1);<newline46mondego>        map.put(<doubleQuotes46>item4<doubleQuotes46>, 7);<newline46mondego>        map.put(<doubleQuotes46>item5<doubleQuotes46>, 3);<newline46mondego>        map.put(<doubleQuotes46>item6<doubleQuotes46>, 4);<newline46mondego><newline46mondego>        for (Map.Entry<String, Integer> entry : map.entrySet()) {<newline46mondego>            System.out.println(<doubleQuotes46>Item is:<doubleQuotes46> + entry.getKey() + <doubleQuotes46> with value:<doubleQuotes46><newline46mondego>                    + entry.getValue());<newline46mondego>        }<newline46mondego><newline46mondego>        System.out.println(<doubleQuotes46>*******<doubleQuotes46>);<newline46mondego><newline46mondego>        Map<String,Integer> sortedMap = Test.sortByValue(map);<newline46mondego><newline46mondego>        for (Map.Entry<String, Integer> entry : sortedMap.entrySet()) {<newline46mondego>            System.out.println(<doubleQuotes46>Item is:<doubleQuotes46> + entry.getKey() + <doubleQuotes46> with value:<doubleQuotes46><newline46mondego>                    + entry.getValue());<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1102splitHere46","12738229splitHere46","Item is:item4 with value:7<newline46mondego>Item is:item2 with value:2<newline46mondego>Item is:item3 with value:1<newline46mondego>Item is:item1 with value:1<newline46mondego>Item is:item6 with value:4<newline46mondego>Item is:item5 with value:3<newline46mondego>*******<newline46mondego>Item is:item4 with value:7<newline46mondego>Item is:item6 with value:4<newline46mondego>Item is:item5 with value:3<newline46mondego>Item is:item2 with value:2<newline46mondego>Item is:item3 with value:1<newline46mondego>Item is:item1 with value:1<newline46mondego>"
"1103splitHere46","12738229splitHere46","//HERE YOU ARE GETTING ALL THE VALUES<newline46mondego>List<Integer> mapValues = new ArrayList<Integer>(tempMap.values());<newline46mondego>HashMap<String, Integer> sortedMap = new LinkedHashMap<String, Integer>();<newline46mondego><newline46mondego>//YOU ARE INSERTING THE VALUES TO A TreeSet WHICH WILL REMOVE DUPLICATES<newline46mondego>TreeSet<Integer> sortedSet = new TreeSet<Integer>(mapValues);<newline46mondego>"
"1104splitHere46","12738348splitHere46","BorderFactory.createDashedBorder(Paint)"
"1105splitHere46","12738377splitHere46","PreferenceManager.getDefaultSharedPreferences(activity).edit().putInt(<doubleQuotes46>COLOR<doubleQuotes46>,color);<newline46mondego>"
"1106splitHere46","12738377splitHere46","PreferenceManager.getDefaultSharedPreferences(activity).getInt(<doubleQuotes46>COLOR<doubleQuotes46>,Color.BLACK);<newline46mondego>"
"1107splitHere46","12738471splitHere46","setBounds(x, y, w, h)"
"1108splitHere46","12738471splitHere46","Rectangle"
"1109splitHere46","12738471splitHere46","board[row][col].paint(g);<newline46mondego>g.setColor(Color.yellow);<newline46mondego>g.fillRect(0, 0, 195, 215);<newline46mondego>"
"1110splitHere46","12738471splitHere46","super.paint()"
"1111splitHere46","12738471splitHere46","super"
"1112splitHere46","12738471splitHere46","paint"
"1113splitHere46","12738471splitHere46","paintComponent"
"1114splitHere46","12738471splitHere46","public class TestBoard {<newline46mondego><newline46mondego>    public static void main(String[] args) {<newline46mondego>        new TestBoard();<newline46mondego>    }<newline46mondego><newline46mondego>    public TestBoard() {<newline46mondego><newline46mondego>        EventQueue.invokeLater(new Runnable() {<newline46mondego>            @Override<newline46mondego>            public void run() {<newline46mondego><newline46mondego>                new GameBoard();<newline46mondego><newline46mondego>            }<newline46mondego>        });<newline46mondego><newline46mondego>    }<newline46mondego><newline46mondego>    public class GameBoard extends JFrame {<newline46mondego><newline46mondego>        public GameBoard() {<newline46mondego><newline46mondego>            JFrame frame = new JFrame();<newline46mondego>            frame.setDefaultCloseOperation(JFrame.EXIT_ON_CLOSE);<newline46mondego>            frame.setLayout(new GridBagLayout());<newline46mondego>            GridBagConstraints gbc = new GridBagConstraints();<newline46mondego>            gbc.gridx = 0;<newline46mondego>            gbc.gridy = 0;<newline46mondego><newline46mondego>            Rectangle1 board[][] = new Rectangle1[3][3];<newline46mondego>            for (int row = 0; row < board.length; row++) {<newline46mondego><newline46mondego>                gbc.gridx = 0;<newline46mondego><newline46mondego>                for (int col = 0; col < board[row].length; col++) {<newline46mondego>                    board[row][col] = new Rectangle1(195, 215);<newline46mondego>                    if ((row + col) % 2 == 0) {<newline46mondego>                        board[row][col].setBackground(Color.YELLOW);<newline46mondego>                    } else {<newline46mondego>                        board[row][col].setBackground(Color.RED);<newline46mondego>                    }<newline46mondego>                    frame.add(board[row][col], gbc);<newline46mondego>                    gbc.gridx++;<newline46mondego>                }<newline46mondego><newline46mondego>                gbc.gridy++;<newline46mondego><newline46mondego>            }<newline46mondego><newline46mondego>            frame.pack();<newline46mondego>            frame.setVisible(true);<newline46mondego><newline46mondego>        }<newline46mondego>    }<newline46mondego><newline46mondego>    public class Rectangle1 extends JPanel {<newline46mondego><newline46mondego>        public Rectangle1(int w, int h) {<newline46mondego>            setPreferredSize(new Dimension(w, h));<newline46mondego>        }<newline46mondego><newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1115splitHere46","12738471splitHere46","GridBagLayout"
"1116splitHere46","12738471splitHere46","JComponents"
"1117splitHere46","12738471splitHere46","JPanel"
"1118splitHere46","12738479splitHere46","ScriptException"
"1119splitHere46","12738479splitHere46","WebClient"
"1120splitHere46","12738506splitHere46","class CustomerActionListener implements ActionListener<newline46mondego>{<newline46mondego>  private JComboBox<String> comboBox;<newline46mondego>  public CustomerActionListener(JComboBox<String> comboBox){<newline46mondego>    this.comboBox = comboBox;<newline46mondego>  }<newline46mondego>  @Override<newline46mondego>  public void actionPerformed(ActionEvent event)<newline46mondego>  {<newline46mondego>    // Just use the comboBox<newline46mondego>    ComboBoxModel<String> model = comboBox.getModel();<newline46mondego>    int index = comboBox.getSelectedIndex();<newline46mondego>    String choosen = model.getElementAt(index);<newline46mondego>    System.out.println(<doubleQuotes46>Hey you choose <doubleQuotes46>+choosen);<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1121splitHere46","12738533splitHere46","sin()"
"1122splitHere46","12738533splitHere46","cos()"
"1123splitHere46","12738533splitHere46","double velocity_x = 22 * Math.sin(10 * Math.PI / 180);<newline46mondego>"
"1124splitHere46","12738559splitHere46","MessageBodyWorkers workers = client().getMessageBodyWorkers();<newline46mondego>"
"1125splitHere46","12738783splitHere46","_log.info(String.format(<doubleQuotes46>obj id: %s<doubleQuotes46>, (obj == null ? obj : obj.objId())));"
"1126splitHere46","12738851splitHere46","import org.zkoss.zk.ui.event.Event;<newline46mondego>import org.zkoss.zk.ui.util.EventInterceptor;<newline46mondego><newline46mondego>public class LogEventInterceptor implements EventInterceptor {<newline46mondego><newline46mondego>public Event beforeProcessEvent(Event event) {<newline46mondego>    System.out.println(event.getName() + <doubleQuotes46> event received for + <doubleQuotes46><newline46mondego>            + event.getTarget().getId() + <doubleQuotes46>!!!<doubleQuotes46>);<newline46mondego>    return event;<newline46mondego>}<newline46mondego>// rest of the impl<newline46mondego>"
"1127splitHere46","12738851splitHere46","<listener><newline46mondego>    <listener-class>foo.LogEventInterceptor</listener-class><newline46mondego></listener><newline46mondego>"
