"1splitHere46","11286360splitHere46","if(arg0.getId() == R.id.buttonId)<newline46mondego>{<newline46mondego>//Code for this button<newline46mondego>}<newline46mondego>else if(arg0.getId() == R.id.buttonId2)<newline46mondego>{<newline46mondego>//Code for second button<newline46mondego>}<newline46mondego>"
"1168splitHere46","11319469splitHere46","Double.parseDouble"
"1169splitHere46","11319469splitHere46","double number = Double.parseDouble(<doubleQuotes46>0.686357E-01<doubleQuotes46>);<newline46mondego>"
"1170splitHere46","11319517splitHere46","Table B.1<newline46mondego>Table B.2<newline46mondego>"
"1171splitHere46","11319571splitHere46","System.out.println(cs1.encode(str).remaining());<newline46mondego>System.out.println(cs2.encode(str).remaining());<newline46mondego>"
"1172splitHere46","11319571splitHere46","10<newline46mondego>10<newline46mondego>"
"1173splitHere46","11319571splitHere46","public static void main(String[] args) {<newline46mondego>  //String str = <doubleQuotes46>aaaaaaaaa<doubleQuotes46>;<newline46mondego>  String str = <doubleQuotes46>aaaaaaaaaa<doubleQuotes46>;<newline46mondego>  Charset cs1 = Charset.forName(<doubleQuotes46>ASCII<doubleQuotes46>);<newline46mondego>  Charset cs2 = Charset.forName(<doubleQuotes46>utf8<doubleQuotes46>);<newline46mondego><newline46mondego>  System.out.println(toHex(cs1.encode(str)));<newline46mondego>  System.out.println(toHex(cs2.encode(str)));<newline46mondego>}<newline46mondego><newline46mondego>public static String toHex(ByteBuffer buff) {<newline46mondego>  StringBuilder builder = new StringBuilder();<newline46mondego>  while (buff.remaining() > 0) {<newline46mondego>    builder.append(String.format(<doubleQuotes46>%02x<doubleQuotes46>, buff.get()));<newline46mondego>  }<newline46mondego>  return builder.toString();<newline46mondego>}<newline46mondego>"
"1174splitHere46","11319571splitHere46","61616161616161616161<newline46mondego>61616161616161616161<newline46mondego>"
"1175splitHere46","11319985splitHere46","System.nanoTime()"
"1176splitHere46","11320291splitHere46","public String getSetterName(String property) {<newline46mondego>    StringBuilder methodName     = new StringBuilder();<newline46mondego>    Character     firstCharacter = Character.toUpperCase(property.charAt(0));<newline46mondego><newline46mondego>    methodName.append(<doubleQuotes46>set<doubleQuotes46>).append(firstCharacter).append(property.substring(1));<newline46mondego>    return methodName.toString();<newline46mondego>}<newline46mondego><newline46mondego>public void callSetters(Bean bean, String properties[], Object values[]) {<newline46mondego>    for (int idx = 0; idx < properties.length; idx++) {<newline46mondego>        String property   = properties[idx];<newline46mondego>        Object value      = values[idx];<newline46mondego>        String setterName = getSetterName(property);<newline46mondego><newline46mondego>        try {<newline46mondego>            Method method = Bean.class.getMethod(setterName);<newline46mondego>            method.invoke(bean, value);<newline46mondego>        } catch (NoSuchMethodException nsmE) {<newline46mondego>            // method doesn't exist for the given property, handle...<newline46mondego>        } catch (InvocationTargetException itE) {<newline46mondego>            // failed to invoke on target, handle...<newline46mondego>        } catch (IllegalAccessException iaE) {<newline46mondego>            // can't access method, handle...<newline46mondego>        }<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1177splitHere46","11320291splitHere46","properties"
"1178splitHere46","11320291splitHere46","values"
"1179splitHere46","11320291splitHere46","property"
"1180splitHere46","11320291splitHere46","value"
"1181splitHere46","11320291splitHere46","myName"
"1182splitHere46","11320291splitHere46","setMyName"
"1183splitHere46","11320350splitHere46","osEvent"
"1184splitHere46","11320350splitHere46","//osEvent<newline46mondego>synchronized(this.list) {<newline46mondego>   list.add( new Particle( message.x, message.y ) );<newline46mondego>}<newline46mondego><newline46mondego>//draw<newline46mondego>synchronized(this.list) {<newline46mondego>  for( Particle p : list )<newline46mondego>    {<newline46mondego>        p.draw();<newline46mondego>        if( p.isComplete ) {<newline46mondego>            completedParticles.add( p );<newline46mondego>        }   <newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1185splitHere46","11320350splitHere46","ConcurrentModificationException"
"1186splitHere46","11320350splitHere46","ConcurrentModificationException"
"1187splitHere46","11320350splitHere46","List<Book> books = new ArrayList<Book>();<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-2<doubleQuotes46>)));<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-3<doubleQuotes46>)));<newline46mondego>books.add(new Book(new ISBN(<doubleQuotes46>0-201-63361-4<doubleQuotes46>)));<newline46mondego>"
"1188splitHere46","11320350splitHere46","ISBN isbn = new ISBN(<doubleQuotes46>0-201-63361-2<doubleQuotes46>);<newline46mondego>List<Book> found = new ArrayList<Book>();<newline46mondego>for(Book book : books){<newline46mondego>    if(book.getIsbn().equals(isbn)){<newline46mondego>        found.add(book);<newline46mondego>    }<newline46mondego>}<newline46mondego>books.removeAll(found);<newline46mondego>"
"1189splitHere46","11320350splitHere46","ListIterator"
"1190splitHere46","11320350splitHere46","ListIterator<Book> iter = books.listIterator();<newline46mondego>while(iter.hasNext()){<newline46mondego>    if(iter.next().getIsbn().equals(isbn)){<newline46mondego>        iter.remove();<newline46mondego>    }<newline46mondego>}<newline46mondego>"
"1191splitHere46","11320350splitHere46","synchronized(this.books) {<newline46mondego>   List<Book> copyOfBooks = new ArrayList<Book>(this.books)<newline46mondego>}<newline46mondego>for(Book book : copyOfBooks) {<newline46mondego>   System.out.println(book);<newline46mondego>}<newline46mondego>"
"1192splitHere46","11320350splitHere46","java.util.ConcurrentCopyOnWriteArrayList"
"1193splitHere46","11320350splitHere46","ConcurrentModificationException"
"1194splitHere46","11320492splitHere46","Receipt"
"1195splitHere46","11320492splitHere46","List"
"1196splitHere46","11320492splitHere46","ReceiptItem"
"1197splitHere46","11320492splitHere46","public class Receipt {<newline46mondego>    private List<LineItem> receiptItems;<newline46mondego><newline46mondego>    // ... <newline46mondego><newline46mondego>    public void add(LineItem lineItem) {<newline46mondego>        // be mindful of handling duplicates if needed<newline46mondego>        receiptItems.add(lineItem); <newline46mondego>    }<newline46mondego><newline46mondego>}<newline46mondego>"
"1198splitHere46","11320492splitHere46","public class LineItem {<newline46mondego>    private int quantity;<newline46mondego>    private String description;<newline46mondego>    private String upc;<newline46mondego>    private BigDecimal price; // depending on the accuracy you need, you might be able to get away with double<newline46mondego><newline46mondego>    // ...<newline46mondego><newline46mondego>    public String getDescription() {<newline46mondego>        return description;<newline46mondego>    }<newline46mondego><newline46mondego>    // ... add more getters to your heart's content ...<newline46mondego>}<newline46mondego>"
"1199splitHere46","11320506splitHere46","int myReadByte(DataInputStream dis) {<newline46mondego>    int b;<newline46mondego>    try {<newline46mondego>        b = dis.readByte():<newline46mondego>    } catch (EOFException e) {<newline46mondego>        b = 0;<newline46mondego>    }<newline46mondego>    return b;<newline46mondego>}<newline46mondego>"
"1200splitHere46","11320506splitHere46","for (int x = 0; x < size; x++) {<newline46mondego>        int red = myReadByte(dis);<newline46mondego>        int green = myReadByte(dis);<newline46mondego>        int blue = myReadByte(dis);<newline46mondego>        int rgb = (0xFF << 24) | ((red & 0xFF) << 16) | ((green & 0xFF) << 8) | (blue & 0xFF);<newline46mondego>        image.setRGB(x, y, rgb);<newline46mondego>"
"1201splitHere46","11320506splitHere46","for (int x = 0; x < image.getWidth(); x++) {<newline46mondego>        int rgb = image.getRGB(x, y);<newline46mondego>        int red = (rgb >> 16) & 0xFF;<newline46mondego>        int green = (rgb >> 8) & 0xFF;<newline46mondego>        int blue = rgb & 0xFF;<newline46mondego>        dos.write(red);<newline46mondego>        dos.write(green);<newline46mondego>        dos.write(blue);<newline46mondego>    }<newline46mondego>"
"1202splitHere46","11320538splitHere46","ResultSet"
"1203splitHere46","11320538splitHere46","Statement"
"1204splitHere46","11320538splitHere46","try-with-resources"
"1205splitHere46","11320538splitHere46","ResultSet"
"1206splitHere46","11320538splitHere46","try (<newline46mondego>    Connection conn = Database.getConnection();<newline46mondego>    PreparedStatement ps = prepareStatement(conn, <doubleQuotes46>SELECT * FROM table WHERE something = ? LIMIT 1<doubleQuotes46>, param);<newline46mondego>    ResultSet results = ps.executeQuery();<newline46mondego>) {        <newline46mondego>    if(results.next()) {<newline46mondego>        // blah<newline46mondego>    }<newline46mondego>} catch(SQLException e) {<newline46mondego>    e.printStackTrace();<newline46mondego>}<newline46mondego><newline46mondego>private static PreparedStatement prepareStatement(Connection connection, String sql, String param) throws SQLException {<newline46mondego>    final PreparedStatement ps = conn.prepareStatement(sql);<newline46mondego>    ps.setString(1, param);<newline46mondego>    return ps;<newline46mondego>}<newline46mondego>"
"1207splitHere46","11320699splitHere46","Thread.sleep(1000);"
"1208splitHere46","11320699splitHere46","public class FlashThread implements Runnable {<newline46mondego>  private JLabel temp;<newline46mondego>  Thread thread;<newline46mondego>  Color randColor;<newline46mondego><newline46mondego>  public FlashThread(JLabel toFlash) {<newline46mondego>    temp = toFlash;<newline46mondego>    thread = new Thread(this);<newline46mondego>    thread.start();<newline46mondego>  }<newline46mondego><newline46mondego>  public void run() {<newline46mondego>    final Random r = new Random();<newline46mondego>    while (true) {<newline46mondego>        SwingUtilities.invokeAndWait(new Runnable(){<newline46mondego>           public void run() {<newline46mondego>              // this will be executed in the EDT<newline46mondego>              temp.setForeground(new Color(r.nextInt(246) + 10,<newline46mondego>                r.nextInt(246) + 10, r.nextInt(246) + 10));<newline46mondego>              // don't perform long running tasks in the EDT or sleep<newline46mondego>              // this would lead to non-responding user interfaces<newline46mondego>           }<newline46mondego>        });<newline46mondego>        // Let our create thread sleep<newline46mondego>        try {<newline46mondego>            Thread.sleep(r.nextInt(500));<newline46mondego>        } catch (InterruptedException e) {<newline46mondego>        }<newline46mondego>    }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1209splitHere46","11320712splitHere46","import com.oanda.fxtrade.api.test.Example1 as main1<newline46mondego>"
"1210splitHere46","11320712splitHere46","main1.main([<doubleQuotes46>JPY<doubleQuotes46>,<doubleQuotes46>9<doubleQuotes46>,<doubleQuotes46>-1<doubleQuotes46>])<newline46mondego>"
"1211splitHere46","11320712splitHere46","Could not initialize class com.oanda.fxtrade.api.API"
"1212splitHere46","11320974splitHere46",">"
"1213splitHere46","11320974splitHere46","<"
"1214splitHere46","11320974splitHere46","\b"
"1215splitHere46","11320974splitHere46","(?<!>)\bam\b(?!<)<newline46mondego>"
"1216splitHere46","11321072splitHere46","threadB.start()"
"1217splitHere46","11321072splitHere46","someClass"
"1218splitHere46","11321072splitHere46","threadB.run()"
"1219splitHere46","11321072splitHere46","Thread"
"1220splitHere46","11321085splitHere46","<context:annotation-config/>"
"1221splitHere46","11321085splitHere46","<context:component-scan/>"
"1222splitHere46","11321106splitHere46","static int sqrRoot(int n){<newline46mondego>    //Find largest square <= n<newline46mondego>    int sqr = 0;<newline46mondego><newline46mondego>    for (int i=15; i >= 0; --i){<newline46mondego>        int newsqr = sqr + (1<<i);<newline46mondego>        if (newsqr * newsqr <= n) {sqr = newsqr;}<newline46mondego>    }<newline46mondego><newline46mondego>    return sqr;<newline46mondego>}<newline46mondego><newline46mondego>static int[] closestFactors(int n){<newline46mondego>    if (n <= 0) {throw new IllegalArgumentException();}<newline46mondego><newline46mondego>    int s = sqrRoot(n);<newline46mondego>    if (s*s == n){<newline46mondego>        int[] ans = {s,s};<newline46mondego>        return ans;<newline46mondego>    }<newline46mondego><newline46mondego>    int a = s * s - n;      <newline46mondego>    while(s < n){<newline46mondego>        if (a > 0){ //may not be true on first iteration<newline46mondego>            int sa = sqrRoot(a);<newline46mondego>            //whole number case<newline46mondego>            if (sa*sa == a){    //We found a factorization<newline46mondego>                int[] ans = {s-sa, s+sa};<newline46mondego>                return ans;<newline46mondego>            }<newline46mondego>        }<newline46mondego><newline46mondego>        //half number case<newline46mondego>        int sa2 = sqrRoot(a+s);<newline46mondego>        if (sa2 * (sa2+1) == a+s){<newline46mondego>            int[] ans = {s-sa2, s+sa2+1};<newline46mondego>            return ans;<newline46mondego>        }<newline46mondego><newline46mondego>        a += s + s + 1;<newline46mondego>        s++;<newline46mondego>    }<newline46mondego><newline46mondego>    int[] ans = {1, n};<newline46mondego>    return ans;<newline46mondego>}<newline46mondego>"
"1223splitHere46","11321200splitHere46","realft"
"1224splitHere46","11321200splitHere46","realft"
"1225splitHere46","11321200splitHere46","nn"
"1226splitHere46","11321200splitHere46","hfa"
"1227splitHere46","11321200splitHere46","wfa"
"1228splitHere46","11321200splitHere46","realft"
"1229splitHere46","11321200splitHere46","-1"
"1230splitHere46","11321200splitHere46","hfa"
"1231splitHere46","11321200splitHere46","wfa"
"1232splitHere46","11321213splitHere46","static"
"1233splitHere46","11321213splitHere46","public class Factory {<newline46mondego><newline46mondego>  public static Widget buildWidget() {<newline46mondego>    Widget widget = new Widget();<newline46mondego>    return widget;<newline46mondego>  }<newline46mondego><newline46mondego>  public class Widget {<newline46mondego>    private Widget() { ... }<newline46mondego>    public void someMethod() { ... }<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1234splitHere46","11321401splitHere46","s.length() == 0"
"1235splitHere46","11321401splitHere46","return 0;"
"1236splitHere46","11321401splitHere46","=="
"1237splitHere46","11321401splitHere46","equals"
"1238splitHere46","11321401splitHere46","s.substring(0, 1) == <doubleQuotes46>a<doubleQuotes46>"
"1239splitHere46","11321401splitHere46","s.substring(0, 1).equals(<doubleQuotes46>a<doubleQuotes46>)"
"1240splitHere46","11321543splitHere46","text"
"1241splitHere46","11321543splitHere46","BufferedReader"
"1242splitHere46","11321543splitHere46","StringBuilder sb=new StringBuilder();<newline46mondego>  BufferedReader br=null;<newline46mondego><newline46mondego>  try{<newline46mondego>   br=new BufferedReader(new InputStreamReader(openFileInput(fileName));<newline46mondego>   String line=null;<newline46mondego>   while((line = br.readLine()) != null)<newline46mondego>    {<newline46mondego>      sb.append(line);<newline46mondego>     }<newline46mondego>   }catch(Exception ex){<newline46mondego>     //<newline46mondego>   }finally{<newline46mondego>    if(br!=null)<newline46mondego>      br.close();<newline46mondego>   }<newline46mondego>  return sb.toString();<newline46mondego>"
"1243splitHere46","11321637splitHere46","public static int readRawVarint32(<newline46mondego>  final int firstByte, final InputStream input) throws IOException {<newline46mondego>if ((firstByte & 0x80) == 0) {<newline46mondego>  return firstByte;<newline46mondego>}<newline46mondego><newline46mondego>int result = firstByte & 0x7f;<newline46mondego>int offset = 7;<newline46mondego>for (; offset < 32; offset += 7) {<newline46mondego>  final int b = input.read();<newline46mondego>  if (b == -1) {<newline46mondego>    throw InvalidProtocolBufferException.truncatedMessage();<newline46mondego>  }<newline46mondego>  result |= (b & 0x7f) << offset;<newline46mondego>  if ((b & 0x80) == 0) {<newline46mondego>    return result;<newline46mondego>  }<newline46mondego>}<newline46mondego>// Keep reading up to 64 bits.<newline46mondego>for (; offset < 64; offset += 7) {<newline46mondego>  final int b = input.read();<newline46mondego>  if (b == -1) {<newline46mondego>    throw InvalidProtocolBufferException.truncatedMessage();<newline46mondego>  }<newline46mondego>  if ((b & 0x80) == 0) {<newline46mondego>    return result;<newline46mondego>  }<newline46mondego>}<newline46mondego>throw InvalidProtocolBufferException.malformedVarint();<newline46mondego>"
"1244splitHere46","11321820splitHere46","extra"
"1245splitHere46","11321820splitHere46","String"
"1246splitHere46","11321820splitHere46","List<String> extrasList = Arrays.asList(extra);<newline46mondego>extrasList.add(description);<newline46mondego>getObject(find_arguments, extrasList.toArray());<newline46mondego>"
"1247splitHere46","11321820splitHere46","extrasList.toArray()"
"1248splitHere46","11321820splitHere46","String[] extraWithDescription = new String[extra.length + 1];<newline46mondego>int i = 0;<newline46mondego>for(; i < extra.length; ++i) {<newline46mondego>  extraWithDescription[i] = extra[i];<newline46mondego>}<newline46mondego>extraWithDescription[i] = description;<newline46mondego>getObject(find_arguments, extraWithDescription);<newline46mondego>"
"1249splitHere46","11321843splitHere46","JNIEnv* env;"
"1250splitHere46","11321843splitHere46","env->FindClass(someString)"
"1251splitHere46","11321843splitHere46","FindClass(env, someString)"
"1252splitHere46","11321843splitHere46","env->FindClass(someString)"
"1253splitHere46","11321843splitHere46","FindClass"
"1254splitHere46","11321843splitHere46","/"
"1255splitHere46","11321843splitHere46","."
"1256splitHere46","11321843splitHere46","Foo"
"1257splitHere46","11321843splitHere46","bar.baz.quux"
"1258splitHere46","11321843splitHere46","bar.baz.quux.Foo"
"1259splitHere46","11321843splitHere46","FindClass"
"1260splitHere46","11321843splitHere46","bar/baz/quux/Foo"
"1261splitHere46","11321843splitHere46","JavaVM* vm"
"1262splitHere46","11321843splitHere46","JNI_CreateJavaVM()"
"1263splitHere46","11321843splitHere46","JNIEnv *"
"1264splitHere46","11321843splitHere46","AttachCurrentThread"
"1265splitHere46","11321843splitHere46","JNIEnv *"
"1266splitHere46","11321843splitHere46","JDK_HOME/include"
"1267splitHere46","11321843splitHere46","jni.h"
"1268splitHere46","11321843splitHere46","JDK_HOME/include/android"
"1269splitHere46","11321843splitHere46","JDK_HOME/include"
"1270splitHere46","11321899splitHere46","public static void invokeMethod(SomeObject foo) {<newline46mondego>    foo.bar();<newline46mondego>}<newline46mondego>"
"1271splitHere46","11321899splitHere46","import android.content.Context;<newline46mondego>import android.content.SharedPreferences;<newline46mondego>import android.preference.PreferenceManager;<newline46mondego><newline46mondego>import java.util.HashMap;<newline46mondego>/**<newline46mondego> * Provides support functions for getting preferences as well as a<newline46mondego> * central place for storing default preferences.<newline46mondego> */<newline46mondego>public final class PreferencesHelper {<newline46mondego>    public static class Preferences {<newline46mondego>        public static final String SOME_SETTING = <doubleQuotes46>SOME_SETTING<doubleQuotes46>;<newline46mondego>    }<newline46mondego><newline46mondego>   /** This allows us to define our default preferences all in one place */<newline46mondego>    private static HashMap<String, Object> sDefaultPreferences =<newline46mondego>        new HashMap<String, Object>(){{<newline46mondego>        put(Preferences.SOME_SETTING, <doubleQuotes46>value<doubleQuotes46>);<newline46mondego>    }};<newline46mondego><newline46mondego>    public static SharedPreferences getDefaultPreferences(Context context) {<newline46mondego>        return PreferenceManager.getDefaultSharedPreferences(context);<newline46mondego>    }<newline46mondego><newline46mondego>    public static String getString(SharedPreferences prefs, String key) {<newline46mondego>        return prefs.getString(key, (String) sDefaultPreferences.get(key));<newline46mondego>    }<newline46mondego><newline46mondego>    /* Convenience method (use when getting only one preference) */<newline46mondego>    public static String getString(Context context, String scanner) {<newline46mondego>        SharedPreferences prefs = getDefaultPreferences(context);<newline46mondego>        return getString(prefs, scanner);<newline46mondego>    }<newline46mondego>"
"1272splitHere46","11322071splitHere46","private class UserInfo {<newline46mondego>  private Address address;<newline46mondego>  private Team team;<newline46mondego>}<newline46mondego>"
"1273splitHere46","11322071splitHere46","Object[] getUserInfo(String name) {<newline46mondego>  // query the DB<newline46mondego>  return new Object[]{address,team};<newline46mondego>}<newline46mondego>"
"1274splitHere46","11322071splitHere46","class APIClass{<newline46mondego>  interface UserInfo{<newline46mondego>    public Address getAddress();<newline46mondego>    public Team getTeam();<newline46mondego>  }<newline46mondego><newline46mondego>  UserInfo getUserInfo(String name) {<newline46mondego>    // query the DB<newline46mondego>    return new UserInfo(){<newline46mondego>         public Address getAddress(){ return address; }<newline46mondego>         public Team getTeam(){ return team; }<newline46mondego>    };<newline46mondego>  }<newline46mondego>}<newline46mondego>"
"1275splitHere46","11322198splitHere46","bytes[] orig = <your byte array>;  <newline46mondego>String prepend = <doubleQuotes46>00<doubleQuotes46>;  <newline46mondego>bytes[] prependBytes = prepend.getBytes();  <newline46mondego>bytes[] output = new Bytes[prependBytes.length + orig.length];<newline46mondego><newline46mondego>for(i=0;i<prependBytes.length;i++){<newline46mondego>    output[i] = prependBytes[i];<newline46mondego>}<newline46mondego><newline46mondego>for(i=prependBytes.length;i<(orig.length+prepend.lenth);i++){<newline46mondego>  output[i] = orig[i];<newline46mondego>}<newline46mondego>"
"1276splitHere46","11322198splitHere46","prependBytes"
"1277splitHere46","11322198splitHere46","byte[] prependBytes = new byte[]{0,0};<newline46mondego>"
"1278splitHere46","11322198splitHere46","byte[] prependBytes = new byte[]{1,1};<newline46mondego>"
"1279splitHere46","11322235splitHere46","null"
"1280splitHere46","11322235splitHere46","null"
"1281splitHere46","11322235splitHere46","hasMoreWidgets()"
"1282splitHere46","11322245splitHere46","String line = <doubleQuotes46>He is a boy .<doubleQuotes46>;<newline46mondego>String[] arr = line.split(<doubleQuotes46> <doubleQuotes46>);<newline46mondego>ArrayList<String> newLines = ArrayList<String>();<newline46mondego>for (int i = 1; i < arr.length; i++){<newline46mondego>  newLines.add(arr[i-1]+<doubleQuotes46> <doubleQuotes46>+arr[i]);<newline46mondego>}<newline46mondego>"
"1283splitHere46","11322451splitHere46","Writer"
"1284splitHere46","11322451splitHere46","BufferedWriter"
"1285splitHere46","11322451splitHere46","public void writeMessage(BufferedWriter bw, String message) throws IOException {<newline46mondego>    bw.write(message);<newline46mondego>    bw.newline();<newline46mondego>    bw.flush();<newline46mondego>}<newline46mondego>"
"1286splitHere46","11322451splitHere46","public void writeMessage(Writer writer, String message) throws IOException {<newline46mondego>    writer.write(message);<newline46mondego>    writer.write(System.lineSeparator());<newline46mondego>    writer.flush();<newline46mondego>}<newline46mondego>"
"1287splitHere46","11322451splitHere46","PrintWriter"
"1288splitHere46","11322575splitHere46","try {<newline46mondego>  DocumentBuilderFactory factory = DocumentBuilderFactory.newInstance();<newline46mondego>  factory.setNamespaceAware( true);<newline46mondego>  factory.setValidating( true);<newline46mondego><newline46mondego>  factory.setProperty( <doubleQuotes46>http://java.sun.com/xml/jaxp/properties/schemaLanguage<doubleQuotes46>, <newline46mondego>                       <doubleQuotes46>http://www.w3.org/2001/XMLSchema<doubleQuotes46>);<newline46mondego>  factory.setProperty( <doubleQuotes46>http://java.sun.com/xml/jaxp/properties/schemaSource<doubleQuotes46>, <newline46mondego>                       <doubleQuotes46>file:<your_xsd_file><doubleQuotes46>);<newline46mondego><newline46mondego>  DocumentBuilder builder = factory.newDocumentBuilder();<newline46mondego>  InputSource inStream = new InputSource();<newline46mondego>  inStream.setCharacterStream(new StringReader(xmlFromWebService));<newline46mondego>  Document document = builder.parse(inStream);<newline46mondego><newline46mondego>} catch ( ParserConfigurationException e) {<newline46mondego>  e.printStackTrace();<newline46mondego>} catch ( SAXException e) {<newline46mondego>  e.printStackTrace();<newline46mondego>} catch ( IOException e) {<newline46mondego>  e.printStackTrace();<newline46mondego>}<newline46mondego>"
"1289splitHere46","11322670splitHere46","PreparedStatement pstmt = con.prepareStatement(<newline46mondego>    <doubleQuotes46>INSERT INTO genes (sent, title) VALUES (?, ?)<doubleQuotes46>);<newline46mondego>pstmt.setString(1, sent);<newline46mondego>pstmt.setString(2, title);<newline46mondego>pstmt.executeUpdate();<newline46mondego>"
"1290splitHere46","11322677splitHere46","Project Properties->Android"
"1291splitHere46","11322677splitHere46","Project Properties->Java Build Path->Libraries tab"
"1292splitHere46","11322705splitHere46","web.xml"
"1293splitHere46","11322705splitHere46","web server layer"
"1294splitHere46","11322705splitHere46","web server"
"1295splitHere46","11322705splitHere46","servlet engine"
"1296splitHere46","11322705splitHere46","ActionServlet"
"1297splitHere46","11322705splitHere46","Action class"
"1298splitHere46","11322705splitHere46","Struts-Config"
"1299splitHere46","11322705splitHere46","ActionServlet"
"1300splitHere46","11322705splitHere46","web.xml"
"1301splitHere46","11322705splitHere46","action servlet"
"1302splitHere46","11322705splitHere46","action class"
"1303splitHere46","11322827splitHere46","servletoutputStream.write(<doubleQuotes46><form method=\<doubleQuotes46>post\<doubleQuotes46> action=\<doubleQuotes46>/submit.jsp\<doubleQuotes46>);<newline46mondego>"
"1304splitHere46","11322827splitHere46","HttpServletResponse.encodeURL(<doubleQuotes46>/submit.jsp<doubleQuotes46>)"
"1305splitHere46","11322827splitHere46","HttpServletResponse.encodeRedirectURL()"
"1306splitHere46","11322827splitHere46","java.lang.String encodeRedirectURL(java.lang.String url)<newline46mondego><newline46mondego>   Encodes the specified URL for use in the sendRedirect method or, if encoding <newline46mondego>     is not needed, returns the URL unchanged. The implementation of this method <newline46mondego>     includes the logic to determine whether the session ID needs to be encoded in <newline46mondego>     the URL.Because the rules for making this determination can differ from those <newline46mondego>     used to decide whether to encode a normal link, this method is separated from <newline46mondego>     the encodeURL method.<newline46mondego><newline46mondego>   All URLs sent to the HttpServletResponse.sendRedirect method should be run <newline46mondego>   through this method. Otherwise, URL rewriting cannot be used with browsers <newline46mondego>   which do not support cookies. <newline46mondego>"
"1307splitHere46","11322847splitHere46","@Id<newline46mondego>@GeneratedValue(strategy = GenerationType.AUTO)<newline46mondego>@Column(name=<doubleQuotes46>emp_id)<doubleQuotes46>)<newline46mondego>public int getId() {<newline46mondego>    return id;<newline46mondego>}<newline46mondego><newline46mondego>should be - <newline46mondego><newline46mondego>@Id<newline46mondego>@GeneratedValue(strategy = GenerationType.AUTO)<newline46mondego>@Column(name=<doubleQuotes46>emp_id<doubleQuotes46>)<newline46mondego>public int getId() {<newline46mondego>    return id;<newline46mondego>}<newline46mondego>"
"1308splitHere46","11322847splitHere46",")"
"1309splitHere46","11322847splitHere46","name=<doubleQuotes46>emp_id)<doubleQuotes46>"
"1310splitHere46","11322887splitHere46","MyObject"
"1311splitHere46","11322887splitHere46","MyData"
"1312splitHere46","11322920splitHere46","createDependencyReducedPom"
"1313splitHere46","11322976splitHere46","d <= sqrt(n)"
"1314splitHere46","11322976splitHere46","n%d==0"
"1315splitHere46","11322976splitHere46","m=n/d"
"1316splitHere46","11322976splitHere46","n%m==0"
"1317splitHere46","11322976splitHere46","m >= sqrt(n)"
"1318splitHere46","11322976splitHere46","sqrt(n)"
"1319splitHere46","11323047splitHere46","~"
"1320splitHere46","11323047splitHere46","input.replaceAll(<doubleQuotes46>~<doubleQuotes46>,<doubleQuotes46>,<doubleQuotes46>).split(<doubleQuotes46>[^\\w,]<doubleQuotes46>);<newline46mondego>"
"1321splitHere46","11323047splitHere46","public static void main( String[] args ) {<newline46mondego>    String input = <doubleQuotes46>city^chennai|country^India~TamilNadu|pincode^600034<doubleQuotes46>;<newline46mondego>    String[] things = input.replaceAll( <doubleQuotes46>~<doubleQuotes46>, <doubleQuotes46>,<doubleQuotes46> ).split( <doubleQuotes46>[^\\w,]<doubleQuotes46> );<newline46mondego>    Map<String, String> map = new HashMap<String, String>( );<newline46mondego>    for (int i = 0; i < things.length; i+=2) {<newline46mondego>        map.put(things[i], things[i+1]);<newline46mondego>    }<newline46mondego>    System.out.println( map );<newline46mondego>}<newline46mondego>"
"1322splitHere46","11323047splitHere46","{pincode=600034, country=India,TamilNadu, city=chennai}<newline46mondego>"
"1323splitHere46","11323224splitHere46","en_gb"
"1324splitHere46","11323330splitHere46","class RandomUtil {<newline46mondego><newline46mondego>    public static final Random rand = new Random();     <newline46mondego><newline46mondego>}<newline46mondego>"
"1325splitHere46","11323330splitHere46","RandomUtil.rand.nextInt()"
"1326splitHere46","11323598splitHere46","Map"
"1327splitHere46","11323598splitHere46","Map<String, String> values = new HashMap<String, String>();<newline46mondego>values.put(<doubleQuotes46>d1<doubleQuotes46>, <doubleQuotes46>1234<doubleQuotes46>);<newline46mondego>values.put(<doubleQuotes46>d2<doubleQuotes46>, <doubleQuotes46>5678<doubleQuotes46>);<newline46mondego>"
"1328splitHere46","11323598splitHere46","Matcher matcher = Pattern.compile(<doubleQuotes46><(.*?)><doubleQuotes46>).matcher(text);<newline46mondego>StringBuffer sb = new StringBuffer();<newline46mondego>while (matcher.find()) {<newline46mondego>    matcher.appendReplacement(sb, values.get(matcher.group(1)));<newline46mondego>}<newline46mondego>matcher.appendTail(sb);<newline46mondego>"
"1329splitHere46","11323598splitHere46","matcher = Pattern.compile(<doubleQuotes46>\\{(.*?)\\}<doubleQuotes46>).matcher(sb.toString());<newline46mondego>sb = new StringBuffer();<newline46mondego>while (matcher.find()) {<newline46mondego>      matcher.appendReplacement(sb, new StringBuffer(values.get(matcher.group(1))).reverse().toString());<newline46mondego>}<newline46mondego>matcher.appendTail(sb);<newline46mondego>"
